,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,new_addition,labels,github_id,npm_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_monthly_downloads,go_id,maven_id,github_release_downloads,maven_url,maven_latest_release_published_at,go_url,go_latest_release_published_at,go_dependent_project_count,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,pypi_id,conda_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_dependent_project_count,maven_dependent_project_count
745,,flow,flow,https://github.com/onflow/flow,"Flow is a fast, secure, and developer-friendly blockchain built to support the next generation of games, apps, and the..",others,23,True,1945.0,227.0,255.0,,83.0,39.0,32.0,582.0,64.0,115.0,37.0,71.0,2020-04-15 21:09:27.000,2022-01-07 21:19:36.000,2022-01-06 17:40:35.000,2021-10-18 21:38:12.000,1.0,True,,onflow/flow,,https://github.com/onflow/flow,Apache-2.0,v0.2.3,18.0,,,,github.com/onflow/flow/protobuf/go/flow,com.nftco:flow-jvm-sdk,,https://search.maven.org/artifact/com.nftco/flow-jvm-sdk,2021-08-16 16:49:19.000,https://pkg.go.dev/github.com/onflow/flow/protobuf/go/flow,2021-10-21 22:38:36.000,19.0,,,,,,,,,,,,,,,,,
746,,matic,bor,https://github.com/maticnetwork/bor,Official repository for the Matic Blockchain.,others,23,True,13347.0,84.0,254.0,10.0,125.0,41.0,34.0,185.0,51.0,69.0,42.0,661.0,2019-10-29 17:22:55.000,2022-01-08 00:55:53.000,2022-01-07 16:20:57.000,2021-12-07 09:20:18.000,1.0,True,,maticnetwork/bor,,https://github.com/maticnetwork/bor,LGPL-3.0,v0.2.12,32.0,,,,github.com/maticnetwork/bor,,258.0,,,https://pkg.go.dev/github.com/maticnetwork/bor,2021-12-15 12:25:32.000,10.0,,,,,,,,,,,,,,,,,
747,,zrx,0x-mesh,https://github.com/0xProject/0x-mesh,A peer-to-peer network for sharing 0x orders.,others,23,True,2496.0,,223.0,1387.0,88.0,25.0,50.0,873.0,112.0,207.0,18.0,17.0,2019-03-28 20:34:53.000,2021-12-24 10:23:27.000,2021-08-11 21:39:07.000,2021-05-20 10:45:13.000,1.0,True,,0xProject/0x-mesh,@0x/mesh-rpc-client,https://github.com/0xProject/0x-mesh,Apache-2.0,11.2.0,6.0,https://www.npmjs.com/package/@0x/mesh-rpc-client,2020-08-07 21:28:39.541,1385.0,github.com/0xproject/0x-mesh,,82.0,,,https://pkg.go.dev/github.com/0xproject/0x-mesh,2020-01-30 17:21:38.000,,,,,,,,,,,,,,,,,12.0,
748,,uni,v3-staker,https://github.com/Uniswap/v3-staker,Canonical liquidity mining contract for Uniswap V3.,others,23,True,198.0,10.0,217.0,25689.0,79.0,19.0,3.0,126.0,5.0,92.0,159.0,10.0,2021-05-04 21:55:45.000,2021-12-20 18:23:32.000,2021-12-20 18:23:23.000,2021-11-29 22:07:24.000,1.0,True,,Uniswap/v3-staker,@uniswap/v3-staker,https://github.com/Uniswap/v3-staker,GPL-3.0,1.0.2,159.0,https://www.npmjs.com/package/@uniswap/v3-staker,2021-11-29 15:57:56.084,25689.0,,,,,,,,,,,,,,,,,,,,,,,,,
749,,fct,factomd,https://github.com/FactomProject/factomd,Factom Daemon.,others,23,True,12786.0,7.0,206.0,5.0,89.0,60.0,21.0,1010.0,29.0,93.0,44.0,94.0,2015-09-17 15:21:26.000,2021-11-19 03:56:38.000,2021-11-19 03:52:37.000,2021-11-19 03:56:33.000,1.0,True,,FactomProject/factomd,,https://github.com/FactomProject/factomd,Apache-2.0,6.15.1,36.0,,,,github.com/FactomProject/factomd,,244.0,,,https://pkg.go.dev/github.com/FactomProject/factomd,2021-08-25 09:22:00.872,8.0,,,,,,,,,,,,,,,,,
750,,icp,motoko,https://github.com/dfinity/motoko,Simple high-level language for writing Internet Computer canisters.,others,23,True,4529.0,138.0,205.0,470.0,28.0,14.0,16.0,2438.0,186.0,415.0,,34.0,2018-05-11 11:12:10.000,2022-01-08 20:40:52.000,2022-01-08 20:40:48.000,2022-01-05 16:42:59.000,1.0,True,,dfinity/motoko,,https://github.com/dfinity/motoko,Apache-2.0,0.6.19,,,,,,,3290.0,,,,,,,,,,,,,,,,,,,,,,
751,,glm,yagna,https://github.com/golemfactory/yagna,An open platform and marketplace for distributed computations.,others,23,True,3819.0,148.0,204.0,1243.6666666666667,23.0,20.0,46.0,1001.0,223.0,549.0,2.0,30.0,2019-11-15 14:28:03.000,2022-01-06 13:52:31.000,2022-01-05 10:39:01.000,2021-12-20 18:16:47.000,1.0,True,,golemfactory/yagna,,https://github.com/golemfactory/yagna,GPL-3.0,0.9.1,,,,,,,23012.0,,,,,,ya-agreement-utils,https://crates.io/crates/ya-agreement-utils,2021-12-20 15:41:18.868,2.0,32.666666666666664,990.0,,,,,,,,,,,
752,,zen,zen,https://github.com/HorizenOfficial/zen,Horizen.,others,23,True,13891.0,123.0,203.0,521.0,92.0,50.0,28.0,296.0,30.0,111.0,,489.0,2018-01-16 21:18:28.000,2022-01-05 17:36:10.000,2021-12-05 01:15:08.000,2021-12-05 16:34:55.000,1.0,True,,HorizenOfficial/zen,,https://github.com/HorizenOfficial/zen,,3.0.3,,,,,,,22421.0,,,,,,,,,,,,,,,,,,,,,,
753,,dcr,dcrwallet,https://github.com/decred/dcrwallet,A secure Decred wallet daemon written in Go (golang).,others,23,True,2069.0,28.0,187.0,,151.0,42.0,9.0,1453.0,128.0,562.0,69.0,61.0,2016-01-26 20:40:34.000,2022-01-06 15:26:18.000,2022-01-05 20:37:03.000,2021-05-17 14:07:56.000,1.0,True,,decred/dcrwallet,,https://github.com/decred/dcrwallet,ISC,release-v1.6.3,,,,,github.com/decred/dcrwallet/errors,,,,,https://pkg.go.dev/github.com/decred/dcrwallet/errors,2019-06-11 14:04:23.000,69.0,,,,,,,,,,,,,,,,,
754,,bts,python-bitshares,https://github.com/bitshares/python-bitshares,Fully featured client-side library for the BitShares Blockchain - written entirely in python.,others,23,False,990.0,,162.0,572.0,154.0,31.0,40.0,149.0,45.0,111.0,124.0,24.0,2016-12-06 10:30:13.000,2022-01-07 14:55:35.000,2020-10-07 11:07:12.000,2020-10-07 11:07:44.000,1.0,True,,bitshares/python-bitshares,,https://github.com/bitshares/python-bitshares,MIT,0.7.0,97.0,,,,,,,,,,,,,,,,,,bitshares,,https://pypi.org/project/bitshares,2020-10-07 11:07:44.000,27.0,572.0,,,,,
755,,flow,flow-go-sdk,https://github.com/onflow/flow-go-sdk,Tools for building Go applications on Flow.,others,23,True,940.0,37.0,161.0,,41.0,34.0,74.0,169.0,33.0,43.0,276.0,35.0,2020-04-17 18:38:30.000,2021-12-14 17:03:29.000,2021-12-08 17:30:17.000,2021-11-25 18:22:47.000,1.0,True,,onflow/flow-go-sdk,,https://github.com/onflow/flow-go-sdk,Apache-2.0,0.24.0,233.0,,,,github.com/onflow/flow-go-sdk,,,,,https://pkg.go.dev/github.com/onflow/flow-go-sdk,2021-11-25 18:12:50.000,43.0,,,,,,,,,,,,,,,,,
756,,flow,flow-cli,https://github.com/onflow/flow-cli,The Flow CLI is a command-line interface that provides useful utilities for building Flow applications.,others,23,True,2164.0,78.0,152.0,,21.0,33.0,78.0,269.0,25.0,142.0,28.0,26.0,2020-10-30 20:46:17.000,2021-12-22 21:21:38.000,2021-12-22 15:56:25.000,2021-12-22 16:00:02.000,1.0,True,,onflow/flow-cli,,https://github.com/onflow/flow-cli,Apache-2.0,0.30.2,22.0,,,,github.com/onflow/flow-cli,,,,,https://pkg.go.dev/github.com/onflow/flow-cli,2021-12-22 15:56:25.000,6.0,,,,,,,,,,,,,,,,,
757,,stx,stacks-wallet-web,https://github.com/hirosystems/stacks-wallet-web,Hiro Wallet is a browser extension for managing your digital assets and connecting to apps built with the Stacks..,others,23,True,1666.0,216.0,130.0,89.0,49.0,29.0,77.0,753.0,240.0,1075.0,,27.0,2019-08-20 20:14:18.000,2022-01-08 17:44:15.000,2021-12-23 11:08:30.000,2021-12-08 10:19:36.000,1.0,True,,hirosystems/stacks-wallet-web,,https://github.com/hirosystems/stacks-wallet-web,MIT,2.23.2,,,,,,,535.0,,,,,,,,,,,,,,,,,,,,,,
758,,iotx,iotex-explorer,https://github.com/iotexproject/iotex-explorer,Official explorer and wallet of IoTeX blockchain!.,others,23,True,1447.0,15.0,126.0,7443.0,65.0,27.0,35.0,1076.0,120.0,778.0,,51.0,2018-10-20 01:12:56.000,2021-12-10 11:00:05.000,2021-12-10 11:00:01.000,2021-08-15 11:14:03.000,1.0,True,,iotexproject/iotex-explorer,,https://github.com/iotexproject/iotex-explorer,Apache-2.0,1.0.16,,,,,,,238194.0,,,,,,,,,,,,,,,,,,,,,,
759,,dag,constellation,https://github.com/Constellation-Labs/constellation,Decentralized Application Integration Platform.,others,23,True,1719.0,24.0,125.0,1534.0,30.0,42.0,100.0,994.0,145.0,486.0,,24.0,2017-12-05 23:29:26.000,2022-01-03 17:11:11.000,2022-01-03 17:02:49.000,2022-01-03 17:23:00.000,1.0,True,,Constellation-Labs/constellation,,https://github.com/Constellation-Labs/constellation,Apache-2.0,2.29.10,,,,,,,32232.0,,,,,,,,,,,,,,,,,,,,,,
760,,grt,graphprotocol/indexer,https://github.com/graphprotocol/indexer,Graph Protocol indexer components and infrastructure.,others,23,True,1160.0,45.0,123.0,486.0,45.0,34.0,40.0,203.0,76.0,73.0,3.0,24.0,2020-07-07 12:07:51.000,2022-01-07 22:48:23.000,2022-01-07 20:31:34.000,2022-01-05 16:58:36.025,1.0,True,,graphprotocol/indexer,@graphprotocol/indexer-common,https://github.com/graphprotocol/indexer,MIT,0.18.6,,https://www.npmjs.com/package/@graphprotocol/indexer-common,2022-01-05 16:58:36.025,486.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,
761,,ast,airswap-protocols,https://github.com/airswap/airswap-protocols,AirSwap Contracts and Tools.,others,23,True,3563.0,70.0,121.0,318.0,50.0,10.0,25.0,605.0,43.0,112.0,56.0,19.0,2019-07-08 22:58:24.000,2022-01-08 11:36:11.000,2022-01-08 02:29:46.000,2021-09-03 08:37:34.000,1.0,True,,airswap/airswap-protocols,@airswap/wrapper,https://github.com/airswap/airswap-protocols,MIT,2.0.0,52.0,https://www.npmjs.com/package/@airswap/wrapper,2021-05-19 22:28:05.484,318.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,
762,,ren,ren-js,https://github.com/renproject/ren-js,RenJS - the official JavaScript library for interacting with RenVM.,others,23,True,1522.0,31.0,115.0,2319.0,29.0,20.0,162.0,151.0,5.0,27.0,65.0,9.0,2019-06-18 02:30:30.000,2021-12-17 22:03:34.000,2021-12-02 00:28:02.000,2021-10-25 01:04:47.000,1.0,True,,renproject/ren-js,@renproject/ren,https://github.com/renproject/ren-js,MIT,2.5.10,55.0,https://www.npmjs.com/package/@renproject/ren,2021-11-30 12:34:59.748,2319.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,
763,,dfi,app,https://github.com/DeFiCh/app,"DeFi Blockchain desktop app for Windows, Linux and Mac.",others,23,True,2392.0,29.0,115.0,53158.0,44.0,20.0,83.0,421.0,30.0,580.0,,27.0,2020-10-08 05:42:48.000,2022-01-04 07:12:16.000,2022-01-04 07:02:06.000,2022-01-04 07:12:16.000,1.0,True,,DeFiCh/app,,https://github.com/DeFiCh/app,MIT,2.8.4,,,,,,,744224.0,,,,,,,,,,,,,,,,,,,,,,
764,,aleo,snarkVM,https://github.com/AleoHQ/snarkVM,A Virtual Machine for Zero-Knowledge Executions.,others,23,True,3034.0,647.0,111.0,1765.3333333333333,30.0,22.0,29.0,501.0,43.0,37.0,6.0,17.0,2020-03-14 05:13:57.000,2022-01-08 04:34:27.000,2022-01-08 04:33:03.000,2021-08-15 19:46:18.672,1.0,True,,AleoHQ/snarkVM,,https://github.com/AleoHQ/snarkVM,GPL-3.0,0.7.9,,,,,,,,,,,,,snarkvm-parameters,https://crates.io/crates/snarkvm-parameters,2021-08-15 19:46:18.672,6.0,1765.3333333333333,56283.0,,,,,,,,,,,
765,,snx,synpress,https://github.com/Synthetixio/synpress,Synpress is an wrapper around Cypress.io with metamask support thanks to puppeteer.,others,23,False,815.0,191.0,89.0,3840.0,25.0,6.0,120.0,260.0,8.0,31.0,20.0,11.0,2020-11-18 22:10:14.000,2021-12-22 18:25:43.000,2021-12-21 21:42:16.000,2021-12-21 22:18:36.000,1.0,True,,Synthetixio/synpress,@synthetixio/synpress,https://github.com/Synthetixio/synpress,MIT,1.1.1,20.0,https://www.npmjs.com/package/@synthetixio/synpress,2021-12-21 22:18:30.211,3840.0,,,,,,,,,,,,,,,,,,,,,,,,,
766,,ctxc,CortexTheseus,https://github.com/CortexFoundation/CortexTheseus,"Cortex - AI on Blockchain, Official Golang implementation.",others,23,False,25073.0,210.0,79.0,51.0,33.0,13.0,100.0,1080.0,32.0,43.0,17.0,431.0,2018-04-25 09:20:31.000,2022-01-07 05:34:18.000,2022-01-07 05:34:17.000,2021-12-16 05:52:03.913,1.0,True,,CortexFoundation/CortexTheseus,,https://github.com/CortexFoundation/CortexTheseus,GPL-3.0,v1.10.30,11.0,,,,github.com/CortexFoundation/CortexTheseus,,1441.0,,,https://pkg.go.dev/github.com/CortexFoundation/CortexTheseus,2021-12-24 21:17:01.011,6.0,,,,,,,,,,,,,,,,,
767,,xlm,django-polaris,https://github.com/stellar/django-polaris,An extendable Django app for building modular Stellar services.,others,23,False,689.0,27.0,78.0,1148.0,47.0,14.0,66.0,312.0,11.0,258.0,16.0,23.0,2019-10-31 19:24:20.000,2022-01-05 22:48:46.000,2022-01-05 22:48:46.000,2021-12-01 20:50:41.000,1.0,True,,stellar/django-polaris,,https://github.com/stellar/django-polaris,Apache-2.0,2.1.2,16.0,,,,,,13125.0,,,,,,,,,,,,django-polaris,,https://pypi.org/project/django-polaris,2021-12-01 20:46:26.000,,644.0,,,,,
768,,eth,py-geth,https://github.com/ethereum/py-geth,Python wrapping for running Go-Ethereum as a subprocess.,others,23,False,241.0,27.0,71.0,19603.0,42.0,14.0,38.0,72.0,7.0,10.0,363.0,12.0,2016-06-28 17:26:30.000,2022-01-06 20:24:11.000,2022-01-06 20:24:11.000,2021-12-01 21:59:39.000,1.0,True,,ethereum/py-geth,,https://github.com/ethereum/py-geth,MIT,3.7.0,258.0,,,,,,,,,,,,,,,,,,py-geth,,https://pypi.org/project/py-geth,2021-12-01 21:59:39.000,105.0,19603.0,,,,,
769,,hbar,hedera-mirror-node,https://github.com/hashgraph/hedera-mirror-node,Hedera Mirror Node mirrors data from Hedera nodes and serves it via an API.,others,23,False,2206.0,281.0,70.0,235.0,51.0,19.0,128.0,2180.0,131.0,766.0,,23.0,2019-07-17 10:04:38.000,2022-01-07 22:49:02.000,2022-01-07 22:42:11.000,2021-12-28 16:45:44.000,1.0,True,,hashgraph/hedera-mirror-node,,https://github.com/hashgraph/hedera-mirror-node,Apache-2.0,0.47.0,,,,,github.com/hashgraph/hedera-mirror-node/hedera-mirror-rosetta,,2828.0,,,https://pkg.go.dev/github.com/hashgraph/hedera-mirror-node/hedera-mirror-rosetta,2021-04-23 23:12:50.000,,,,,,,,,,,,,,,,,,
770,,erowan,sifnode,https://github.com/Sifchain/sifnode,SifNode - The future of Defi.,others,23,False,5815.0,558.0,69.0,695.0,84.0,33.0,125.0,1881.0,140.0,331.0,,65.0,2020-09-15 21:49:17.000,2022-01-08 18:00:33.000,2022-01-06 21:08:04.000,2021-11-19 04:12:01.241,1.0,True,,Sifchain/sifnode,,https://github.com/Sifchain/sifnode,Apache-2.0,v0.9.14,,,,,github.com/Sifchain/sifnode,,7652.0,,,https://pkg.go.dev/github.com/Sifchain/sifnode,2022-01-06 09:42:00.638,,,,,,,,,,,,,,,,,,
771,,snx,synthetix-js,https://github.com/Synthetixio/synthetix-js,[deprecated] Please use https://github.com/Synthetixio/js-monorepo/tree/master/packages/contracts-interface.,others,23,False,1145.0,46.0,63.0,4977.0,44.0,21.0,325.0,60.0,7.0,2.0,73.0,13.0,2018-08-28 01:53:41.000,2021-12-15 23:24:21.000,2021-12-15 23:22:53.000,2021-12-15 23:22:55.859,1.0,True,,Synthetixio/synthetix-js,synthetix-js,https://github.com/Synthetixio/synthetix-js,MIT,2.56.1,69.0,https://www.npmjs.com/package/synthetix-js,2021-12-15 23:22:55.859,4977.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,
772,,xdata,network-monorepo,https://github.com/streamr-dev/network-monorepo,A monorepo containing all the main components of Streamr Network.,others,23,False,5142.0,342.0,34.0,2182.0,9.0,3.0,156.0,338.0,21.0,4.0,25.0,29.0,2021-04-07 18:23:22.000,2022-01-07 15:11:25.000,2022-01-04 16:55:32.000,2021-11-30 11:35:05.277,1.0,True,,streamr-dev/network-monorepo,streamr-client,https://github.com/streamr-dev/network-monorepo,Apache-2.0,5.5.7,5.0,https://www.npmjs.com/package/streamr-client,2021-12-27 14:46:41.925,2182.0,,,,,,,,,,,,,,,,,,,,,,,,20.0,
773,,eth,wiki,https://github.com/ethereum/wiki,The Ethereum Wiki.,others,22,True,3258.0,,14114.0,,2513.0,1262.0,,100.0,34.0,309.0,,203.0,2014-02-14 23:05:17.000,2021-12-26 23:04:05.000,2021-09-04 17:02:34.000,,2.0,True,,ethereum/wiki,,https://github.com/ethereum/wiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,,ada,cardano-sl,https://github.com/input-output-hk/cardano-sl,Cryptographic currency implementing Ouroboros PoS protocol.,others,22,False,17004.0,,3740.0,,593.0,458.0,19.0,3434.0,189.0,665.0,,115.0,2016-10-14 13:44:38.000,2020-07-30 15:22:04.000,2020-06-25 09:44:17.000,2019-12-03 14:51:29.000,2.0,True,,input-output-hk/cardano-sl,,https://github.com/input-output-hk/cardano-sl,Apache-2.0,3.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,,lbc,lbrycrd,https://github.com/lbryio/lbrycrd,The blockchain that provides the digital content namespace for the LBRY protocol.,others,22,True,18248.0,2.0,2746.0,489.0,155.0,53.0,32.0,239.0,24.0,145.0,,717.0,2015-08-20 15:56:35.000,2021-11-26 23:37:08.000,2021-11-26 23:37:08.000,2021-05-01 00:32:47.000,2.0,True,,lbryio/lbrycrd,,https://github.com/lbryio/lbrycrd,MIT,0.17.3.3,,,,,,,36205.0,,,,,,,,,,,,,,,,,,,,,,
776,,miota,legacy-wallet-use-trinity-wallet-instead,https://github.com/iotaledger/legacy-wallet-use-trinity-wallet-instead,IOTA Wallet.,others,22,False,412.0,,2120.0,17715.0,390.0,259.0,32.0,85.0,547.0,633.0,,12.0,2016-07-20 15:44:50.000,2021-02-25 15:21:34.000,2018-10-08 11:53:14.000,2018-01-29 00:05:13.000,2.0,True,,iotaledger/legacy-wallet-use-trinity-wallet-instead,,https://github.com/iotaledger/legacy-wallet-use-trinity-wallet-instead,GPL-3.0,2.5.7,,,,,,,1151511.0,,,,,,,,,,,,,,,,,,,,,,
777,,chn,chain,https://github.com/chain/chain,Chain Core - Open Source Ledger-as-a-Service.,others,22,True,3359.0,,1726.0,22.0,348.0,164.0,32.0,1374.0,1.0,121.0,26.0,27.0,2016-10-24 01:12:26.000,2022-01-04 16:36:27.000,2021-05-13 19:02:49.000,2017-11-30 22:56:19.000,2.0,True,,chain/chain,chain-sdk,https://github.com/chain/chain,AGPL-3.0,chain-core-server-1.2.5,15.0,https://www.npmjs.com/package/chain-sdk,2017-05-12 23:48:18.012,22.0,,com.chain:sequence-sdk,,https://search.maven.org/artifact/com.chain/sequence-sdk,2017-09-18 00:00:00.000,,,,,,,,,,,,,,,,,,,11.0,
778,,grt,graph-node,https://github.com/graphprotocol/graph-node,Graph Node indexes data from blockchains such as Ethereum and serves it over GraphQL.,others,22,True,5151.0,187.0,1581.0,14.0,382.0,80.0,38.0,1991.0,185.0,937.0,,57.0,2018-04-19 07:13:50.000,2022-01-07 21:37:20.000,2022-01-07 20:25:00.000,2021-11-30 18:36:16.000,2.0,True,,graphprotocol/graph-node,,https://github.com/graphprotocol/graph-node,,0.25.0,,,,,,,585.0,,,,,,,,,,,,,,,,,,,,,,
779,,cake,pancake-frontend,https://github.com/pancakeswap/pancake-frontend,"Pancake main features (farms, pools, IFO, lottery, profiles).",others,22,True,2493.0,366.0,1388.0,,1984.0,71.0,,2713.0,40.0,278.0,,68.0,2020-09-14 05:26:25.000,2022-01-07 23:26:13.000,2022-01-07 08:46:30.000,,2.0,True,,pancakeswap/pancake-frontend,,https://github.com/pancakeswap/pancake-frontend,GPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,,miota,iri,https://github.com/iotaledger/iri,IOTA Reference Implementation.,others,22,False,2701.0,,1179.0,6922.0,397.0,134.0,62.0,754.0,384.0,669.0,,72.0,2016-10-24 22:06:06.000,2020-08-18 11:14:04.000,2020-08-18 11:14:03.000,2020-05-27 12:36:06.000,2.0,True,,iotaledger/iri,,https://github.com/iotaledger/iri,GPL-3.0,1.8.6-RELEASE,,,,,,,429205.0,,,,,,,,,,,,,,,,,,,,,,
781,,zil,Zilliqa,https://github.com/Zilliqa/Zilliqa,Zilliqa is the worlds first high-throughput public blockchain platform - designed to scale to thousands of..,others,22,True,9189.0,20.0,1061.0,,242.0,120.0,100.0,2412.0,114.0,262.0,,60.0,2017-12-27 07:42:33.000,2022-01-07 05:03:41.000,2021-11-30 03:22:41.000,2021-09-06 10:34:01.000,2.0,True,,Zilliqa/Zilliqa,,https://github.com/Zilliqa/Zilliqa,GPL-3.0,8.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,,xlm,kelp,https://github.com/stellar/kelp,Kelp is a free and open-source trading bot for the Stellar DEX and 100+ centralized exchanges.,others,22,True,833.0,8.0,829.0,1865.0,185.0,53.0,28.0,315.0,160.0,289.0,,15.0,2018-08-08 23:31:18.000,2021-11-26 23:52:55.000,2021-11-26 23:51:20.000,2021-11-05 20:56:13.000,2.0,True,,stellar/kelp,,https://github.com/stellar/kelp,Apache-2.0,1.12.0,,,,,github.com/lightyeario/kelp,,76496.0,,,https://pkg.go.dev/github.com/lightyeario/kelp,2021-11-26 23:51:20.000,,,,,,,,,,,,,,,,,,
783,,vet,thor,https://github.com/vechain/thor,A general purpose blockchain highly compatible with Ethereums ecosystem.,others,22,True,3021.0,22.0,725.0,,202.0,158.0,30.0,402.0,14.0,87.0,9.0,21.0,2018-06-08 06:01:09.000,2022-01-07 08:50:37.000,2021-12-28 15:43:11.000,2021-10-29 09:17:56.000,2.0,True,,vechain/thor,,https://github.com/vechain/thor,LGPL-3.0,1.6.0,9.0,,,,github.com/vechain/thor,,,,,https://pkg.go.dev/github.com/vechain/thor,2021-10-29 08:57:42.000,,,,,,,,,,,,,,,,,,
784,,lon,token-profile,https://github.com/consenlabs/token-profile,Blockchain coin and token profile collection.,others,22,True,5484.0,41.0,607.0,,3501.0,104.0,,6403.0,2.0,615.0,,1650.0,2018-04-13 03:56:46.000,2022-01-06 13:07:12.000,2021-12-29 07:09:44.000,,2.0,True,,consenlabs/token-profile,,https://github.com/consenlabs/token-profile,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,,sol,wallet-adapter,https://github.com/solana-labs/wallet-adapter,Modular TypeScript wallet adapters and components for Solana applications.,others,22,True,849.0,401.0,450.0,,229.0,26.0,,131.0,13.0,107.0,83.0,39.0,2021-03-26 14:37:54.000,2022-01-08 16:16:09.000,2022-01-08 16:16:09.000,,2.0,True,,solana-labs/wallet-adapter,,https://github.com/solana-labs/wallet-adapter,Apache-2.0,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,,xin,android-app,https://github.com/MixinNetwork/android-app,"Android private messenger, crypto wallet and light node to the Mixin Network.",others,22,True,7655.0,230.0,373.0,475.0,76.0,22.0,100.0,2691.0,42.0,36.0,,12.0,2018-04-27 04:33:24.000,2022-01-08 10:54:47.000,2022-01-07 06:20:47.000,2022-01-06 05:28:20.000,2.0,True,,MixinNetwork/android-app,,https://github.com/MixinNetwork/android-app,GPL-3.0,0.33.13,,,,,,,12833.0,,,,,,,,,,,,,,,,,,,,,,
787,,vtc,vertcoin-core,https://github.com/vertcoin-project/vertcoin-core,A digital currency with mining decentralisation and ASIC resistance as a key focus.,others,22,True,27091.0,,331.0,5792.0,120.0,90.0,25.0,86.0,16.0,63.0,,945.0,2017-02-07 21:38:35.000,2021-06-20 23:18:16.000,2021-06-20 23:16:51.000,2021-01-09 00:01:58.000,2.0,True,,vertcoin-project/vertcoin-core,,https://github.com/vertcoin-project/vertcoin-core,MIT,0.17.1,,,,,,,341754.0,,,,,,,,,,,,,,,,,,,,,,
788,,vtc,vertcoin-project/vertcoin-core,https://github.com/vertcoin-project/vertcoin-core,A digital currency with mining decentralisation and ASIC resistance as a key focus.,others,22,True,27091.0,,331.0,5792.0,120.0,90.0,25.0,86.0,16.0,63.0,,945.0,2017-02-07 21:38:35.000,2021-06-20 23:18:16.000,2021-06-20 23:16:51.000,2021-01-09 00:01:58.000,2.0,True,,vertcoin-project/vertcoin-core,,https://github.com/vertcoin-project/vertcoin-core,MIT,0.17.1,,,,,,,341754.0,,,,,,,,,,,,,,,,,,,,,,
789,,kava,kava,https://github.com/Kava-Labs/kava,DeFi for Crypto.,others,22,True,1031.0,29.0,318.0,,228.0,33.0,129.0,981.0,39.0,100.0,40.0,27.0,2018-05-19 21:55:49.000,2022-01-08 01:59:35.000,2022-01-08 01:59:34.000,2021-11-18 17:19:48.000,2.0,True,,Kava-Labs/kava,,https://github.com/Kava-Labs/kava,Apache-2.0,0.15.2,30.0,,,,github.com/kava-labs/kava,,,,,https://pkg.go.dev/github.com/kava-labs/kava,2022-01-07 14:37:18.000,10.0,,,,,,,,,,,,,,,,,
790,,rdd,reddcoin,https://github.com/reddcoin-project/reddcoin,Reddcoin: the digital social currency.,others,22,False,11025.0,,282.0,5362.0,114.0,135.0,25.0,32.0,51.0,104.0,,350.0,2014-03-18 20:29:50.000,2020-09-23 21:06:58.000,2020-07-14 01:21:05.000,2020-09-23 22:05:38.000,2.0,True,,reddcoin-project/reddcoin,,https://github.com/reddcoin-project/reddcoin,MIT,3.10.3,,,,,,,504040.0,,,,,,,,,,,,,,,,,,,,,,
791,,bnb,javascript-sdk,https://github.com/binance-chain/javascript-sdk,Javascript SDK to communicate with Binance Chain.,others,22,True,446.0,,263.0,,143.0,28.0,21.0,183.0,44.0,114.0,360.0,28.0,2018-08-30 09:38:20.000,2021-12-27 16:18:48.000,2021-08-31 03:19:11.000,2021-08-31 03:37:07.000,2.0,True,,binance-chain/javascript-sdk,,https://github.com/binance-chain/javascript-sdk,Apache-2.0,4.2.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,,bch,bchd,https://github.com/gcash/bchd,An alternative full node bitcoin cash implementation written in Go (golang).,others,22,True,4384.0,,246.0,298.0,93.0,21.0,33.0,324.0,27.0,142.0,161.0,128.0,2018-09-13 00:25:36.000,2021-09-02 19:47:41.000,2021-09-02 19:47:41.000,2021-05-24 11:36:03.000,2.0,True,,gcash/bchd,,https://github.com/gcash/bchd,ISC,0.18.1,135.0,,,,github.com/gcash/bchd,,11356.0,,,https://pkg.go.dev/github.com/gcash/bchd,2021-09-02 19:47:41.000,26.0,,,,,,,,,,,,,,,,,
