,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,labels,trending,new_addition,github_id,maven_id,npm_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,go_id,github_release_downloads,go_url,go_latest_release_published_at,go_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,maven_dependent_project_count,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads
250,True,pnk,PNK - Kleros,https://github.com/kleros,"Blockchain Dispute Resolution Layer that provides fast, secure and affordable arbitration for virtually everything.",others,19,True,1831.0,4.0,247.0,254.0,102.0,32.0,23.0,399.0,29.0,136.0,118.0,41.0,2017-07-26 12:43:16.000,2021-12-07 15:38:37.000,2021-12-07 15:37:57.000,2020-05-10 20:55:49.922,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,True,pha,PHA - Phala Network,https://github.com/Phala-Network,No description.,web3,19,True,2597.0,316.0,236.0,300.0,103.0,30.0,2.0,436.0,51.0,131.0,,23.0,2020-01-08 02:14:13.000,2022-01-12 10:38:06.000,2022-01-06 21:40:03.000,2020-07-19 18:11:57.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,True,sov,SOV - Sovryn,https://github.com/DistributedCollective,X16r GPU minable crypto with masternodes. Premine: 850 000 SOV.,others,19,False,4364.0,378.0,127.0,30.0,69.0,35.0,91.0,1421.0,178.0,884.0,,51.0,2020-08-10 09:08:01.000,2022-01-12 13:52:33.000,2022-01-12 12:08:22.000,2022-01-12 11:29:45.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,True,dag,DAG - Constellation,https://github.com/Constellation-Labs,"Constellation Labs aim to compete in the next generation of network, post what we know as blockchain now the DAG era...",cryptocurrency,19,False,1719.0,24.0,125.0,3070.0,30.0,42.0,100.0,994.0,145.0,486.0,,24.0,2017-12-05 23:29:26.000,2022-01-03 17:11:11.000,2022-01-03 17:02:49.000,2022-01-03 17:23:00.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,True,html,HTML - HTMLCOIN,https://github.com/HTMLCOIN,The HTMLCOIN Foundation drives innovation by empowering users to deliver amazing blockchain applications. Based on..,metaverse,19,False,25013.0,3.0,119.0,4860.0,80.0,53.0,22.0,29.0,8.0,69.0,,856.0,2014-09-25 15:37:00.000,2022-01-03 15:35:25.000,2021-11-24 09:39:13.000,2021-11-24 09:40:18.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,True,xcash,XCASH - X-CASH,https://github.com/X-CASH-official,Community driven project providing the toolbox for the next stage of the web. The open-source X-Cash Project is..,defi,19,False,8583.0,18.0,117.0,3246.0,37.0,38.0,16.0,44.0,6.0,39.0,,236.0,2018-07-20 23:14:51.000,2022-01-08 17:21:08.000,2021-12-09 18:12:21.000,2021-03-26 13:41:46.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,True,dock,DOCK - Dock,https://github.com/docknetwork,Special purpose decentralized data exchange protocol. This protocol is intended to incentivize the exchange of work..,web3,19,False,1829.0,53.0,116.0,1048.0,29.0,23.0,83.0,312.0,36.0,50.0,17.0,17.0,2020-03-02 20:44:57.000,2022-01-07 18:30:41.000,2022-01-07 18:29:01.000,2022-01-05 00:04:33.761,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,True,dev,DEV - Dev Protocol,https://github.com/dev-protocol,Well decentralized network of Masternodes without superfluous control and intermediaries/gatekeepers with more than..,others,19,False,4583.0,435.0,106.0,858.0,30.0,17.0,9.0,2822.0,48.0,260.0,9.0,33.0,2019-04-25 05:49:03.000,2022-01-12 14:35:17.000,2022-01-12 13:31:40.000,2021-07-30 04:45:12.964,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,True,divx,DIVX - Divi Exchange Token,https://github.com/diviproject,The Divi Project is built on a new custom blockchain that stores names and metadata along with transactions. Because..,exchange-tokens,19,False,4461.0,303.0,67.0,300.0,45.0,32.0,17.0,86.0,13.0,135.0,,26.0,2018-01-24 18:34:01.000,2021-12-24 18:07:58.000,2021-12-22 22:59:59.000,2021-08-06 06:21:03.000,3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,True,ain,AIN - AI Network,https://github.com/ainblockchain,"AINORI develops various platforms such as Mining, Staking, Yield Farming, Binary Options, etc. called MyCoinGet...",others,19,False,4943.0,1422.0,49.0,,28.0,21.0,29.0,633.0,23.0,255.0,,32.0,2020-05-27 06:37:30.000,2022-01-12 12:07:00.000,2022-01-12 09:36:46.000,2022-01-12 09:40:28.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,True,phr,PHR - Phore,https://github.com/phoreproject,"Phore Blockchain enables the transfer of value (currency: Phore) across an accessible, standardized ecosystem that is..",privacy-coins,19,False,11830.0,14.0,44.0,1474.0,66.0,18.0,25.0,145.0,25.0,27.0,,394.0,2018-01-19 17:55:59.000,2021-11-17 14:26:55.000,2021-10-26 01:44:25.000,2021-10-26 17:29:10.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,True,grs,GRS - Groestlcoin,https://github.com/Groestlcoin,"Cryptocoin, that is optionally private. Anyone can mine it effectively, with GPU.",privacy-coins,19,False,34069.0,1145.0,40.0,472.0,18.0,15.0,11.0,25.0,1.0,18.0,,1046.0,2015-07-17 15:10:36.000,2022-01-10 10:15:39.000,2022-01-10 10:14:57.000,2021-09-11 07:45:25.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,True,perl,PERL - PERL.eco,https://github.com/perlin-network,"A high-throughput, DAG-based protocol capable of powering any application.",smart-contract-platform,18,False,1128.0,,3359.0,,304.0,134.0,8.0,254.0,50.0,112.0,112.0,29.0,2018-06-13 14:00:42.000,2021-06-01 05:23:52.122,2020-03-30 14:06:01.000,2020-03-30 14:07:44.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,True,ubi,UBI - Universal Basic Income,https://github.com/DemocracyEarth,"First application to be built on top of the Proof of Humanity registry, an anti-Sybil attack tool designed by Kleros...",others,18,True,5968.0,7.0,2221.0,,422.0,219.0,52.0,632.0,160.0,331.0,,118.0,2015-12-24 06:22:20.000,2022-01-07 15:34:02.000,2022-01-07 14:41:54.000,2021-02-24 17:17:54.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,True,1inch,1INCH - 1inch,https://github.com/1inch,No description.,amm,18,True,2388.0,151.0,1457.0,,600.0,155.0,,334.0,134.0,122.0,,87.0,2018-11-05 05:41:50.000,2021-12-28 09:26:48.000,2021-12-28 09:26:45.000,,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,True,torn,TORN - Tornado Cash,https://github.com/tornadocash,No description.,defi,18,True,731.0,40.0,820.0,348.0,296.0,63.0,20.0,137.0,36.0,55.0,,25.0,2019-07-09 13:07:46.000,2022-01-12 14:31:07.000,2022-01-11 10:22:06.000,2021-12-07 19:30:08.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,True,adm,ADM - ADAMANT Messenger,https://github.com/adamant-im,"Decentralized anonymous messenger based on the blockchain system. Its independent of any governments or corporations,..",others,18,True,5850.0,44.0,757.0,226.0,100.0,66.0,67.0,456.0,8.0,20.0,1.0,61.0,2017-09-21 08:25:56.000,2021-12-22 06:06:21.000,2021-11-24 13:10:42.000,2021-11-24 13:11:19.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,True,theta,THETA - Theta Network,https://github.com/thetatoken,"Decentralized video delivery network, powered by users and an innovative new blockchain.",metaverse,18,True,3256.0,71.0,609.0,,148.0,161.0,26.0,189.0,211.0,65.0,,31.0,2018-03-05 18:39:22.000,2022-01-12 02:26:12.000,2022-01-12 00:49:57.000,2021-11-22 01:23:13.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,True,king,KING - CryptoBlades Kingdoms,https://github.com/cryptoblades,No description.,metaverse,18,True,3003.0,834.0,544.0,,239.0,72.0,,572.0,90.0,348.0,,54.0,2021-03-02 21:05:24.000,2022-01-12 13:49:22.000,2022-01-11 18:21:43.000,,2,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,True,oxt,OXT - Orchid Protocol,https://github.com/OrchidTechnologies,"Decentralized, open-source technology for an Internet free from surveillance and censorship.",web3,18,True,3518.0,106.0,498.0,406.0,68.0,57.0,31.0,55.0,8.0,47.0,,18.0,2019-08-20 17:04:55.000,2022-01-11 21:51:39.000,2022-01-11 20:49:44.000,2021-11-13 05:14:41.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,True,gxc,GXC - GXChain,https://github.com/gxchain,Blockchain-based decentralized data exchange designed to set up a bridge between data sources released on different..,web3,18,True,3146.0,23.0,467.0,798.0,193.0,94.0,38.0,229.0,23.0,110.0,,59.0,2017-07-25 08:49:02.000,2021-12-13 09:46:44.000,2021-12-13 09:42:17.000,2020-12-17 01:33:13.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,True,appc,APPC - AppCoins,https://github.com/Aptoide,AppCoin tokens (APPC Tokens) are ERC-20 compatible tokens distributed on the Ethereum blockchain pursuant to a related..,others,18,True,28390.0,,426.0,120.0,164.0,148.0,132.0,2469.0,132.0,58.0,,84.0,2016-04-15 00:32:20.000,2022-01-05 18:31:27.000,2021-10-13 08:07:03.000,2021-11-22 13:13:16.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,True,enj,ENJ - Enjin Coin,https://github.com/enjin,"Enjin is introducing Enjin Coin (ENJ), a new ERC20 token that gives communities, content creators, game servers and..",metaverse,18,True,1392.0,9.0,411.0,204.0,195.0,70.0,19.0,197.0,17.0,33.0,,27.0,2017-11-01 21:28:09.000,2022-01-12 00:44:24.000,2022-01-12 00:44:23.000,2021-10-15 18:22:57.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,True,bat,BAT - Basic Attention Token,https://github.com/brave-intl,Basic Attention Token radically improves the efficiency of digital advertising by creating a new token that can be..,defi,18,True,4540.0,58.0,293.0,12.0,103.0,69.0,23.0,2942.0,155.0,1484.0,,53.0,2016-09-30 04:47:29.000,2022-01-11 23:16:49.000,2022-01-11 23:15:46.000,2019-10-25 22:01:00.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,True,nex,NEX - Nash,https://github.com/nash-io,"Nash lets you transfer assets securely without trusting third parties. We make decentralized finance fast, simple and..",exchange-tokens,18,True,549.0,44.0,282.0,81.33333333333333,83.0,48.0,3.0,142.0,33.0,70.0,6.0,24.0,2017-12-12 00:14:41.000,2021-12-18 17:59:18.000,2021-11-29 18:49:18.000,2021-11-29 16:57:12.031,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,True,ablock,ABLOCK - ANY Blocknet,https://github.com/BlocknetDX,No description.,others,18,True,21657.0,,256.0,6258.0,111.0,53.0,122.0,860.0,56.0,11.0,,767.0,2017-07-20 16:55:22.000,2021-12-23 16:11:49.000,2021-09-20 15:38:17.000,2021-07-21 13:17:34.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,True,iov,IOV - Starname,https://github.com/iov-one,Vertical application of blockchain technology in the field of automotive social network . CarLive Chain is committed..,others,18,False,5836.0,,199.0,344.0,18.0,46.0,69.0,976.0,38.0,444.0,70.0,29.0,2018-04-17 18:46:16.000,2021-09-01 00:52:15.000,2020-09-14 08:09:52.000,2020-06-04 18:07:56.691,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,True,zcl,ZCL - Zclassic,https://github.com/ZClassicCommunity,"Fork of Zcash, developer decided to take another path by removing the 20% fee. Miners are simply earning their fair..",privacy-coins,18,True,11188.0,,197.0,4766.0,93.0,63.0,12.0,76.0,28.0,102.0,,464.0,2016-11-05 03:22:38.000,2021-02-14 21:00:09.000,2021-02-14 21:00:09.000,2018-09-16 17:58:48.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,True,fevr,FEVR - RealFevr,https://github.com/bepronetwork,"Portuguese Fantasy Leagues startup RealFevr, the official partner of Liga Portugal and the Portuguese Football..",metaverse,18,True,458.0,50.0,192.0,76.0,353.0,21.0,20.0,96.0,3229.0,22.0,8.0,13.0,2020-12-20 23:09:24.000,2022-01-11 18:05:22.000,2021-12-20 18:29:59.000,2021-08-06 12:35:54.649,2,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,True,psp,PSP - ParaSwap,https://github.com/paraswap,Governance token for ParaSwap with the aim toprovide a decentralized exchange aggregator that is decentralized and..,exchange-tokens,18,True,546.0,,183.0,9146.0,76.0,30.0,122.0,87.0,9.0,4.0,79.0,19.0,2019-10-08 13:28:44.000,2021-09-21 13:45:05.000,2021-09-10 14:28:21.000,2021-09-10 14:28:59.196,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,True,edg,EDG - Edgeware,https://github.com/hicommonwealth,The Ethereum smart contract-based Casino offers a 0% house edge and solves the casino transparency question once and..,smart-contract-platform,18,True,2660.0,134.0,156.0,22.0,59.0,18.0,29.0,1035.0,276.0,692.0,,39.0,2018-12-05 21:07:17.000,2022-01-12 10:24:56.000,2022-01-12 02:11:38.000,2021-09-28 02:38:38.000,3,['dot'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,True,dia,DIA - DIA,https://github.com/diadata-org,"DIA (Decentralised Information Asset) is an open-source, data and oracle platform for the DeFi ecosystem. DIA..",defi,18,True,1523.0,54.0,152.0,,87.0,24.0,405.0,295.0,49.0,186.0,,39.0,2018-08-08 13:21:11.000,2022-01-12 13:23:52.000,2022-01-10 16:21:55.000,2021-12-16 11:06:53.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,True,hny,HNY - Honey,https://github.com/1hive,Governance token issued by 1hive (the team behind Honeyswap.org). Honeyswap is a fork of Uniswap on the xDAI chain.,exchange-tokens,18,False,2937.0,596.0,122.0,76.0,65.0,21.0,8.0,685.0,37.0,187.0,,43.0,2019-08-25 02:05:16.000,2022-01-12 13:11:32.000,2022-01-09 16:55:42.000,2020-10-21 23:59:39.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,True,jbx,JBX - JBOX,https://github.com/jbx-protocol,Our vision is to be the company that decentralizes the video market using Block Chain Technology that targets..,others,18,False,1990.0,533.0,118.0,454.0,58.0,9.0,4.0,237.0,49.0,127.0,,29.0,2021-01-26 02:37:46.000,2022-01-12 12:25:21.000,2022-01-11 21:40:55.000,2021-11-16 03:28:49.176,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,True,emc,EMC - EmerCoin,https://github.com/emercoin,"Open-source cryptocurrency which originated from Bitcoin, Peercoin and Namecoin. Other than being a cryptocurrency, it..",others,18,False,23833.0,10.0,114.0,74.0,37.0,37.0,5.0,37.0,14.0,56.0,,830.0,2016-02-20 20:14:54.000,2022-01-02 20:17:11.000,2021-11-09 05:28:23.000,2022-01-03 02:54:06.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,True,rmrk,RMRK - RMRK,https://github.com/rmrk-team,"Most advanced nft system in the world, adding eternal liquidity and multi chain forward compatibility to all NFT..",metaverse,18,False,2240.0,34.0,105.0,3506.0,37.0,27.0,136.0,74.0,25.0,19.0,21.0,10.0,2020-08-26 13:32:37.000,2022-01-10 17:22:46.000,2022-01-10 14:06:40.000,2022-01-10 17:20:38.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,True,clo,CLO - Callisto Network,https://github.com/ethereumcommonwealth,"Blockchain platform with its own cryptocurrency (CLO) that is based on Ethereum protocol, so any Callisto improvements..",cryptocurrency,18,False,12041.0,,103.0,346.0,50.0,30.0,11.0,19.0,124.0,503.0,,525.0,2017-10-09 03:46:16.000,2022-01-05 04:28:12.000,2021-09-02 07:59:33.000,2021-05-25 01:58:33.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,True,apl,APL - Apollo,https://github.com/ApolloFoundation,"Utilizing a community of world-class developers, managers, marketers and researchers, the Apollo community, backed by..",privacy-coins,18,False,8454.0,168.0,93.0,2854.0,36.0,39.0,54.0,1201.0,2.0,2.0,,47.0,2018-02-22 03:39:12.000,2021-12-29 15:53:36.000,2021-12-22 13:32:32.000,2021-12-23 18:13:06.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,True,ubq,UBQ - Ubiq,https://github.com/ubiq,Decentralized platform which allows the creation and implementation of smart contracts and decentralized applications...,smart-contract-platform,18,False,13401.0,115.0,82.0,580.0,19.0,19.0,41.0,14.0,1.0,11.0,7.0,659.0,2016-11-19 03:00:31.000,2022-01-05 19:04:26.000,2021-12-21 23:05:21.000,2021-12-22 00:04:15.000,3,['matic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,True,tft,TFT - ThreeFold Token,https://github.com/threefoldtech,"What is ThreeFold (TFT)? Founded in 2016, ThreeFold is a fully comprehensive peer-to-peer Internet and Cloud stack..",web3,18,False,2848.0,151.0,81.0,4.0,18.0,58.0,188.0,852.0,96.0,703.0,25.0,32.0,2018-01-31 15:10:54.000,2022-01-12 09:11:13.000,2022-01-11 13:48:28.000,2022-01-11 14:16:45.000,3,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,True,grft,GRFT - Graft Blockchain,https://github.com/graft-project,Accept cryptocurrency at the Point of Sale Merchants are rushing to accept cryptocurrency as a way to combat high..,others,18,False,8140.0,,79.0,462.0,40.0,46.0,21.0,274.0,43.0,54.0,,248.0,2017-08-02 11:36:18.000,2021-12-20 16:26:23.000,2021-08-11 16:32:41.000,2021-08-11 17:42:01.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,True,dyn,DYN - Dynamic,https://github.com/duality-solutions,"Dynamic enables fast, secure, verifiable transfers of data using blockchain technology. Enabling third-party..",others,18,False,17262.0,,59.0,486.0,22.0,40.0,29.0,394.0,15.0,67.0,,480.0,2016-11-21 22:15:19.000,2021-12-20 09:06:44.000,2021-08-06 02:34:05.000,2021-08-06 03:00:10.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,True,key,KEY - SelfKey,https://github.com/SelfKeyFoundation,Blockchain based identity network that allows individuals and companies to truly own and control their digital..,others,18,False,5953.0,5.0,49.0,6038.0,21.0,28.0,42.0,1494.0,171.0,976.0,,24.0,2017-10-03 14:57:43.000,2021-11-26 16:24:58.000,2021-11-26 11:29:18.000,2021-11-26 15:38:55.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,True,brd,BRD - Bread,https://github.com/breadwallet,"BRD tokens will unlock a long list of perks for users of the BRD platform. Token holders will enjoy discounts,..",exchange-tokens,17,True,21274.0,,1297.0,,875.0,138.0,,572.0,88.0,236.0,,104.0,2015-06-16 01:22:12.000,2021-11-07 18:38:17.000,2021-09-30 18:02:32.000,,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,True,dero,DERO - Dero,https://github.com/deroproject,"New, experimental blockchain technology written in Golang with a focus on enhanced Privacy and Smart Contracts while..",privacy-coins,17,True,135.0,26.0,746.0,1722.0,126.0,85.0,51.0,8.0,23.0,33.0,4.0,6.0,2018-01-18 09:44:34.000,2022-01-06 04:15:01.000,2022-01-06 04:11:51.000,2022-01-06 04:15:01.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,True,knc,KNC - Kyber Network Crystal,https://github.com/kybernetwork,"Kyber Network is on-chain, instant and liquid platform for exchange and payment service The next generation of..",exchange-tokens,17,True,7550.0,,708.0,,271.0,91.0,33.0,2443.0,58.0,287.0,11.0,47.0,2017-07-02 08:39:01.000,2021-09-10 16:58:33.000,2021-04-09 09:41:00.000,2020-08-28 07:54:44.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,True,xcp,XCP - Counterparty,https://github.com/CounterpartyXCP,"Counterparty extends Bitcoins functionality by writing in the margins of regular Bitcoin transactions, opening the..",smart-contract-platform,17,True,6022.0,8.0,477.0,,435.0,126.0,32.0,936.0,311.0,1004.0,,112.0,2013-12-15 11:44:46.000,2022-01-01 18:12:31.000,2022-01-01 18:12:31.000,2021-09-01 01:46:21.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,True,node,NODE - DAppNode,https://github.com/dappnode,The DAppNode DAO will be an inclusive hub in which DAppNodes community will carry on its mission to keep the web..,others,17,True,255.0,3.0,394.0,1212.0,41.0,44.0,38.0,55.0,64.0,247.0,,12.0,2018-02-27 18:59:48.000,2022-01-06 11:44:52.000,2021-11-11 10:16:04.000,2021-11-23 14:20:43.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,True,xdag,XDAG - Dagger,https://github.com/XDagger,Novel application of Directed Acyclic Graph (DAG) technology that solves the issues currently facing blockchain..,cryptocurrency,17,True,2266.0,26.0,376.0,10.0,174.0,89.0,15.0,503.0,49.0,113.0,,57.0,2018-01-17 23:55:56.000,2022-01-10 06:16:01.000,2022-01-07 14:37:06.000,2021-08-31 10:07:42.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,True,tru,TRU - TrueFi,https://github.com/trusttoken,DeFiuncollateralized lending protocol developed by the TrustToken team. Lenders can borrow cryptocurrencies with..,defi,17,True,1467.0,69.0,256.0,,85.0,33.0,3.0,1131.0,,26.0,,25.0,2017-12-26 05:27:49.000,2021-12-29 23:45:34.000,2021-12-10 16:46:45.000,2021-09-02 23:12:58.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,True,aergo,AERGO - Aergo,https://github.com/aergoio,Open platform that allows businesses to build innovative applications and services by sharing data on a trustless and..,smart-contract-platform,17,True,3234.0,,245.0,102.0,42.0,40.0,61.0,102.0,23.0,25.0,4.0,25.0,2018-07-31 00:51:43.000,2021-11-24 06:23:56.000,2021-10-06 12:48:13.000,2021-10-06 13:02:20.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,True,qkc,QKC - QuarkChain,https://github.com/QuarkChain,Quarkchain wants to build a high throughput P2P network for everyday use. Quarkchain team have more than 96% of token..,exchange-tokens,17,True,2147.0,13.0,239.0,6.0,147.0,56.0,38.0,1223.0,67.0,303.0,2.0,33.0,2018-08-02 23:28:47.000,2021-12-16 08:13:59.000,2021-12-16 08:13:59.000,2021-11-19 04:31:52.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,True,blt,BLT - Blocto Token,https://github.com/portto,"Cross-chain, integrated smart contract wallet service designed for both developers and users. In the vision we would..",metaverse,17,True,443.0,97.0,170.0,,45.0,28.0,58.0,42.0,8.0,21.0,37.0,9.0,2020-05-14 05:45:22.000,2022-01-12 13:21:03.000,2022-01-06 01:26:19.000,2021-12-09 01:53:05.000,3,['sol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,True,any,ANY - Anyswap,https://github.com/anyswap,"Fully decentralized cross chain swap protocol, based on Fusion DCRM technology, with automated pricing and liquidity..",exchange-tokens,17,True,1961.0,46.0,167.0,,106.0,19.0,32.0,24.0,9.0,6.0,16.0,58.0,2020-06-22 04:10:51.000,2022-01-09 08:24:45.000,2022-01-07 09:35:57.000,2021-09-15 22:52:01.161,3,['ftm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,True,ldo,LDO - Lido DAO,https://github.com/lidofinance,"Launched on 15/01/2019 by Currency.com team based in Gibraltar and Belarus, represents a tokenised version of..",web3,17,True,2035.0,110.0,154.0,26.0,55.0,52.0,13.0,379.0,36.0,147.0,,36.0,2020-07-16 13:19:00.000,2022-01-12 13:21:19.000,2021-12-14 09:44:51.000,2021-07-28 09:35:29.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,True,ring,RING - Darwinia Network Native Token,https://github.com/darwinia-network,Native token of Darwinia Network. Its used to pay for the GAS fee of the on-chain transactions and cross-chain..,metaverse,17,True,1506.0,42.0,152.0,214.0,39.0,18.0,79.0,397.0,19.0,353.0,,20.0,2019-04-26 11:27:49.000,2022-01-06 09:09:11.000,2022-01-06 09:09:10.000,2021-12-20 09:24:38.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,True,grlc,GRLC - Garlicoin,https://github.com/garlicoinorg,"Garlicoin formed on a few simple fundamentals - cheap and fast transactions, low barrier to entry and total focus on..",meme-tokens,17,False,16175.0,1.0,139.0,4656.0,57.0,25.0,20.0,45.0,10.0,24.0,,646.0,2018-01-02 06:06:27.000,2021-12-26 16:46:31.000,2021-12-26 16:46:31.000,2021-05-16 10:42:10.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,True,ftc,FTC - Feathercoin,https://github.com/FeatherCoin,"Upgraded and customised version of Bitcoin. Feathercoin was born with the intent to expand, experiment, and build onto..",metaverse,17,False,21656.0,,129.0,1436.0,121.0,64.0,25.0,264.0,10.0,127.0,,809.0,2013-10-26 16:52:25.000,2021-07-02 12:13:04.000,2021-07-02 12:13:01.000,2020-08-06 09:30:41.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,True,go,GO - GoChain,https://github.com/gochain-io,"Scalable, Ethereum based smart contract blockchain that is fast, secure and green. It enables DApp and smart contract..",smart-contract-platform,17,False,10113.0,,119.0,,33.0,18.0,159.0,338.0,32.0,73.0,12.0,269.0,2017-12-24 01:03:09.000,2022-01-04 18:37:22.000,2021-09-11 13:44:37.000,2021-09-13 16:51:25.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,True,sugar,SUGAR - Sugarchain,https://github.com/sugarchain-project,"The worlds fastest PoW blockchain with the most accurate halvings. Also, the first native SegWit (Bech32) built-in by..",cryptocurrency,17,False,16482.0,1.0,115.0,2078.0,61.0,27.0,17.0,112.0,21.0,66.0,,645.0,2019-08-21 10:44:29.000,2021-12-13 02:04:25.000,2021-12-13 02:04:25.000,2021-01-24 17:03:28.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
