,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,fork_count,watchers_count,release_count,pr_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,open_issue_count,monthly_downloads,projectrank_placing,new_addition,trending,labels,github_id,npm_id,maven_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,go_id,github_release_downloads,go_url,go_latest_release_published_at,go_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,maven_dependent_project_count,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads
737,,rdn,raiden,https://github.com/raiden-network/raiden,Raiden Network.,others,31,True,12293.0,88.0,1828.0,384.0,187.0,85.0,4795.0,2308.0,30.0,94.0,2016-01-29 07:40:47.000,2022-01-05 15:29:37.000,2021-12-29 17:06:02.000,2021-12-23 13:18:44.000,359.0,476.0,1,,,,raiden-network/raiden,,,https://github.com/raiden-network/raiden,MIT,3.0.0,22.0,,,,,,,,6756.0,,,,raiden,https://pypi.org/project/raiden,2021-12-23 13:18:44.000,373.0,,,,,,,,,8.0,,,
738,,pag,pages-gem,https://github.com/github/pages-gem,A simple Ruby Gem to bootstrap dependencies for setting up and maintaining a local Jekyll environment in sync with..,others,31,True,1489.0,5.0,1674.0,369.0,233.0,100.0,513.0,193.0,1104483.0,67.0,2013-08-08 16:09:08.000,2022-01-10 09:51:13.000,2021-12-27 21:56:40.000,2021-10-13 22:46:34.000,74.0,,1,True,,,github/pages-gem,,,https://github.com/github/pages-gem,MIT,221,1104483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,,avax,avalanchego,https://github.com/ava-labs/avalanchego,Go implementation of an Avalanche node.,others,31,True,7825.0,359.0,1339.0,267.0,114.0,216.0,659.0,285.0,56.0,63.0,2020-03-10 19:18:54.000,2022-01-10 18:59:21.000,2021-12-21 02:13:15.000,2021-12-21 02:13:25.000,49.0,2385.0,1,,,,ava-labs/avalanchego,,,https://github.com/ava-labs/avalanchego,BSD-3-Clause,1.7.3,27.0,,,,,,,github.com/ava-labs/avalanchego,50102.0,https://pkg.go.dev/github.com/ava-labs/avalanchego,2021-12-22 19:17:07.000,29.0,,,,,,,,,,,,,,,,
740,,bzz,ethersphere/bee,https://github.com/ethersphere/bee,Bee is a Swarm client implemented in Go. Its the basic building block for the Swarm network: a private; decentralized;..,others,31,True,1527.0,108.0,1307.0,309.0,60.0,205.0,1616.0,1039.0,64.0,47.0,2020-01-17 11:00:03.000,2022-01-11 15:48:45.000,2022-01-10 20:05:27.000,2021-12-08 07:53:56.000,57.0,13648.0,1,,,,ethersphere/bee,,,https://github.com/ethersphere/bee,BSD-3-Clause,1.4.1,55.0,,,,,,,github.com/ethersphere/bee,259312.0,https://pkg.go.dev/github.com/ethersphere/bee,2021-12-22 11:50:22.000,9.0,,,,,,,,,,,,,,,,
741,,xlm,go,https://github.com/stellar/go,Stellars public monorepo of go code.,others,31,True,3417.0,124.0,1103.0,452.0,79.0,100.0,2589.0,1284.0,273.0,108.0,2016-08-04 17:27:50.000,2022-01-11 14:00:03.000,2022-01-10 20:45:00.000,2022-01-11 02:05:53.000,297.0,3068.0,1,,,,stellar/go,,,https://github.com/stellar/go,Apache-2.0,horizonclient-v9.0.0,204.0,,,,,,,github.com/stellar/go,95120.0,https://pkg.go.dev/github.com/stellar/go,2021-04-23 16:51:47.000,69.0,,,,,,,,,,,,,,,,
742,,card,cardstack,https://github.com/cardstack/cardstack,The mono-repo for the core Cardstack framework.,others,31,True,9075.0,927.0,303.0,54.0,40.0,297.0,2054.0,517.0,52.0,38.0,2017-01-15 14:15:10.000,2022-01-11 16:09:43.000,2022-01-11 15:35:39.000,2021-12-23 23:11:26.870,10.0,1966.0,1,,,,cardstack/cardstack,@cardstack/eslint-config,,https://github.com/cardstack/cardstack,MIT,0.28.15,,https://www.npmjs.com/package/@cardstack/eslint-config,2021-12-23 23:11:26.870,52.0,1966.0,,,,,,,,,,,,,,,,,,,,,,,
743,,flow,fcl-js,https://github.com/onflow/fcl-js,FCL (Flow Client Library) - The best tool for building JavaScript (browser & NodeJS) applications on Flow.,others,31,True,1405.0,67.0,231.0,70.0,34.0,6.0,734.0,188.0,2765.0,40.0,2020-04-20 14:56:08.000,2022-01-11 09:42:32.000,2022-01-10 19:13:12.000,2021-11-17 22:24:35.556,31.0,50527.0,1,,,,onflow/fcl-js,@onflow/types,,https://github.com/onflow/fcl-js,Apache-2.0,0.0.6,2716.0,https://www.npmjs.com/package/@onflow/types,2021-11-17 22:24:35.556,49.0,50527.0,,,,,,,,,,,,,,,,,,,,,,,
744,,lbc,lbry-sdk,https://github.com/lbryio/lbry-sdk,"The LBRY SDK for building decentralized, censorship resistant, monetized, digital content apps.",others,30,True,8823.0,141.0,7164.0,428.0,171.0,100.0,1810.0,1369.0,,96.0,2015-08-20 15:24:10.000,2022-01-10 14:48:41.000,2022-01-10 14:48:41.000,2021-12-17 20:21:28.000,339.0,2599.0,1,,,,lbryio/lbry-sdk,,,https://github.com/lbryio/lbry-sdk,MIT,0.101.2,,,,,,,,,72792.0,,,,,,,,,,,,,,,,,,,
745,,stx,stacks-blockchain,https://github.com/blockstack/stacks-blockchain,The Stacks 2.0 blockchain implementation.,others,30,True,16051.0,325.0,2566.0,464.0,187.0,67.0,1163.0,1598.0,12.0,89.0,2014-09-23 14:40:43.000,2022-01-11 14:12:34.000,2021-12-09 16:37:58.000,2021-11-24 18:13:30.000,174.0,304.0,1,,,,blockstack/stacks-blockchain,,,https://github.com/blockstack/stacks-blockchain,GPL-3.0,2.05.0.0.0,,,,,,,,,12464.0,,,,blockstore,https://pypi.org/project/blockstore,2016-05-23 15:28:22.000,60.0,,,,,,,,,12.0,,,
746,,sa,Superalgos,https://github.com/Superalgos/Superalgos,"Free, open-source crypto trading bot, automated bitcoin / cryptocurrency trading software, algorithmic trading bots...",others,30,True,18094.0,3196.0,2388.0,4405.0,138.0,33.0,3175.0,274.0,,170.0,2019-08-12 17:34:43.000,2022-01-11 15:42:14.000,2022-01-04 16:55:29.000,2022-01-04 16:56:19.000,116.0,70.0,1,True,,,superalgos/superalgos,,,https://github.com/Superalgos/Superalgos,Apache-2.0,1.1.1,,,,,,,,,1476.0,,,,,,,,,,,,,,,,,,,
747,,storj,storj,https://github.com/storj/storj,"Ongoing Storj v3 development. Decentralized cloud object storage that is affordable, easy to use, private, and secure.",others,30,True,6178.0,240.0,2170.0,322.0,112.0,803.0,3935.0,284.0,9.0,91.0,2018-04-04 16:27:18.000,2022-01-11 15:49:24.000,2022-01-11 15:18:18.000,2022-01-11 15:48:12.000,128.0,115989.0,1,,,,storj/storj,,,https://github.com/storj/storj,AGPL-3.0,1.46.3,,,,,,,,storj.io/storj,3479688.0,https://pkg.go.dev/storj.io/storj,2022-01-10 11:41:11.000,9.0,,,,,,,,,,,,,,,,
748,,twt,assets,https://github.com/trustwallet/assets,"A comprehensive, up-to-date collection of information about several thousands (!) of crypto tokens.",others,30,True,12811.0,913.0,1970.0,9452.0,98.0,1.0,16189.0,503.0,,3409.0,2019-08-09 22:06:16.000,2022-01-11 15:34:18.000,2022-01-11 13:52:08.000,2021-08-02 12:14:19.459,39.0,4.0,1,,,,trustwallet/assets,@luckyfinance/assets,,https://github.com/trustwallet/assets,MIT,1.0.1,,https://www.npmjs.com/package/@luckyfinance/assets,2021-08-02 12:14:19.459,,4.0,,,,,,,,,,,,,,,,,,,,,,,
749,,eth,py-evm,https://github.com/ethereum/py-evm,A Python implementation of the Ethereum Virtual Machine.,others,30,True,3340.0,14.0,1467.0,493.0,90.0,66.0,1312.0,549.0,358.0,89.0,2016-12-27 19:36:00.000,2021-12-17 00:29:48.000,2021-12-17 00:29:26.000,2017-03-20 23:36:36.000,97.0,23754.0,1,,,,ethereum/py-evm,,,https://github.com/ethereum/py-evm,MIT,0.1.0,306.0,,,,,,,,,,,,py-evm,https://pypi.org/project/py-evm,2021-12-17 00:29:48.000,23754.0,,,,,,,,,52.0,,,
750,,dash,dash,https://github.com/dashpay/dash,Dash - Reinventing Cryptocurrency.,others,30,True,19080.0,,1425.0,1143.0,214.0,48.0,4033.0,536.0,,509.0,2014-05-01 17:45:34.000,2022-01-11 13:50:16.000,2021-06-05 19:11:48.000,2021-06-07 18:07:45.000,96.0,977008.0,1,,,,dashpay/dash,,,https://github.com/dashpay/dash,MIT,0.17.0.3,,,,,,,,,85976721.0,,,,,,,,,,,,,,,,,,,
751,,near,nearcore,https://github.com/near/nearcore,Reference client for NEAR Protocol.,others,30,True,3443.0,606.0,1309.0,216.0,64.0,90.0,3653.0,1781.0,7.0,72.0,2018-10-02 22:30:39.000,2022-01-11 16:03:43.000,2022-01-11 15:18:49.000,2022-01-10 04:08:09.000,527.0,4420.666666666667,1,,,,near/nearcore,,,https://github.com/near/nearcore,Apache-2.0,1.23.1,,,,,,,,,4.0,,,,,,,,near-vm-logic,https://crates.io/crates/near-vm-logic,2021-03-05 21:51:28.746,7.0,4420.666666666667,75455.0,,,,,,
752,,mina,mina,https://github.com/MinaProtocol/mina,"Mina is a new cryptocurrency with a constant size blockchain, improving scaling while maintaining decentralization and..",others,30,True,14230.0,660.0,1260.0,252.0,83.0,50.0,6138.0,2317.0,18.0,68.0,2017-12-18 01:10:17.000,2022-01-11 15:31:08.000,2022-01-11 00:03:36.000,2021-12-02 17:32:59.097,1761.0,53.0,1,,,,MinaProtocol/mina,mina-signer,,https://github.com/MinaProtocol/mina,Apache-2.0,1.1.0,18.0,https://www.npmjs.com/package/mina-signer,2021-12-02 17:32:59.097,,21.0,,,,969.0,,,,,,,,,,,,,,,,,,,
753,,stx,stacks.js,https://github.com/blockstack/stacks.js,"JavaScript libraries for identity, auth, storage and transactions on the Stacks blockchain.",others,30,True,2489.0,48.0,836.0,263.0,63.0,139.0,502.0,627.0,305.0,72.0,2014-07-21 09:14:55.000,2022-01-11 10:42:07.000,2021-12-20 15:57:01.000,2020-08-24 20:25:30.745,26.0,12056.0,1,,,,blockstack/stacks.js,blockstack,,https://github.com/blockstack/stacks.js,MIT,21.1.1,,https://www.npmjs.com/package/blockstack,2020-08-24 20:25:30.745,305.0,12054.0,,,,,,,,opendig,https://pypi.org/project/opendig,2014-07-23 15:35:06.000,2.0,,,,,,,,,,,,
754,,ens,ens,https://github.com/ensdomains/ens,"Implementations for ENS core functionality: The registry, registrars, and public resolvers.",others,30,True,462.0,,814.0,349.0,64.0,25.0,177.0,151.0,16251.0,41.0,2016-05-29 11:31:55.000,2022-01-05 19:17:41.000,2021-01-27 22:59:06.000,2021-05-19 09:34:25.358,75.0,274674.0,1,,,,ensdomains/ens,@ensdomains/ens,,https://github.com/ensdomains/ens,BSD-2-Clause,0.6.2,16133.0,https://www.npmjs.com/package/@ensdomains/ens,2021-05-19 09:34:25.358,118.0,274674.0,,,,,,,,,,,,,,,,,,,,,,,
755,,btc,bip39,https://github.com/bitcoinjs/bip39,JavaScript implementation of Bitcoin BIP39: Mnemonic code for generating deterministic keys.,others,30,True,261.0,,740.0,337.0,26.0,21.0,84.0,75.0,50665.0,17.0,2014-03-10 02:57:09.000,2021-12-10 11:13:10.000,2021-04-27 22:22:38.000,2021-04-27 22:23:51.260,8.0,726741.0,1,True,,,bitcoinjs/bip39,bip39,,https://github.com/bitcoinjs/bip39,ISC,3.0.4,45710.0,https://www.npmjs.com/package/bip39,2021-04-27 22:23:51.260,4955.0,726741.0,,,,,,,,,,,,,,,,,,,,,,,
756,,snx,synthetix,https://github.com/Synthetixio/synthetix,Synthetix Solidity smart contracts.,others,30,True,4106.0,60.0,716.0,365.0,51.0,322.0,1526.0,40.0,223.0,41.0,2017-11-30 07:43:43.000,2022-01-11 10:56:24.000,2022-01-10 21:10:32.000,2021-12-15 23:29:14.000,109.0,11956.0,1,,,,Synthetixio/synthetix,synthetix,,https://github.com/Synthetixio/synthetix,MIT,2.56.1,210.0,https://www.npmjs.com/package/synthetix,2021-12-15 23:20:26.594,13.0,11956.0,,,,,,,,,,,,,,,,,,,,,,,
757,,dot,polkadot,https://github.com/paritytech/polkadot,Polkadot Node Implementation.,others,29,True,2850.0,319.0,5080.0,1019.0,454.0,100.0,3298.0,935.0,,158.0,2018-08-09 10:57:23.000,2022-01-11 16:04:02.000,2022-01-11 14:00:50.000,2021-12-10 18:19:21.000,442.0,2848.0,1,,,,paritytech/polkadot,,,https://github.com/paritytech/polkadot,GPL-3.0,0.9.14,,,,,,,,,76922.0,,,,,,,,,,,,,,,,,,,
758,,btc,bitcoinj,https://github.com/bitcoinj/bitcoinj,A library for working with Bitcoin.,others,29,True,3728.0,33.0,4198.0,2299.0,324.0,34.0,1136.0,817.0,482.0,137.0,2013-11-19 04:33:23.000,2022-01-05 23:59:40.000,2022-01-05 23:56:50.000,2021-11-17 16:20:24.000,357.0,16.0,1,True,,,bitcoinj/bitcoinj,,org.bitcoinj:bitcoinj-core,https://github.com/bitcoinj/bitcoinj,Apache-2.0,0.16.1,,,,,,https://search.maven.org/artifact/org.bitcoinj/bitcoinj-core,2021-11-17 16:20:24.000,,1601.0,,,,,,,,,,,,,,482.0,,,,,
759,,trx,java-tron,https://github.com/tronprotocol/java-tron,Java implementation of the Tron whitepaper.,others,29,True,16625.0,213.0,2899.0,969.0,331.0,63.0,3219.0,943.0,,226.0,2017-12-26 10:20:38.000,2022-01-11 03:59:18.000,2022-01-06 09:13:53.000,2021-12-17 15:45:06.000,14.0,1500.0,1,,,,tronprotocol/java-tron,,,https://github.com/tronprotocol/java-tron,LGPL-3.0,GreatVoyage-v4.4.3,,,,,,,,,73502.0,,,,,,,,,,,,,,,,,,,
760,,uni,v2-core,https://github.com/Uniswap/v2-core,Core smart contracts of Uniswap V2.,others,29,False,250.0,,1589.0,1534.0,104.0,7.0,52.0,75.0,8611.0,6.0,2019-08-29 21:44:34.000,2022-01-05 01:44:14.000,2020-05-18 23:54:10.000,2020-05-18 23:54:36.252,20.0,217485.0,1,,,,Uniswap/v2-core,@uniswap/v2-core,,https://github.com/Uniswap/v2-core,GPL-3.0,1.0.1,8444.0,https://www.npmjs.com/package/@uniswap/v2-core,2020-05-18 23:54:36.252,167.0,217485.0,,,,,,,,,,,,,,,,,,,,,,,
761,,xec,bitcoin-abc,https://github.com/Bitcoin-ABC/bitcoin-abc,This a mirror of the official Bitcoin-ABC repository. Please see README.md.,others,29,True,22723.0,409.0,1054.0,646.0,149.0,87.0,95.0,281.0,,812.0,2017-05-01 09:58:15.000,2022-01-11 15:33:09.000,2022-01-11 15:29:00.000,2021-12-14 16:47:16.000,68.0,1081.0,1,,,,Bitcoin-ABC/bitcoin-abc,,,https://github.com/Bitcoin-ABC/bitcoin-abc,MIT,0.24.8,,,,,,,,,48647.0,,,,,,,,,,,,,,,,,,,
762,,ckb,ckb,https://github.com/nervosnetwork/ckb,"The Nervos CKB is a public permissionless blockchain, and the layer 1 of Nervos network.",others,29,True,6876.0,338.0,936.0,165.0,71.0,100.0,2890.0,302.0,22.0,39.0,2018-11-19 13:11:16.000,2022-01-11 04:03:12.000,2022-01-10 01:54:19.000,2021-12-14 01:39:00.000,11.0,7171.333333333333,1,,,,nervosnetwork/ckb,,,https://github.com/nervosnetwork/ckb,MIT,0.101.3,,,,,,,,,27510.0,,,,,,,,ckb-jsonrpc-types,https://crates.io/crates/ckb-jsonrpc-types,2021-12-13 13:38:56.373,22.0,6189.333333333333,41722.0,,,,,,
763,,eth,ethereumjs-wallet,https://github.com/ethereumjs/ethereumjs-wallet,Utilities for handling Ethereum keys.,others,29,True,198.0,2.0,775.0,241.0,35.0,16.0,72.0,68.0,42374.0,15.0,2016-02-23 19:39:59.000,2021-12-29 11:37:29.000,2021-10-25 19:36:46.000,2021-10-08 13:10:26.000,15.0,405383.0,1,True,,,ethereumjs/ethereumjs-wallet,ethereumjs-wallet,org.webjars.npm:ethereumjs-wallet,https://github.com/ethereumjs/ethereumjs-wallet,MIT,1.0.2,39512.0,https://www.npmjs.com/package/ethereumjs-wallet,2021-10-08 13:10:09.687,2862.0,405383.0,https://search.maven.org/artifact/org.webjars.npm/ethereumjs-wallet,2016-07-21 00:00:00.000,,,,,,,,,,,,,,,,,,,,,
764,,oxen,session-desktop,https://github.com/oxen-io/session-desktop,Session Desktop - Onion routing based messenger.,others,29,True,11028.0,238.0,653.0,82.0,30.0,53.0,1356.0,617.0,,149.0,2018-08-16 03:45:21.000,2022-01-09 22:37:01.000,2022-01-05 03:02:44.000,2021-12-18 13:50:27.000,144.0,125468.0,1,,,,oxen-io/session-desktop,,,https://github.com/oxen-io/session-desktop,GPL-3.0,1.7.6,,,,,,,,,2885766.0,,,,,,,,,,,,,,,,,,,
765,,beam,beam,https://github.com/BeamMW/beam,Beam: Scalable Confidential Cryptocurrency. Leading the way to Confidential DeFi.,others,29,True,12305.0,291.0,652.0,189.0,86.0,271.0,52.0,1432.0,,40.0,2018-03-15 18:49:06.000,2022-01-11 13:12:10.000,2022-01-11 13:12:10.000,2021-12-23 17:03:16.357,264.0,3521.0,1,,,,BeamMW/beam,beam-wasm-client-masternet,,https://github.com/BeamMW/beam,Apache-2.0,6.3.12387,,https://www.npmjs.com/package/beam-wasm-client-masternet,2021-12-23 17:03:16.357,,2893.0,,,,25134.0,,,,,,,,,,,,,,,,,,,
766,,atom,starport,https://github.com/tendermint/starport,"Starport is the all-in-one platform to build, launch and maintain any crypto application on a sovereign and secured..",others,29,True,1205.0,157.0,560.0,260.0,41.0,55.0,1152.0,626.0,43.0,66.0,2020-06-23 16:06:46.000,2022-01-11 12:34:38.000,2022-01-11 09:16:39.000,2021-12-18 05:54:56.000,204.0,1475.0,1,True,,,tendermint/starport,,,https://github.com/tendermint/starport,Apache-2.0,0.19.1,34.0,,,,,,,github.com/tendermint/starport,28031.0,https://pkg.go.dev/github.com/tendermint/starport,2022-01-07 11:32:04.000,9.0,,,,,,,,,,,,,,,,
767,,xlm,js-stellar-sdk,https://github.com/stellar/js-stellar-sdk,Main Stellar client library for the Javascript language.,others,29,True,792.0,7.0,541.0,261.0,67.0,127.0,411.0,270.0,2509.0,63.0,2015-04-09 18:14:00.000,2021-12-17 09:49:21.000,2021-11-16 21:36:29.000,2021-11-16 21:39:53.876,49.0,56852.0,1,,,,stellar/js-stellar-sdk,stellar-sdk,,https://github.com/stellar/js-stellar-sdk,Apache-2.0,9.1.0,2104.0,https://www.npmjs.com/package/stellar-sdk,2021-11-16 21:39:53.876,405.0,56852.0,,,,,,,,,,,,,,,,,,,,,,,
768,,pivx,PIVX,https://github.com/PIVX-Project/PIVX,Protected Instant Verified Transactions - Core wallet.,others,29,True,19517.0,440.0,501.0,668.0,112.0,80.0,2058.0,554.0,,494.0,2016-01-30 19:20:24.000,2022-01-11 15:32:18.000,2022-01-11 15:13:00.000,2021-12-21 13:41:56.000,121.0,4718.0,1,,,,PIVX-Project/PIVX,,,https://github.com/PIVX-Project/PIVX,MIT,5.4.0,,,,,,,,,339760.0,,,,,,,,,,,,,,,,,,,
769,,eeat,openzeppelin-contracts-upgradeable,https://github.com/OpenZeppelin/openzeppelin-contracts-upgradeable,"Upgradeable variant of OpenZeppelin Contracts, meant for use in upgradeable contracts.",others,29,True,220.0,60.0,351.0,200.0,26.0,14.0,69.0,65.0,3158.0,224.0,2018-07-20 20:22:39.000,2022-01-10 23:10:26.000,2022-01-10 23:10:25.000,2022-01-09 14:59:23.000,7.0,226.0,1,True,,,OpenZeppelin/openzeppelin-contracts-upgradeable,openzeppelin-eth,org.webjars.npm:openzeppelin__contracts-upgradeable,https://github.com/OpenZeppelin/openzeppelin-contracts-upgradeable,MIT,4.4.1,3086.0,https://www.npmjs.com/package/openzeppelin-eth,2019-06-10 23:34:27.375,72.0,226.0,https://search.maven.org/artifact/org.webjars.npm/openzeppelin__contracts-upgradeable,2022-01-09 14:59:23.000,,,,,,,,,,,,,,,,,,,,,
770,,dfi,ain,https://github.com/DeFiCh/ain,DeFi Blockchain - enabling decentralized finance on Bitcoin.,others,29,True,60302.0,236.0,263.0,60.0,33.0,59.0,763.0,200.0,,822.0,2019-12-15 14:37:57.000,2022-01-11 15:25:19.000,2022-01-11 15:25:18.000,2022-01-03 22:08:21.000,56.0,1133.0,1,,,,DeFiCh/ain,,,https://github.com/DeFiCh/ain,MIT,2.5.0,,,,,,,,,23796.0,,,,,,,,,,,,,,,,,,,
771,,atom,cosmjs,https://github.com/cosmos/cosmjs,The Swiss Army knife to power JavaScript based client solutions ranging from Web apps/explorers over browser..,others,29,True,3415.0,123.0,149.0,79.0,8.0,62.0,623.0,313.0,449.0,24.0,2020-01-22 08:55:48.000,2022-01-11 12:44:13.000,2022-01-10 15:03:01.000,2022-01-10 15:05:11.912,52.0,16937.0,1,,,,cosmos/cosmjs,@cosmjs/launchpad,,https://github.com/cosmos/cosmjs,Apache-2.0,0.27.0,432.0,https://www.npmjs.com/package/@cosmjs/launchpad,2022-01-10 15:05:11.912,17.0,16937.0,,,,,,,,,,,,,,,,,,,,,,,
772,,eth,rlp,https://github.com/ethereumjs/rlp,Project is in active development and has been moved to the EthereumJS monorepo.,others,29,True,221.0,9.0,115.0,48.0,27.0,30.0,70.0,37.0,4748.0,29.0,2014-03-05 03:20:38.000,2022-01-10 02:04:48.000,2022-01-10 02:04:43.000,2021-10-13 19:09:09.000,10.0,1347210.0,1,True,,,ethereumjs/rlp,rlp,org.webjars.npm:rlp,https://github.com/ethereumjs/rlp,MPL-2.0,2.2.7,,https://www.npmjs.com/package/rlp,2021-10-06 16:32:34.715,4746.0,1347210.0,https://search.maven.org/artifact/org.webjars.npm/rlp,2021-10-13 19:09:09.000,,,,,,,,,,,,,,,,2.0,,,,,
773,,xmr,monero,https://github.com/monero-project/monero,"Monero: the secure, private, untraceable cryptocurrency.",others,28,True,10701.0,71.0,6566.0,3214.0,487.0,41.0,5370.0,2120.0,,353.0,2014-04-30 14:38:28.000,2022-01-09 02:42:50.000,2021-12-16 02:24:37.000,2021-12-07 14:12:54.000,569.0,413.0,1,,,,monero-project/monero,,,https://github.com/monero-project/monero,,0.17.3.0,,,,,,,,,29790.0,,,,,,,,,,,,,,,,,,,
774,,pag,gemoji,https://github.com/github/gemoji,Emoji images and names.,others,28,True,428.0,,3899.0,673.0,332.0,9.0,129.0,51.0,993892.0,43.0,2011-12-14 17:04:35.000,2021-11-02 23:08:50.000,2021-07-26 11:08:11.000,2020-01-31 02:32:07.000,8.0,,1,True,,,github/gemoji,,,https://github.com/github/gemoji,MIT,4.0.0.rc2,993892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,,neo,neo,https://github.com/neo-project/neo,NEO Smart Economy.,others,28,True,1330.0,14.0,3353.0,972.0,389.0,13.0,1532.0,957.0,221.0,66.0,2015-05-31 17:02:33.000,2021-12-17 07:11:47.000,2021-12-03 09:27:14.000,2021-11-12 08:07:09.000,134.0,,1,,,,neo-project/neo,,,https://github.com/neo-project/neo,MIT,3.1.0,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,,snt,status-react,https://github.com/status-im/status-react,"a free (libre) open source, mobile OS for Ethereum.",others,28,True,6835.0,130.0,3328.0,809.0,184.0,42.0,6449.0,6163.0,,253.0,2016-02-22 21:48:48.000,2022-01-11 15:45:46.000,2022-01-11 14:50:38.000,2021-10-28 16:03:39.000,306.0,26.0,1,,,,status-im/status-react,,,https://github.com/status-im/status-react,MPL-2.0,1.17.0,,,,,,,,,1610.0,,,,,,,,,,,,,,,,,,,
777,,fil,venus,https://github.com/filecoin-project/venus,Filecoin Full Node Implementation in Go.,others,28,True,2945.0,34.0,1901.0,400.0,142.0,144.0,2355.0,2269.0,11.0,76.0,2017-12-05 18:41:10.000,2022-01-11 09:47:11.000,2022-01-11 01:54:44.000,2021-11-08 01:52:53.000,22.0,466.0,1,,,,filecoin-project/venus,,,https://github.com/filecoin-project/venus,Apache-2.0,1.1.3-rc1,5.0,,,,,,,github.com/filecoin-project/venus,16808.0,https://pkg.go.dev/github.com/filecoin-project/venus,2022-01-07 07:46:17.000,6.0,,,,,,,,,,,,,,,,
778,,hns,hsd,https://github.com/handshake-org/hsd,Handshake Daemon & Full Node.,others,28,True,6060.0,56.0,1493.0,195.0,82.0,13.0,405.0,197.0,123.0,57.0,2018-03-12 03:11:06.000,2022-01-10 19:06:52.000,2022-01-10 19:00:57.000,2021-10-21 14:53:22.000,118.0,124.0,1,,,,handshake-org/hsd,hsd,,https://github.com/handshake-org/hsd,MIT,3.0.1,99.0,https://www.npmjs.com/package/hsd,2021-10-21 14:53:11.460,24.0,124.0,,,,,,,,,,,,,,,,,,,,,,,
779,,iotx,iotex-core,https://github.com/iotexproject/iotex-core,Official implementation of IoTeX blockchain protocol in Go.,others,28,True,2475.0,74.0,1367.0,272.0,99.0,182.0,2144.0,791.0,26.0,66.0,2018-04-19 22:56:20.000,2022-01-11 08:07:17.000,2022-01-11 05:14:20.000,2021-12-28 19:10:58.000,66.0,1426.0,1,,,,iotexproject/iotex-core,,,https://github.com/iotexproject/iotex-core,Apache-2.0,v1.6.2,21.0,,,,,,,github.com/iotexproject/iotex-core,62787.0,https://pkg.go.dev/github.com/iotexproject/iotex-core,2021-12-22 07:45:11.000,5.0,,,,,,,,,,,,,,,,
780,,one,harmony,https://github.com/harmony-one/harmony,The core protocol of harmony.,others,28,True,7238.0,60.0,1347.0,216.0,99.0,57.0,2881.0,935.0,54.0,75.0,2018-05-22 01:37:50.000,2022-01-11 02:59:37.000,2022-01-11 02:59:37.000,2021-12-04 02:09:27.000,137.0,351.0,1,,,,harmony-one/harmony,,,https://github.com/harmony-one/harmony,LGPL-3.0,4.3.1,46.0,,,,,,,github.com/harmony-one/harmony,12298.0,https://pkg.go.dev/github.com/harmony-one/harmony,2021-12-07 06:31:47.000,8.0,,,,,,,,,,,,,,,,
781,,bnb,bsc,https://github.com/binance-chain/bsc,A Binance Smart Chain client based on the go-ethereum fork.,others,28,True,12790.0,39.0,1291.0,488.0,68.0,25.0,170.0,467.0,4.0,613.0,2020-05-21 06:44:14.000,2022-01-11 11:05:09.000,2021-12-05 04:23:57.000,2021-12-05 04:30:56.000,148.0,4787.0,1,,,,binance-chain/bsc,,,https://github.com/binance-chain/bsc,LGPL-3.0,1.1.7,4.0,,,,,,,,95747.0,,,,,,,,,,,,,,,,,,,
782,,qtum,qtum,https://github.com/qtumproject/qtum,Qtum Core Wallet.,others,28,True,27872.0,31.0,1137.0,345.0,195.0,42.0,642.0,288.0,,901.0,2017-03-03 08:17:11.000,2022-01-11 15:12:17.000,2021-11-25 02:40:36.000,2021-11-25 21:23:48.000,29.0,5197.0,1,,,,qtumproject/qtum,,,https://github.com/qtumproject/qtum,MIT,mainnet-fastlane-v0.20.4,,,,,,,,,285858.0,,,,,,,,,,,,,,,,,,,
783,,waves,Waves,https://github.com/wavesplatform/Waves,Reference Waves Blockchain Node (client) implementation on Scala.,others,28,True,12796.0,27.0,1129.0,363.0,192.0,100.0,3247.0,336.0,,88.0,2016-04-17 08:38:48.000,2022-01-11 14:57:34.000,2022-01-11 14:57:33.000,2021-12-17 12:28:43.000,39.0,7069.0,1,,,,wavesplatform/Waves,,com.wavesplatform:lang,https://github.com/wavesplatform/Waves,MIT,1.3.12,,,,,,https://search.maven.org/artifact/com.wavesplatform/lang,2018-09-20 00:00:00.000,,360538.0,,,,,,,,,,,,,,,,,,,
