,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,labels,trending,github_id,npm_id,maven_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,go_id,github_release_downloads,go_url,go_latest_release_published_at,go_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,maven_dependent_project_count,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,updated_github_id
914,,eth,remix-ide,https://github.com/ethereum/remix-ide,Documentation for Remix IDE.,others,24,True,8379.0,9.0,1836.0,1003.0,815.0,111.0,44.0,1777.0,2.0,,13.0,128.0,2016-05-17 23:17:34,2022-02-16 10:50:10.000,2022-01-25 22:37:35,2021-03-17 13:24:45.000,1.0,,,ethereum/remix-ide,remix-ide,,https://github.com/ethereum/remix-ide,MIT,0.10.4,,https://www.npmjs.com/package/remix-ide,2020-07-13 15:21:57.481,13.0,886.0,,,,5530.0,,,,,,,,,,,,,,,,,,,,
915,,btm,bytom,https://github.com/Bytom/bytom,Official Go implementation of the Bytom protocol.,others,24,True,2271.0,,1237.0,1128.0,383.0,137.0,59.0,1701.0,20.0,395.0,4.0,51.0,2017-07-14 01:47:33,2021-11-23 09:08:27.000,2021-10-27 09:55:03,2021-09-15 03:24:34.000,1.0,,,Bytom/bytom,,,https://github.com/Bytom/bytom,AGPL-3.0,2.0.6,1.0,,,,,,,github.com/bytom/bytom,59789.0,https://pkg.go.dev/github.com/bytom/bytom,2021-10-27 09:55:03.000,3.0,,,,,,,,,,,,,,,,,
916,,rgt,solmate,https://github.com/Rari-Capital/solmate,"Modern, opinionated, and gas optimized building blocks for smart contract development.",others,24,True,302.0,89.0,1137.0,4022.0,116.0,20.0,24.0,55.0,2.0,72.0,101.0,12.0,2021-07-17 20:25:46,2022-02-16 16:28:02.000,2022-02-16 16:06:07,2022-01-02 19:15:36.740,1.0,,,Rari-Capital/solmate,@rari-capital/solmate,,https://github.com/Rari-Capital/solmate,AGPL-3.0,6.2.0,101.0,https://www.npmjs.com/package/@rari-capital/solmate,2022-01-02 19:15:36.740,,4022.0,,,,,,,,,,,,,,,,,,,,,,,,
917,,xmr,monero-gui,https://github.com/monero-project/monero-gui,"Monero: the secure, private, untraceable cryptocurrency.",others,24,True,4576.0,89.0,1066.0,540.0,648.0,92.0,33.0,2299.0,351.0,1257.0,,201.0,2015-04-01 09:08:42,2022-02-15 20:40:23.000,2022-01-24 20:25:19,2022-01-07 16:54:31.000,1.0,,,monero-project/monero-gui,,,https://github.com/monero-project/monero-gui,,0.17.3.1,,,,,,,,,33505.0,,,,,,,,,,,,,,,,,,,,
918,,hot,holochain-rust,https://github.com/holochain/holochain-rust,DEPRECATED. The Holochain framework implemented in rust with a redux style internal state-model.,others,24,False,17530.0,,1040.0,3644.0,277.0,125.0,100.0,1661.0,316.0,302.0,37.0,54.0,2018-05-15 02:42:12,2021-03-30 20:44:05.000,2020-10-01 20:43:23,2020-10-01 20:43:38.000,1.0,,,holochain/holochain-rust,@holochain/holochain-nodejs,,https://github.com/holochain/holochain-rust,GPL-3.0,0.0.52-alpha2,,https://www.npmjs.com/package/@holochain/holochain-nodejs,2019-06-10 12:20:22.508,21.0,86.0,,,,119163.0,,,,,,,,holochain_core_types,https://crates.io/crates/holochain_core_types,2020-10-01 20:54:35.763,16.0,54.0,15021.0,,,,,,,
919,,oxen,lokinet,https://github.com/oxen-io/lokinet,"Lokinet is an anonymous, decentralized and IP based overlay network for the internet.",others,24,True,7533.0,119.0,804.0,1222.0,121.0,54.0,36.0,1379.0,97.0,356.0,,32.0,2018-06-18 08:39:19,2022-02-16 03:28:08.000,2022-02-16 02:09:58,2021-11-17 15:20:59.000,1.0,,,oxen-io/lokinet,,,https://github.com/oxen-io/lokinet,GPL-3.0,0.9.8,,,,,,,,,53768.0,,,,,,,,,,,,,,,,,,,,
920,,ont,ontology,https://github.com/ontio/ontology,Official Go implementation of the Ontology protocol. https://dev-docs.ont.io/#/.,others,24,True,2337.0,4.0,773.0,389.0,314.0,122.0,102.0,1173.0,69.0,185.0,205.0,72.0,2018-04-13 06:41:29,2022-02-16 05:05:08.000,2022-02-16 05:05:07,2021-05-25 06:28:38.000,1.0,,,ontio/ontology,,,https://github.com/ontio/ontology,LGPL-3.0,v1.13.2,170.0,,,,,,,github.com/ontio/ontology,17931.0,https://pkg.go.dev/github.com/ontio/ontology,2022-01-27 06:50:15.000,35.0,,,,,,,,,,,,,,,,,
921,,omni,omnicore,https://github.com/OmniLayer/omnicore,OmniCore staging tree.,others,24,True,22474.0,,702.0,754.0,205.0,63.0,18.0,462.0,273.0,511.0,,767.0,2015-03-24 22:48:50,2021-12-18 07:10:10.000,2021-07-02 00:11:23,2021-07-03 16:13:08.000,1.0,,,OmniLayer/omnicore,,,https://github.com/OmniLayer/omnicore,MIT,0.11.0,,,,,,,,,50565.0,,,,,,,,,,,,,,,,,,,,
922,,oxen,session-android,https://github.com/oxen-io/session-android,A private messenger for Android.,others,24,True,7713.0,30.0,664.0,2506.0,68.0,36.0,91.0,435.0,201.0,209.0,,236.0,2019-03-05 05:10:37,2022-02-16 07:51:08.000,2022-02-09 03:27:44,2022-02-09 04:19:07.000,1.0,,,oxen-io/session-android,,,https://github.com/oxen-io/session-android,GPL-3.0,1.11.17,,,,,,,,,60156.0,,,,,,,,,,,,,,,,,,,,
923,,rhoc,rchain,https://github.com/rchain/rchain,Blockchain (smart contract) platform using CBC-Casper proof of stake + rholang for concurrent execution.,others,24,True,13331.0,149.0,657.0,109.0,181.0,89.0,75.0,3405.0,108.0,109.0,,97.0,2017-03-09 22:15:35,2022-02-16 17:57:01.000,2022-02-15 19:00:14,2021-11-25 16:42:56.000,1.0,,,rchain/rchain,,coop.rchain:rspace_2.12,https://github.com/rchain/rchain,Apache-2.0,0.12.4,,,,,,https://search.maven.org/artifact/coop.rchain/rspace_2.12,2018-03-30 00:00:00,,5494.0,,,,,,,,,,,,,,,,,,,,
924,,uni,token-lists,https://github.com/Uniswap/token-lists,The Token Lists specification.,others,24,True,117.0,1.0,518.0,101890.0,394.0,66.0,27.0,45.0,5.0,18.0,5937.0,11.0,2020-06-10 15:17:31,2022-02-07 17:58:32.000,2021-12-27 20:30:14,,1.0,,,Uniswap/token-lists,@uniswap/token-lists,,https://github.com/Uniswap/token-lists,MIT,,5898.0,https://www.npmjs.com/package/@uniswap/token-lists,2021-10-26 17:50:18.726,39.0,101890.0,,,,,,,,,,,,,,,,,,,,,,,,
925,,eth,surya,https://github.com/ConsenSys/surya,A set of utilities for exploring Solidity contracts.,others,24,True,384.0,,517.0,4171.0,64.0,29.0,105.0,104.0,2.0,51.0,294.0,16.0,2018-04-16 09:21:04,2021-12-16 21:06:14.960,2021-10-11 22:42:51,2021-10-11 22:44:42.316,1.0,,,ConsenSys/surya,surya,,https://github.com/ConsenSys/surya,Apache-2.0,0.4.5,279.0,https://www.npmjs.com/package/surya,2021-12-16 21:06:14.960,15.0,4171.0,,,,,,,,,,,,,,,,,,,,,,,,
926,,cfx,conflux-rust,https://github.com/Conflux-Chain/conflux-rust,The official Rust implementation of Conflux protocol.,others,24,True,3513.0,595.0,501.0,856.0,122.0,40.0,98.0,1914.0,88.0,427.0,,34.0,2019-03-24 10:30:06,2022-02-16 10:44:50.000,2022-02-16 08:34:04,2022-02-14 09:52:38.000,1.0,,,Conflux-Chain/conflux-rust,,,https://github.com/Conflux-Chain/conflux-rust,GPL-3.0,2.0.0,,,,,,,,,27405.0,,,,,,,,,,,,,,,,,,,,
927,,kda,pact,https://github.com/kadena-io/pact,The Pact Smart Contract Language.,others,24,True,2649.0,23.0,468.0,1801.0,70.0,32.0,18.0,661.0,82.0,229.0,2.0,32.0,2016-11-13 05:16:00,2022-02-16 03:43:09.000,2022-02-10 22:40:12,2022-01-27 14:27:08.070,1.0,,,kadena-io/pact,pact-lang-api,,https://github.com/kadena-io/pact,BSD-3-Clause,4.3.2,,https://www.npmjs.com/package/pact-lang-api,2022-01-27 14:27:08.070,2.0,1730.0,,,,2276.0,,,,,,,,,,,,,,,,,,,,
928,,eth,abi-decoder,https://github.com/ConsenSys/abi-decoder,Nodejs and Javascript library for decoding data params and events from ethereum transactions.,others,24,False,71.0,,456.0,96216.0,130.0,25.0,18.0,49.0,37.0,10.0,5082.0,14.0,2017-02-15 12:23:12,2022-02-11 05:21:38.000,2020-02-04 10:35:39,2021-01-24 14:01:00.329,1.0,,,ConsenSys/abi-decoder,abi-decoder,,https://github.com/ConsenSys/abi-decoder,GPL-3.0,2.4.0,4404.0,https://www.npmjs.com/package/abi-decoder,2021-01-24 14:01:00.329,678.0,96216.0,,,,,,,,,,,,,,,,,,,,,,,,
929,,lpt,go-livepeer,https://github.com/livepeer/go-livepeer,Official Go implementation of the Livepeer protocol.,others,24,True,2736.0,145.0,427.0,221.0,115.0,34.0,58.0,971.0,231.0,1074.0,2.0,40.0,2017-06-19 02:36:09,2022-02-16 18:22:02.000,2022-02-16 18:21:53,2022-02-11 20:37:56.000,1.0,,,livepeer/go-livepeer,,,https://github.com/livepeer/go-livepeer,MIT,0.5.28,2.0,,,,,,,github.com/livepeer/go-Livepeer,12195.0,https://pkg.go.dev/github.com/livepeer/go-Livepeer,2021-11-09 21:22:00.922,,,,,,,,,,,,,,,,,,
930,,rlc,iexec-sdk,https://github.com/iExecBlockchainComputing/iexec-sdk,CLI and JS library allowing developers to easily interact with the iExec stack.,others,24,True,2034.0,18.0,401.0,2115.0,28.0,41.0,218.0,91.0,17.0,48.0,16.0,10.0,2017-07-20 12:48:58,2022-02-16 17:09:04.000,2021-12-20 15:17:28,2022-01-10 11:54:58.987,1.0,,,iExecBlockchainComputing/iexec-sdk,iexec,,https://github.com/iExecBlockchainComputing/iexec-sdk,Apache-2.0,7.0.1,16.0,https://www.npmjs.com/package/iexec,2022-02-04 17:12:53.346,,2115.0,,,,,,,,,,,,,,,,,,,,,,,,
931,,rep,augur,https://github.com/AugurProject/augur,Augur v2 - Prediction Market Protocol and Client.,others,24,True,41711.0,,383.0,128.0,115.0,31.0,37.0,5425.0,158.0,5392.0,16.0,108.0,2018-07-31 05:37:46,2022-02-11 06:42:51.000,2021-11-05 17:40:24,2021-03-05 10:08:40.000,1.0,,,AugurProject/augur,@augurproject/sdk,,https://github.com/AugurProject/augur,MIT,2.1.13,12.0,https://www.npmjs.com/package/@augurproject/sdk,2020-10-30 15:14:43.681,4.0,122.0,,,,174.0,,,,,,,,,,,,,,,,,,,,
932,,dgb,digibyte/digibyte,https://github.com/digibyte/digibyte,DigiByte Core 7.17.2 - CURRENT (1-30-2020) - 8.19.0 Development.,others,24,True,19067.0,,368.0,3538.0,176.0,134.0,11.0,111.0,16.0,109.0,,744.0,2014-01-12 18:53:08,2022-01-02 02:33:24.000,2021-08-22 19:03:30,2019-05-03 17:54:08.000,1.0,,,digibyte/digibyte,,,https://github.com/digibyte/digibyte,MIT,7.17.2,,,,,,,,,307887.0,,,,,,,,,,,,,,,,,,,,
933,,bip,minter-go-node,https://github.com/MinterTeam/minter-go-node,Official Minter Blockchain Implementation in Go.,others,24,True,3733.0,89.0,354.0,425.0,69.0,46.0,100.0,645.0,20.0,74.0,18.0,18.0,2018-05-29 18:06:42,2021-12-28 04:48:25.000,2021-12-28 04:47:52,2021-12-28 04:48:25.000,1.0,,,MinterTeam/minter-go-node,,,https://github.com/MinterTeam/minter-go-node,MIT,2.6.1,13.0,,,,,,,github.com/MinterTeam/minter-go-node,14897.0,https://pkg.go.dev/github.com/MinterTeam/minter-go-node,2021-09-10 09:00:09.588,5.0,,,,,,,,,,,,,,,,,
934,,eth,teku,https://github.com/ConsenSys/teku,Java Implementation of the Ethereum 2.0 Beacon Chain.,others,24,True,3260.0,222.0,350.0,,138.0,33.0,55.0,3482.0,102.0,1405.0,,69.0,2018-09-07 09:30:05,2022-02-16 18:48:53.000,2022-02-16 12:18:49,2022-01-28 00:30:43.000,1.0,,,ConsenSys/teku,,,https://github.com/ConsenSys/teku,Apache-2.0,22.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,,cro,chain-main,https://github.com/crypto-org-chain/chain-main,Crypto.org Chain: Croeseid Testnet and beyond development.,others,24,True,286.0,10.0,332.0,3621.0,242.0,40.0,41.0,309.0,13.0,309.0,5.0,17.0,2020-09-01 09:26:27,2022-02-16 01:07:27.000,2022-02-16 01:07:26,2021-12-03 04:47:21.000,1.0,,,crypto-org-chain/chain-main,,,https://github.com/crypto-org-chain/chain-main,Apache-2.0,3.3.3,,,,,,,,github.com/crypto-org-chain/chain-main/v2,57947.0,https://pkg.go.dev/github.com/crypto-org-chain/chain-main/v2,2021-08-06 02:04:48.000,5.0,,,,,,,,,,,,,,,,,
936,,scrt,SecretNetwork,https://github.com/scrtlabs/SecretNetwork,The Secret Network.,others,24,True,3308.0,54.0,323.0,11494.0,97.0,38.0,115.0,421.0,67.0,391.0,,43.0,2020-01-29 11:02:01,2022-02-16 14:57:02.000,2022-02-16 14:52:04,2022-02-13 13:00:39.000,1.0,,,scrtlabs/SecretNetwork,secretjs,,https://github.com/scrtlabs/SecretNetwork,AGPL-3.0,0.0.01,,https://www.npmjs.com/package/secretjs,2022-02-16 11:06:52.811,,11023.0,,,github.com/enigmampc/EnigmaBlockchain,11315.0,https://pkg.go.dev/github.com/enigmampc/EnigmaBlockchain,2021-12-13 15:11:53.030,,,,,,,,,,,,,,,,,,
937,,eth,populus,https://github.com/ethereum/populus,The Ethereum development framework with the most cute animal pictures.,others,24,False,1130.0,,317.0,1362.0,112.0,26.0,103.0,294.0,76.0,127.0,97.0,36.0,2015-08-19 02:04:13,2022-01-12 14:06:34.000,2019-02-25 16:29:29,2017-12-12 19:44:26.000,1.0,,,ethereum/populus,,,https://github.com/ethereum/populus,MIT,2.2.0,,,,,,,,,,,,,populus,https://pypi.org/project/populus,2017-12-12 19:44:26,1362.0,,,,,,,,,97.0,,,,
938,,eth,tests,https://github.com/ethereum/tests,Common tests for all Ethereum implementations.,others,24,True,3049.0,43.0,304.0,13.0,232.0,68.0,23.0,741.0,24.0,257.0,18.0,72.0,2013-12-31 02:09:03,2022-02-16 15:12:11.000,2022-02-02 19:00:41,2022-01-09 12:43:50.000,1.0,,,ethereum/tests,ethereum-tests,,https://github.com/ethereum/tests,MIT,10.3,,https://www.npmjs.com/package/ethereum-tests,2015-04-08 18:00:08.937,18.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
939,,ant,aragon/ui,https://github.com/aragon/ui,UI kit for decentralized apps.,others,24,True,833.0,,300.0,1014.0,107.0,34.0,102.0,685.0,52.0,148.0,737.0,44.0,2017-10-04 09:52:20,2022-02-13 02:45:54.000,2021-10-22 16:27:53,2021-10-22 16:31:17.601,1.0,,,aragon/ui,@aragon/ui,,https://github.com/aragon/ui,MIT,1.9.3,665.0,https://www.npmjs.com/package/@aragon/ui,2021-10-22 16:31:17.601,72.0,1014.0,,,,,,,,,,,,,,,,,,,,,,,,
940,,mln,enzymefinance/protocol,https://github.com/enzymefinance/protocol,Enzyme Protocol Implementation.,others,24,True,5507.0,46.0,286.0,3126.0,103.0,52.0,19.0,522.0,3.0,523.0,9.0,29.0,2016-11-04 23:44:25,2022-02-12 18:38:26.000,2022-02-12 18:38:04,2021-08-03 13:46:14.309,1.0,,,enzymefinance/protocol,@enzymefinance/protocol,,https://github.com/enzymefinance/protocol,GPL-3.0,2.0.11,9.0,https://www.npmjs.com/package/@enzymefinance/protocol,2022-01-31 08:21:40.348,,3122.0,,,,264.0,,,,,,,,,,,,,,,,,,,,
941,,stc,starcoin,https://github.com/starcoinorg/starcoin,A Layered Cryptocurrency and Decentralized Blockchain System.,others,24,True,3345.0,91.0,273.0,270.0,77.0,29.0,61.0,2360.0,123.0,676.0,,31.0,2020-02-06 20:26:56,2022-02-16 09:26:19.000,2022-02-14 14:43:03,2022-02-15 01:35:50.000,1.0,,,starcoinorg/starcoin,,,https://github.com/starcoinorg/starcoin,Apache-2.0,1.10.0-rc.1,,,,,,,,,5683.0,,,,,,,,,,,,,,,,,,,,
942,,eth,openzeppelin-upgrades,https://github.com/OpenZeppelin/openzeppelin-upgrades,Plugins for Hardhat and Truffle to deploy and manage upgradeable contracts on Ethereum.,others,24,True,469.0,35.0,260.0,52903.0,115.0,16.0,65.0,282.0,63.0,180.0,53.0,20.0,2020-06-19 20:03:11,2022-02-16 17:48:01.000,2022-02-08 19:28:44,2022-01-31 19:02:46.000,1.0,,,OpenZeppelin/openzeppelin-upgrades,@openzeppelin/hardhat-upgrades,,https://github.com/OpenZeppelin/openzeppelin-upgrades,MIT,@openzeppelin/hardhat-upgrades@1.14.0,49.0,https://www.npmjs.com/package/@openzeppelin/hardhat-upgrades,2022-01-31 18:59:01.779,4.0,52903.0,,,,,,,,,,,,,,,,,,,,,,,,
943,,atom,iavl,https://github.com/cosmos/iavl,Merkleized IAVL+ Tree implementation in Go.,others,24,True,1016.0,11.0,237.0,,125.0,30.0,62.0,369.0,25.0,75.0,2400.0,47.0,2017-08-31 10:12:07,2022-02-16 04:10:27.000,2022-02-08 00:16:33,2021-12-01 10:33:54.000,1.0,,,cosmos/iavl,,,https://github.com/cosmos/iavl,Apache-2.0,0.17.3,1883.0,,,,,,,github.com/tendermint/iavl,,https://pkg.go.dev/github.com/tendermint/iavl,2021-12-01 10:31:39.000,517.0,,,,,,,,,,,,,,,,,
944,,zec,librustzcash,https://github.com/zcash/librustzcash,Rust-language assets for Zcash.,others,24,True,2209.0,171.0,236.0,983.0,162.0,29.0,5.0,303.0,97.0,113.0,,36.0,2017-03-17 16:53:39,2022-02-16 15:21:09.000,2022-02-16 15:17:53,2021-12-17 22:01:20.478,1.0,,,zcash/librustzcash,,,https://github.com/zcash/librustzcash,MIT,0.1.0,,,,,,,,,,,,,,,,,zcash_note_encryption,https://crates.io/crates/zcash_note_encryption,2021-12-17 22:01:20.478,,983.0,3019.0,,,,,,,
945,,uni,v3-staker,https://github.com/Uniswap/v3-staker,Canonical liquidity mining contract for Uniswap V3.,others,24,True,198.0,10.0,226.0,38190.0,89.0,19.0,3.0,126.0,6.0,92.0,261.0,10.0,2021-05-04 21:55:45,2021-12-20 18:23:32.000,2021-12-20 18:23:23,2021-11-29 22:07:24.000,1.0,,,Uniswap/v3-staker,@uniswap/v3-staker,,https://github.com/Uniswap/v3-staker,GPL-3.0,1.0.2,261.0,https://www.npmjs.com/package/@uniswap/v3-staker,2021-11-29 15:57:56.084,,38190.0,,,,,,,,,,,,,,,,,,,,,,,,
946,,band,bandchain,https://github.com/bandprotocol/bandchain,BandChain - Decentralized Data Delivery Network.,others,24,True,9889.0,,221.0,194.0,46.0,20.0,26.0,1942.0,118.0,1381.0,25.0,26.0,2018-05-24 02:51:09,2022-02-12 20:43:25.000,2021-05-05 04:38:39,2021-04-21 04:08:29.000,1.0,,,bandprotocol/bandchain,,,https://github.com/bandprotocol/bandchain,Apache-2.0,1.3.0,25.0,,,,,,,,4665.0,,,,,,,,,,,,,,,,,,,,
947,,neo,neo-node,https://github.com/neo-project/neo-node,,others,24,True,316.0,4.0,216.0,1703.0,222.0,47.0,47.0,394.0,72.0,383.0,12.0,45.0,2017-07-13 09:32:17,2022-02-10 09:51:01.000,2021-12-15 11:08:14,2021-12-02 08:24:52.000,1.0,,,neo-project/neo-node,,,https://github.com/neo-project/neo-node,MIT,3.1.0,12.0,,,,,,,,93666.0,,,,,,,,,,,,,,,,,,,,
948,,dot,schnorrkel,https://github.com/w3f/schnorrkel,Schnorr VRFs and signatures on the Ristretto group.,others,24,True,681.0,,214.0,55566.666666666664,60.0,15.0,22.0,20.0,21.0,36.0,109.0,26.0,2018-11-13 00:52:11,2021-12-31 21:12:42.000,2021-10-16 11:47:46,2021-10-18 07:46:46.109,1.0,,,w3f/schnorrkel,,,https://github.com/w3f/schnorrkel,BSD-3-Clause,0.10.2,,,,,,,,,,,,,,,,,schnorrkel,https://crates.io/crates/schnorrkel,2021-10-18 07:46:46.109,109.0,55566.666666666664,929878.0,,,,,,,
949,,glm,yagna,https://github.com/golemfactory/yagna,An open platform and marketplace for distributed computations.,others,24,True,3883.0,129.0,213.0,1285.0,23.0,23.0,54.0,1025.0,223.0,571.0,2.0,31.0,2019-11-15 14:28:03,2022-02-16 18:35:17.000,2022-02-16 18:35:16,2022-01-10 16:24:22.000,1.0,,,golemfactory/yagna,,,https://github.com/golemfactory/yagna,GPL-3.0,0.9.2,,,,,,,,,24749.0,,,,,,,,ya-agreement-utils,https://crates.io/crates/ya-agreement-utils,2021-12-20 15:41:18.868,2.0,48.0,1065.0,,,,,,,
950,,sqt,subql,https://github.com/subquery/subql,"Indexer service in our @subql toolkit, can load users subquery then fetch, process and persist to db accordingly.",others,24,True,818.0,178.0,207.0,17.0,64.0,32.0,59.0,563.0,57.0,189.0,3608.0,16.0,2020-12-15 02:31:38,2022-02-16 07:40:42.000,2022-02-16 04:20:31,2022-02-16 04:24:54.000,1.0,,,subquery/subql,@subqlmono/node,,https://github.com/subquery/subql,Apache-2.0,node/0.28.2,3608.0,https://www.npmjs.com/package/@subqlmono/node,2021-07-15 22:57:44.137,,17.0,,,,,,,,,,,,,,,,,,,,,,,,
951,,keep,tbtc,https://github.com/keep-network/tbtc,Trustlessly tokenized Bitcoin on Ethereum ;).,others,24,True,3698.0,8.0,205.0,1491.0,38.0,31.0,76.0,535.0,47.0,245.0,61.0,21.0,2019-02-21 19:39:41,2022-02-11 02:24:29.000,2022-02-07 10:12:24,2021-03-11 13:21:45.000,1.0,,,keep-network/tbtc,@keep-network/tbtc,,https://github.com/keep-network/tbtc,MIT,v1.2.0,57.0,https://www.npmjs.com/package/@keep-network/tbtc,2022-01-07 14:02:38.595,2.0,1491.0,,,github.com/keep-network/tbtc,,https://pkg.go.dev/github.com/keep-network/tbtc,2021-03-11 13:21:45.000,2.0,,,,,,,,,,,,,,,,,
952,,nos,nos/client,https://github.com/nos/client,The nOS Client.,others,24,True,1301.0,13.0,198.0,1902.0,75.0,42.0,24.0,1223.0,49.0,174.0,,29.0,2018-02-12 15:54:37,2022-02-12 20:38:49.000,2021-11-21 20:22:55,2021-11-24 11:49:19.000,1.0,,,nos/client,,,https://github.com/nos/client,MIT,0.6.6,,,,,,,,,83704.0,,,,,,,,,,,,,,,,,,,,
953,,eos,eosjs-api,https://github.com/EOSIO/eosjs-api,Application programming interface to EOS blockchain nodes.,others,24,False,164.0,,180.0,9959.0,91.0,49.0,53.0,21.0,13.0,16.0,1831.0,6.0,2017-08-03 18:25:34,2022-01-27 14:39:46.000,2018-10-10 13:10:17,2018-09-11 16:23:28.000,1.0,,,EOSIO/eosjs-api,eosjs-api,,https://github.com/EOSIO/eosjs-api,MIT,7.0.4,1557.0,https://www.npmjs.com/package/eosjs-api,2018-09-11 16:22:38.196,274.0,9959.0,,,,,,,,,,,,,,,,,,,,,,,,
954,,algo,pyteal,https://github.com/algorand/pyteal,Algorand Smart Contracts in Python.,others,24,True,238.0,15.0,166.0,4161.0,56.0,16.0,12.0,111.0,30.0,57.0,147.0,21.0,2019-10-02 22:00:39,2022-02-16 03:36:53.000,2022-02-10 15:30:16,2021-11-09 16:06:43.000,1.0,,,algorand/pyteal,,,https://github.com/algorand/pyteal,MIT,0.9.1,145.0,,,,,,,,,,,,pyteal,https://pypi.org/project/pyteal,2021-11-09 16:06:43,4161.0,,,,,,,,,2.0,,,,
955,,flow,flow-cli,https://github.com/onflow/flow-cli,The Flow CLI is a command-line interface that provides useful utilities for building Flow applications.,others,24,True,2272.0,152.0,160.0,,22.0,35.0,88.0,288.0,22.0,154.0,31.0,29.0,2020-10-30 20:46:17,2022-02-16 15:26:24.000,2022-02-16 15:08:19,2022-02-16 15:26:24.000,1.0,,,onflow/flow-cli,,,https://github.com/onflow/flow-cli,Apache-2.0,0.31.1,24.0,,,,,,,github.com/onflow/flow-cli,,https://pkg.go.dev/github.com/onflow/flow-cli,2022-02-03 21:22:23.000,7.0,,,,,,,,,,,,,,,,,
956,,ens,ensjs,https://github.com/ensdomains/ensjs,Javascript bindings for the Ethereum Name Service.,others,24,False,113.0,3.0,145.0,64123.0,68.0,11.0,25.0,34.0,40.0,16.0,4360.0,14.0,2016-08-26 13:54:53,2022-02-15 22:45:52.000,2022-02-15 22:45:07,2022-02-15 22:46:06.000,1.0,,2.0,ensdomains/ensjs,ethereum-ens,,https://github.com/ensdomains/ensjs,BSD-2-Clause,2.1.0,4248.0,https://www.npmjs.com/package/ethereum-ens,2020-01-30 02:02:07.650,112.0,64123.0,,,,,,,,,,,,,,,,,,,,,,,,
957,,atom,ibc-go,https://github.com/cosmos/ibc-go,Interblockchain Communication Protocol (IBC) implementation in Golang.,others,24,False,290.0,117.0,142.0,0.0,90.0,22.0,166.0,546.0,178.0,228.0,875.0,28.0,2021-02-10 15:22:10,2022-02-16 18:05:48.000,2022-02-16 14:54:14,2022-02-03 11:10:45.000,1.0,,,cosmos/ibc-go,,,https://github.com/cosmos/ibc-go,MIT,2.0.3,700.0,,,,,,,github.com/cosmos/ibc-go,7.0,https://pkg.go.dev/github.com/cosmos/ibc-go,2022-02-10 21:16:26.000,175.0,,,,,,,,,,,,,,,,,
958,,ast,airswap-protocols,https://github.com/airswap/airswap-protocols,AirSwap Contracts and Tools.,others,24,False,3623.0,87.0,135.0,319.0,55.0,10.0,25.0,630.0,49.0,128.0,62.0,21.0,2019-07-08 22:58:24,2022-02-15 11:50:57.000,2022-02-15 11:50:57,2021-09-03 08:37:34.000,1.0,,,airswap/airswap-protocols,@airswap/wrapper,,https://github.com/airswap/airswap-protocols,MIT,2.0.0,58.0,https://www.npmjs.com/package/@airswap/wrapper,2021-05-19 22:28:05.484,4.0,319.0,,,,,,,,,,,,,,,,,,,,,,,,
959,,etc,core-geth,https://github.com/etclabscore/core-geth,A highly configurable Go implementation of the Ethereum protocol.,others,24,False,16091.0,46.0,133.0,4160.0,84.0,14.0,72.0,286.0,49.0,120.0,3.0,670.0,2020-02-19 14:14:21,2022-02-15 06:07:42.000,2022-02-14 15:18:48,2022-01-13 21:45:15.000,1.0,,,etclabscore/core-geth,,,https://github.com/etclabscore/core-geth,LGPL-3.0,1.12.6,3.0,,,,,,,github.com/etclabscore/multi-geth,95697.0,https://pkg.go.dev/github.com/etclabscore/multi-geth,2022-01-14 14:05:48.000,,,,,,,,,,,,,,,,,,
960,,ckb,neuron,https://github.com/nervosnetwork/neuron,Neuron: Nervos CKB Wallet.,others,24,False,5283.0,67.0,128.0,2975.0,42.0,25.0,94.0,2047.0,36.0,187.0,1.0,24.0,2019-01-15 02:23:55,2022-02-16 11:02:59.000,2022-02-16 03:29:25,2021-12-10 09:47:14.000,1.0,,,nervosnetwork/neuron,@nervina-labs/ckb-indexer,,https://github.com/nervosnetwork/neuron,MIT,0.101.2,1.0,https://www.npmjs.com/package/@nervina-labs/ckb-indexer,2021-12-02 10:14:20.972,,16.0,,,,91753.0,,,,,,,,,,,,,,,,,,,,
