,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,labels,trending,github_id,npm_id,maven_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,cargo_id,github_release_downloads,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,maven_dependent_project_count,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,updated_github_id
814,,revu,cardano-node,https://github.com/input-output-hk/cardano-node,The core component that is used to participate in a Cardano decentralised blockchain.,others,27,True,5761.0,319.0,2634.0,30.0,554.0,208.0,37.0,2552.0,429.0,786.0,,113.0,2019-05-23 20:12:22,2022-05-04 18:07:22.000,2022-05-03 12:10:12,2022-03-07 15:40:47.000,1.0,,,input-output-hk/cardano-node,,,https://github.com/input-output-hk/cardano-node,Apache-2.0,1.34.1,,,,,,,,,853.0,,,,,,,,,,,,,,,,,,,,
815,,hns,hsd,https://github.com/handshake-org/hsd,Handshake Daemon & Full Node.,others,27,True,6108.0,37.0,1597.0,181.0,218.0,84.0,13.0,427.0,118.0,202.0,147.0,59.0,2018-03-12 03:11:06,2022-05-04 18:26:49.000,2022-05-03 10:35:23,2021-10-21 14:53:22.000,1.0,,,handshake-org/hsd,hsd,,https://github.com/handshake-org/hsd,MIT,3.0.1,123.0,https://www.npmjs.com/package/hsd,2021-10-21 14:53:11.460,24.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,
816,,nim,qr-scanner,https://github.com/nimiq/qr-scanner,Lightweight Javascript QR Code Scanner.,others,27,True,152.0,8.0,1257.0,39729.0,354.0,34.0,7.0,26.0,39.0,105.0,797.0,13.0,2017-11-19 23:09:15,2022-05-02 11:58:48.000,2022-05-02 11:58:48,2022-02-22 22:33:48.529,1.0,,,nimiq/qr-scanner,qr-scanner,org.webjars.npm:qr-scanner,https://github.com/nimiq/qr-scanner,MIT,1.4.1,779.0,https://www.npmjs.com/package/qr-scanner,2022-02-22 22:33:48.529,18.0,39729.0,https://search.maven.org/artifact/org.webjars.npm/qr-scanner,2019-07-25 00:00:00,,,,,,,,,,,,,,,,,,,,,,
817,,ada,daedalus,https://github.com/input-output-hk/daedalus,"The open source cryptocurrency wallet for ada, built to grow with the community.",others,27,True,9738.0,400.0,1186.0,120.0,294.0,109.0,91.0,2450.0,109.0,446.0,,65.0,2016-10-05 13:48:54,2022-05-04 15:33:18.000,2022-05-04 11:06:46,2022-04-13 07:34:16.000,1.0,,,input-output-hk/daedalus,,,https://github.com/input-output-hk/daedalus,Apache-2.0,4.9.1,,,,,,,,,7968.0,,,,,,,,,,,,,,,,,,,,
818,,eth,eth-lightwallet,https://github.com/ConsenSys/eth-lightwallet,Lightweight JS Wallet for Node and the browser.,others,27,False,264.0,,1173.0,12729.0,427.0,79.0,27.0,96.0,80.0,72.0,2950.0,21.0,2015-06-12 18:56:52,2021-10-04 21:35:42.000,2019-07-16 09:15:30,2019-07-16 09:17:23.733,1.0,,,ConsenSys/eth-lightwallet,eth-lightwallet,org.webjars.npm:eth-lightwallet,https://github.com/ConsenSys/eth-lightwallet,MIT,4.0.0,2541.0,https://www.npmjs.com/package/eth-lightwallet,2019-07-16 09:17:23.733,409.0,12729.0,https://search.maven.org/artifact/org.webjars.npm/eth-lightwallet,2018-02-27 00:00:00,,,,,,,,,,,,,,,,,,,,,,
819,,mask,Maskbook,https://github.com/DimensionDev/Maskbook,"The portal to the new, open Internet. ([I:b]).",others,27,True,6595.0,482.0,1166.0,901.0,244.0,55.0,100.0,4087.0,155.0,1903.0,,56.0,2019-04-01 07:13:57,2022-05-04 17:31:32.000,2022-05-04 09:44:24,2022-04-27 09:27:24.000,1.0,,,DimensionDev/Maskbook,,,https://github.com/DimensionDev/Maskbook,AGPL-3.0,2.7.0,,,,,,,,,14431.0,,,,,,,,,,,,,,,,,,,,
820,,neo,neon-wallet,https://github.com/CityOfZion/neon-wallet,Light wallet for the NEO blockchain.,others,27,True,2596.0,20.0,1051.0,47020.0,312.0,99.0,46.0,1007.0,64.0,1333.0,,80.0,2017-06-28 05:11:01,2022-05-03 14:31:06.000,2022-05-02 20:42:14,2022-05-03 14:30:25.000,1.0,,,CityOfZion/neon-wallet,,,https://github.com/CityOfZion/neon-wallet,MIT,2.12.9,,,,,,,,,2727215.0,,,,,,,,,,,,,,,,,,,,
821,,algo,go-algorand,https://github.com/algorand/go-algorand,Algorands official implementation in Go.,others,27,True,3003.0,238.0,1033.0,374.0,310.0,63.0,98.0,2698.0,342.0,904.0,52.0,78.0,2019-06-11 00:48:32,2022-05-04 18:17:00.000,2022-05-04 04:53:11,2022-05-03 14:57:14.000,1.0,,,algorand/go-algorand,,,https://github.com/algorand/go-algorand,,3.6.2-beta,47.0,,,,,,,,10485.0,,,,,,github.com/algorand/go-algorand,https://pkg.go.dev/github.com/algorand/go-algorand,2021-04-24 12:53:11.000,5.0,,,,,,,,,,,
822,,ont,ontology,https://github.com/ontio/ontology,Official Go implementation of the Ontology protocol. https://dev-docs.ont.io/#/.,others,27,True,2349.0,14.0,790.0,378.0,317.0,122.0,111.0,1187.0,63.0,191.0,226.0,72.0,2018-04-13 06:41:29,2022-05-02 09:09:10.000,2022-05-02 09:07:54,2022-03-24 12:15:19.000,1.0,,,ontio/ontology,,,https://github.com/ontio/ontology,LGPL-3.0,2.3.7,194.0,,,,,,,,18563.0,,,,,,github.com/ontio/ontology,https://pkg.go.dev/github.com/ontio/ontology,2022-03-30 07:22:17.000,32.0,,,,,,,,,,,
823,,uni,v3-periphery,https://github.com/Uniswap/v3-periphery,Peripheral smart contracts for interacting with Uniswap v3.,others,27,True,345.0,3.0,690.0,104401.0,484.0,43.0,31.0,131.0,43.0,81.0,1592.0,12.0,2021-02-19 19:50:11,2022-05-02 01:45:44.000,2022-04-22 19:35:29,2022-04-22 19:35:54.663,1.0,,,Uniswap/v3-periphery,@uniswap/v3-periphery,,https://github.com/Uniswap/v3-periphery,GPL-2.0,1.4.1,1592.0,https://www.npmjs.com/package/@uniswap/v3-periphery,2022-04-22 19:35:54.663,,104401.0,,,,,,,,,,,,,,,,,,,,,,,,
824,,dot,jsonrpc,https://github.com/paritytech/jsonrpc,Rust JSON-RPC implementation.,others,27,True,770.0,2.0,670.0,198922.0,183.0,46.0,56.0,437.0,65.0,169.0,403.0,73.0,2016-11-21 15:32:15,2022-04-19 17:18:46.000,2022-04-12 15:48:08,2021-07-20 15:53:06.950,1.0,,,paritytech/jsonrpc,,,https://github.com/paritytech/jsonrpc,MIT,18.0.0,,,,,,,,jsonrpc-core,,https://crates.io/crates/jsonrpc-core,2021-07-20 15:53:06.950,403.0,198922.0,4475734.0,,,,,,,,,,,,,,,
825,,ant,aragonOS,https://github.com/aragon/aragonOS,(Aragon 1) Reference implementation for aragonOS: a Solidity framework for building complex dApps and protocols.,others,27,False,1359.0,,592.0,2323.0,211.0,50.0,49.0,405.0,49.0,187.0,1054.0,42.0,2017-04-10 10:11:09,2022-04-28 16:47:14.000,2020-09-29 16:29:41,2020-08-25 19:59:21.000,1.0,,,aragon/aragonOS,@aragon/os,,https://github.com/aragon/aragonOS,GPL-3.0,5.0.0-rc.0,876.0,https://www.npmjs.com/package/@aragon/os,2020-08-26 18:56:48.939,178.0,2323.0,,,,,,,,,,,,,,,,,,,,,,,,
826,,audio,audius-protocol,https://github.com/AudiusProject/audius-protocol,"The Audius Protocol - Freedom to share, monetize, and listen to any audio content.",others,27,True,2351.0,465.0,434.0,16637.0,75.0,26.0,398.0,3005.0,87.0,17.0,31.0,26.0,2019-08-11 22:31:43,2022-05-04 18:17:23.000,2022-05-04 17:18:55,2022-04-26 23:05:28.339,1.0,,,AudiusProject/audius-protocol,@audius/libs,,https://github.com/AudiusProject/audius-protocol,Apache-2.0,1.2.112,29.0,https://www.npmjs.com/package/@audius/libs,2022-05-03 19:09:01.632,2.0,16637.0,,,,,,,,,,,,,,,,,,,,,,,,
827,,nkn,nkn,https://github.com/nknorg/nkn,Official Go implementation of NKN full node.,others,27,True,1953.0,19.0,422.0,169149.0,148.0,47.0,76.0,746.0,17.0,92.0,17.0,43.0,2018-01-26 12:07:15,2022-04-20 20:21:20.000,2022-04-20 20:21:20,2022-02-24 03:25:44.000,1.0,,,nknorg/nkn,,,https://github.com/nknorg/nkn,Apache-2.0,2.1.8,11.0,,,,,,,,7950010.0,,,,,,github.com/nknorg/nkn/v2,https://pkg.go.dev/github.com/nknorg/nkn/v2,2022-02-24 03:17:27.000,6.0,,,,,,,,,,,
828,,wncg,libplanet,https://github.com/planetarium/libplanet,Distributed ledger core in C#/.NET for decentralized online games.,others,27,True,5284.0,344.0,413.0,1594.0,111.0,26.0,98.0,1371.0,194.0,368.0,23.0,51.0,2018-11-18 13:43:19,2022-05-04 15:04:07.000,2022-04-28 09:50:21,2022-04-28 06:23:39.108,1.0,,,planetarium/libplanet,@planetarium/cli,,https://github.com/planetarium/libplanet,LGPL-2.1,0.33.1,23.0,https://www.npmjs.com/package/@planetarium/cli,2022-04-28 06:23:39.108,,943.0,,,,25427.0,,,,,,,,,,,,,,,,,,,,
829,,celo,celo-blockchain,https://github.com/celo-org/celo-blockchain,Official repository for the golang Celo Blockchain.,others,27,True,14411.0,40.0,372.0,4773.0,122.0,72.0,407.0,1086.0,183.0,626.0,21.0,685.0,2018-03-23 00:51:51,2022-05-03 23:33:35.000,2022-04-26 09:35:25,2022-03-30 15:47:32.988,1.0,,,celo-org/celo-blockchain,@celo/client,,https://github.com/celo-org/celo-blockchain,LGPL-3.0,0.0.412,7.0,https://www.npmjs.com/package/@celo/client,2022-03-30 15:47:32.988,3.0,4766.0,,,,174.0,,,,,,github.com/celo-org/celo-blockchain,https://pkg.go.dev/github.com/celo-org/celo-blockchain,2022-03-10 21:24:55.000,11.0,,,,,,,,,,,
830,,miota,goshimmer,https://github.com/iotaledger/goshimmer,Prototype implementation of IOTA 2.0.,others,27,True,2539.0,77.0,357.0,433.0,115.0,50.0,197.0,1533.0,86.0,571.0,87.0,52.0,2019-03-28 14:10:32,2022-05-04 14:57:19.000,2022-05-02 08:48:09,2022-04-25 07:41:26.000,1.0,,,iotaledger/goshimmer,,,https://github.com/iotaledger/goshimmer,Apache-2.0,0.8.12,80.0,,,,,,,,11705.0,,,,,,github.com/iotaledger/goshimmer,https://pkg.go.dev/github.com/iotaledger/goshimmer,2022-04-25 07:32:56.000,7.0,,,,,,,,,,,
831,,matic,matic.js,https://github.com/maticnetwork/matic.js,Javascript developer library to interact with Matic Network.,others,27,True,1009.0,22.0,344.0,12293.0,148.0,36.0,89.0,224.0,2.0,70.0,626.0,38.0,2018-08-23 12:50:03,2022-05-03 11:42:05.942,2022-05-03 11:39:13,2022-05-03 11:42:05.942,1.0,,,maticnetwork/matic.js,@maticnetwork/maticjs,,https://github.com/maticnetwork/matic.js,MIT,3.3.0,624.0,https://www.npmjs.com/package/@maticnetwork/maticjs,2022-05-03 11:42:05.942,2.0,12293.0,,,,,,,,,,,,,,,,,,,,,,,,
832,,dfi,ain,https://github.com/DeFiCh/ain,DeFi Blockchain - enabling decentralized finance on Bitcoin.,others,27,True,60407.0,55.0,298.0,1084.0,78.0,35.0,65.0,907.0,62.0,235.0,,824.0,2019-12-15 14:37:57,2022-05-04 13:08:53.000,2022-04-29 12:37:28,2022-04-01 14:13:33.000,1.0,,,DeFiCh/ain,,,https://github.com/DeFiCh/ain,MIT,2.7.0,,,,,,,,,27117.0,,,,,,,,,,,,,,,,,,,,
833,,gno,safe-react,https://github.com/safe-global/safe-react,Gnosis Safe The most trusted platform to store digital assets on Ethereum.,others,27,True,4216.0,205.0,251.0,1831.0,233.0,17.0,100.0,1985.0,120.0,1703.0,,43.0,2018-03-05 12:02:16,2022-05-04 16:17:41.000,2022-05-04 07:32:20,2022-04-28 05:58:07.000,1.0,,,gnosis/safe-react,,,https://github.com/safe-global/safe-react,MIT,3.25.0,,,,,,,,,40298.0,,,,,,,,,,,,,,,,,,,,safe-global/safe-react
834,,trx,tronweb,https://github.com/tronprotocol/tronweb,Javascript API Library for interacting with the TRON Network.,others,27,True,1117.0,2.0,197.0,107243.0,137.0,20.0,121.0,137.0,1.0,117.0,2049.0,40.0,2019-05-07 19:14:20,2022-04-29 14:06:06.000,2022-04-21 08:15:56,2022-01-12 07:23:39.763,1.0,,,tronprotocol/tronweb,tronweb,,https://github.com/tronprotocol/tronweb,MIT,4.1.0,1900.0,https://www.npmjs.com/package/tronweb,2022-01-12 07:23:39.763,149.0,107243.0,,,,,,,,,,,,,,,,,,,,,,,,
835,,algo,py-algorand-sdk,https://github.com/algorand/py-algorand-sdk,Algorand Python SDK.,others,27,True,397.0,84.0,184.0,15163.0,84.0,13.0,32.0,214.0,33.0,100.0,324.0,36.0,2019-06-12 13:22:28,2022-05-04 17:33:25.000,2022-05-04 17:33:23,2022-05-02 15:06:08.000,1.0,,,algorand/py-algorand-sdk,,,https://github.com/algorand/py-algorand-sdk,MIT,1.13.0,311.0,,,,,,,,,,,,,,,,,,py-algorand-sdk,https://pypi.org/project/py-algorand-sdk,2022-05-02 15:10:35,15163.0,,,13.0,,,,
836,,uni,default-token-list,https://github.com/Uniswap/default-token-list,The Uniswap default token list.,others,27,True,72.0,5.0,169.0,60619.0,632.0,22.0,15.0,104.0,811.0,154.0,2706.0,8.0,2020-07-20 13:45:20,2022-04-20 20:52:10.000,2022-04-20 20:52:08,2022-04-20 02:35:20.156,1.0,,,Uniswap/default-token-list,@uniswap/default-token-list,,https://github.com/Uniswap/default-token-list,GPL-3.0,3.2.0,2705.0,https://www.npmjs.com/package/@uniswap/default-token-list,2022-04-20 02:35:20.156,1.0,60619.0,,,,,,,,,,,,,,,,,,,,,,,,
837,,hopr,hoprnet,https://github.com/hoprnet/hoprnet,HOPR is an open incentivized mixnet which enables privacy-preserving point-to-point data exchange. HOPR is similar to..,others,27,False,14475.0,690.0,115.0,12864.0,45.0,11.0,1492.0,2423.0,222.0,1124.0,4.0,47.0,2020-08-10 11:57:55,2022-05-04 12:54:13.000,2022-05-04 11:11:45,2022-05-04 07:14:29.000,1.0,,,hoprnet/hoprnet,@hoprnet/hopr-ethereum,,https://github.com/hoprnet/hoprnet,GPL-3.0,1.88.40,,https://www.npmjs.com/package/@hoprnet/hopr-ethereum,2022-05-04 11:03:06.964,4.0,12864.0,,,,,,,,,,,,,,,,,,,,,,,,
838,,atom,gaia,https://github.com/cosmos/gaia,Cosmos Hub.,others,27,False,476.0,80.0,99.0,1220.0,424.0,58.0,72.0,935.0,90.0,435.0,46.0,64.0,2019-04-02 19:04:40,2022-05-03 19:22:39.000,2022-04-28 13:04:37,2022-04-13 15:21:16.000,1.0,,,cosmos/gaia,,,https://github.com/cosmos/gaia,Apache-2.0,7.0.1,40.0,,,,,,,,40282.0,,,,,,github.com/cosmos/gaia,https://pkg.go.dev/github.com/cosmos/gaia,2022-04-13 13:36:21.000,6.0,,,,,,,,,,,
839,,xym,symbol-sdk-typescript-javascript,https://github.com/symbol/symbol-sdk-typescript-javascript,Symbol SDK for TypeScript & JavaScript.,others,27,False,1989.0,14.0,97.0,4693.0,54.0,40.0,234.0,429.0,37.0,374.0,281.0,29.0,2018-03-25 15:36:53,2022-03-11 14:48:38.059,2022-03-02 07:13:58,2022-03-02 07:22:47.000,1.0,,,symbol/symbol-sdk-typescript-javascript,symbol-sdk,,https://github.com/symbol/symbol-sdk-typescript-javascript,Apache-2.0,2.0.0,260.0,https://www.npmjs.com/package/symbol-sdk,2022-03-11 14:48:38.059,21.0,4693.0,,,,,,,,,,,,,,,,,,,,,,,,
840,,dot,polkadot-js/ui,https://github.com/polkadot-js/ui,Re-usable browser libraries and React UI components used inside the polkadot.{js} family of Polkadot and Substrate..,others,27,False,1296.0,56.0,97.0,30914.0,60.0,4.0,454.0,578.0,3.0,51.0,447.0,34.0,2018-12-05 10:24:27,2022-04-30 05:54:54.000,2022-04-30 05:52:47,2022-04-30 05:54:54.000,1.0,,,polkadot-js/ui,@polkadot/ui-shared,,https://github.com/polkadot-js/ui,Apache-2.0,2.1.1,424.0,https://www.npmjs.com/package/@polkadot/ui-shared,2022-04-30 05:53:10.358,23.0,30914.0,,,,,,,,,,,,,,,,,,,,,,,,
841,,klay,caver-js,https://github.com/klaytn/caver-js,Official caver-js repository.,others,27,False,1532.0,122.0,90.0,20279.0,62.0,16.0,202.0,534.0,10.0,103.0,1137.0,25.0,2019-06-11 01:22:17,2022-04-18 06:14:25.000,2022-04-18 06:06:01,2022-04-01 07:31:40.091,1.0,,,klaytn/caver-js,caver-js,,https://github.com/klaytn/caver-js,LGPL-3.0,1.8.1,1079.0,https://www.npmjs.com/package/caver-js,2022-04-18 06:14:22.558,58.0,20279.0,,,,,,,,,,,,,,,,,,,,,,,,
842,,ocean,ocean.js,https://github.com/oceanprotocol/ocean.js,"Ocean Protocol JavaScript library to privately & securely publish, exchange, and consume data.",others,27,False,2283.0,208.0,79.0,3702.0,40.0,16.0,150.0,1168.0,33.0,246.0,65.0,23.0,2020-05-18 11:43:18,2022-05-04 16:25:19.000,2022-05-03 16:06:39,2022-01-04 06:48:09.149,1.0,,,oceanprotocol/ocean.js,@oceanprotocol/lib,,https://github.com/oceanprotocol/ocean.js,Apache-2.0,0.20.2,64.0,https://www.npmjs.com/package/@oceanprotocol/lib,2022-04-29 13:28:39.797,1.0,2767.0,,,,17777.0,,,,,,,,,,,,,,,,,,,,
843,,eth,aleth,https://github.com/ethereum/aleth,"Aleth Ethereum C++ client, tools and libraries.",others,26,True,34262.0,,3913.0,536.0,2242.0,478.0,46.0,3266.0,339.0,1960.0,,194.0,2013-12-26 21:26:06,2021-10-28 10:18:15.000,2021-10-28 10:18:10,2019-12-16 19:54:14.000,1.0,,,ethereum/aleth,,,https://github.com/ethereum/aleth,GPL-3.0,1.8.0,,,,,,,,,50454.0,,,,,,,,,,,,,,,,,,,,
844,,eth,remix-ide,https://github.com/ethereum/remix-ide,Documentation for Remix IDE.,others,26,True,8406.0,27.0,1941.0,1172.0,815.0,112.0,44.0,1789.0,2.0,,13.0,131.0,2016-05-17 23:17:34,2022-05-04 03:14:30.000,2022-04-28 14:31:03,2021-03-17 13:24:45.000,1.0,,,ethereum/remix-ide,remix-ide,,https://github.com/ethereum/remix-ide,MIT,0.10.4,,https://www.npmjs.com/package/remix-ide,2020-07-13 15:21:57.481,13.0,1061.0,,,,5583.0,,,,,,,,,,,,,,,,,,,,
845,,eth,Nethereum,https://github.com/Nethereum/Nethereum,Ethereum .Net cross platform integration library.,others,26,True,1659.0,75.0,1714.0,724.0,604.0,115.0,52.0,155.0,69.0,591.0,2.0,67.0,2015-11-23 20:30:14,2022-04-27 16:37:57.000,2022-04-27 13:57:41,2022-04-27 15:30:27.000,1.0,,,Nethereum/Nethereum,nethereum-codegen,,https://github.com/Nethereum/Nethereum,MIT,4.4.1,,https://www.npmjs.com/package/nethereum-codegen,2022-04-13 07:18:13.680,2.0,638.0,,,,6479.0,,,,,,,,,,,,,,,,,,,,
846,,eth,openethereum,https://github.com/openethereum/openethereum,"The fast, light, and robust client for the Ethereum mainnet.",others,26,True,12243.0,11.0,1583.0,2096.0,278.0,41.0,32.0,268.0,130.0,221.0,,226.0,2020-07-30 20:43:47,2022-05-04 07:58:10.000,2022-04-05 07:00:29,2022-04-05 08:41:59.000,1.0,,,openethereum/openethereum,,,https://github.com/openethereum/openethereum,,3.3.5,,,,,,,,,41939.0,,,,,,,,,,,,,,,,,,,,
847,,zrx,0x-monorepo,https://github.com/0xProject/0x-monorepo,0x protocol monorepo - includes our smart contracts and many developer tools.,others,26,False,16311.0,,1389.0,6224.0,495.0,83.0,100.0,2288.0,13.0,435.0,33.0,96.0,2017-05-23 14:17:33,2021-08-16 02:03:54.419,2021-04-24 01:16:16,2021-08-16 02:03:54.419,1.0,,,0xProject/0x-monorepo,@0x/contracts-asset-proxy,,https://github.com/0xProject/0x-monorepo,Apache-2.0,3.7.19,2.0,https://www.npmjs.com/package/@0x/contracts-asset-proxy,2021-08-16 02:03:54.419,23.0,3802.0,,,,979.0,,,,,,,,,,0x-json-schemas,https://pypi.org/project/0x-json-schemas,2019-12-03 22:23:48,2401.0,,,8.0,,,,
848,,qtum,qtum,https://github.com/qtumproject/qtum,Qtum Core Wallet.,others,26,True,27872.0,,1145.0,4866.0,360.0,197.0,42.0,648.0,31.0,289.0,,899.0,2017-03-03 08:17:11,2022-05-04 14:11:55.000,2021-11-25 02:40:36,2021-11-25 21:23:48.000,1.0,,,qtumproject/qtum,,,https://github.com/qtumproject/qtum,MIT,mainnet-fastlane-v0.20.4,,,,,,,,,287121.0,,,,,,,,,,,,,,,,,,,,
849,,aleo,snarkOS,https://github.com/AleoHQ/snarkOS,A Decentralized Operating System for Zero-Knowledge Applications.,others,26,True,6067.0,311.0,1055.0,453.66666666666663,181.0,51.0,22.0,1346.0,59.0,354.0,5.0,48.0,2020-02-16 21:46:21,2022-05-04 18:25:59.000,2022-05-04 17:44:03,2022-02-15 06:35:03.000,1.0,,,AleoHQ/snarkOS,,,https://github.com/AleoHQ/snarkOS,GPL-3.0,2.0.2,,,,,,,,snarkos-metrics,5871.0,https://crates.io/crates/snarkos-metrics,2022-02-13 21:39:06.679,5.0,174.66666666666666,2250.0,,,,,,,,,,,,,,,
850,,nim,core-js,https://github.com/nimiq/core-js,Official JavaScript implementation of the Nimiq protocol.,others,26,True,2133.0,,1001.0,7039.0,221.0,95.0,24.0,397.0,38.0,198.0,106.0,42.0,2017-05-09 19:33:54,2022-04-28 21:11:38.000,2021-11-16 23:41:57,2021-10-25 00:46:17.000,1.0,,,nimiq/core-js,@nimiq/core-web,,https://github.com/nimiq/core-js,Apache-2.0,1.5.8,87.0,https://www.npmjs.com/package/@nimiq/core-web,2021-02-17 16:26:39.413,19.0,7039.0,,,,,,,,,,github.com/nimiq/core-js,https://pkg.go.dev/github.com/nimiq/core-js,2021-10-28 02:17:20.000,,,,,,,,,,,,
851,,rvn,Ravencoin,https://github.com/RavenProject/Ravencoin,Ravencoin Core integration/staging tree.,others,26,True,16631.0,,980.0,13585.0,573.0,213.0,27.0,716.0,130.0,339.0,,663.0,2017-07-09 21:42:06,2022-04-19 21:36:18.000,2021-05-21 13:14:33,2020-12-07 21:15:18.000,1.0,,,RavenProject/Ravencoin,,,https://github.com/RavenProject/Ravencoin,MIT,4.3.2.1,,,,,,,,,679255.0,,,,,,,,,,,,,,,,,,,,
852,,egld,elrond-go,https://github.com/ElrondNetwork/elrond-go,"Elrond-GO: The official implementation of the Elrond protocol, written in golang.",others,26,True,22380.0,531.0,818.0,10.0,149.0,69.0,272.0,3477.0,35.0,384.0,79.0,48.0,2018-08-17 09:42:40,2022-05-04 17:36:10.000,2022-04-23 11:02:13,2022-04-30 19:39:15.000,1.0,,,ElrondNetwork/elrond-go,,,https://github.com/ElrondNetwork/elrond-go,GPL-3.0,v1.3.21,74.0,,,,,,,,262.0,,,,,,github.com/ElrondNetwork/elrond-go,https://pkg.go.dev/github.com/ElrondNetwork/elrond-go,2022-04-30 19:39:15.000,5.0,,,,,,,,,,,
853,,luna,core,https://github.com/terra-money/core,GO implementation of the Terra Protocol.,others,26,True,898.0,18.0,694.0,458.0,193.0,56.0,104.0,453.0,12.0,290.0,70.0,29.0,2018-11-18 17:11:47,2022-05-04 15:11:10.000,2022-04-25 05:58:17,2022-04-14 07:20:03.000,1.0,,,terra-money/core,,,https://github.com/terra-money/core,Apache-2.0,0.5.18,51.0,,,,,,,,16969.0,,,,,,github.com/terra-money/core,https://pkg.go.dev/github.com/terra-money/core,2022-03-04 04:03:24.000,19.0,,,,,,,,,,,
854,,movr,moonbeam,https://github.com/PureStake/moonbeam,An Ethereum-compatible smart contract parachain on Polkadot.,others,26,True,1299.0,129.0,676.0,9885.0,186.0,44.0,72.0,1271.0,74.0,154.0,3.0,28.0,2020-02-26 12:49:15,2022-05-04 18:57:55.000,2022-05-04 16:58:00,2022-05-02 21:09:09.000,1.0,,,PureStake/moonbeam,moonbeam-types-bundle,,https://github.com/PureStake/moonbeam,GPL-3.0,runtime-1501,2.0,https://www.npmjs.com/package/moonbeam-types-bundle,2022-03-28 20:36:31.292,1.0,9362.0,,,,10998.0,,,,,,,,,,,,,,,,,,,,
855,,akt,akash,https://github.com/ovrclk/akash,"a secure, transparent, and peer-to-peer cloud computing network.",others,26,True,869.0,43.0,669.0,2788.0,116.0,43.0,247.0,920.0,104.0,572.0,13.0,27.0,2017-09-15 22:55:19,2022-05-03 14:55:53.000,2022-05-03 14:55:50,2022-04-27 00:40:52.000,1.0,,,ovrclk/akash,,,https://github.com/ovrclk/akash,Apache-2.0,0.16.3,11.0,,,,,,,,52989.0,,,,,,github.com/ovrclk/akash,https://pkg.go.dev/github.com/ovrclk/akash,2022-04-27 00:11:39.000,2.0,,,,,,,,,,,
856,,snt,status-go,https://github.com/status-im/status-go,The Status module that consumes go-ethereum.,others,26,True,2407.0,118.0,645.0,40.0,216.0,78.0,100.0,1866.0,95.0,722.0,14.0,79.0,2016-06-13 15:32:03,2022-05-04 14:50:59.000,2022-05-04 14:46:49,2022-03-21 12:22:12.000,1.0,,,status-im/status-go,,,https://github.com/status-im/status-go,MPL-2.0,0.96.2,9.0,,,,,,,,1659.0,,,,,,github.com/status-im/status-go/extkeys,https://pkg.go.dev/github.com/status-im/status-go/extkeys,2021-11-26 11:59:53.000,5.0,,,,,,,,,,,
857,,udt,unlock,https://github.com/unlock-protocol/unlock,nlock is a protocol for memberships built on a blockchain.,others,26,True,6397.0,443.0,625.0,1045.0,144.0,32.0,127.0,7199.0,115.0,1479.0,,40.0,2017-12-01 02:08:01,2022-05-04 14:19:14.000,2022-05-04 14:19:02,2022-04-11 08:06:51.388,1.0,,,unlock-protocol/unlock,@unlock-protocol/unlock-js,,https://github.com/unlock-protocol/unlock,MIT,0.23.1,,https://www.npmjs.com/package/@unlock-protocol/unlock-js,2022-04-11 08:06:51.388,,1045.0,,,,,,,,,,,,,,,,,,,,,,,,
858,,firo,firo,https://github.com/firoorg/firo,The privacy-focused cryptocurrency.,others,26,True,17202.0,22.0,620.0,3759.0,328.0,100.0,89.0,731.0,56.0,416.0,,591.0,2016-09-09 22:50:27,2022-05-02 05:32:01.000,2022-04-24 16:31:40,2022-04-14 14:28:12.000,1.0,,,firoorg/firo,,,https://github.com/firoorg/firo,MIT,0.14.9.5,,,,,,,,,255672.0,,,,,,,,,,,,,,,,,,,,
859,,smh,go-spacemesh,https://github.com/spacemeshos/go-spacemesh,Go Implementation of the Spacemesh protocol full node.,others,26,True,2810.0,48.0,561.0,45.0,128.0,41.0,107.0,1525.0,341.0,1346.0,32.0,63.0,2017-10-26 06:43:09,2022-05-04 18:23:11.000,2022-05-04 13:48:20,2022-01-24 13:58:33.000,1.0,,,spacemeshos/go-spacemesh,,,https://github.com/spacemeshos/go-spacemesh,MIT,0.2.12-beta.1,24.0,,,,,,,,1221.0,,,,,,github.com/spacemeshos/go-spacemesh,https://pkg.go.dev/github.com/spacemeshos/go-spacemesh,2022-03-23 08:34:55.000,8.0,,,,,,,,,,,
