,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,trending,labels,new_addition,github_id,npm_id,maven_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,go_id,github_release_downloads,go_url,go_latest_release_published_at,go_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,maven_dependent_project_count,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,updated_github_id
1014,,eth,py-geth,https://github.com/ethereum/py-geth,Python wrapping for running Go-Ethereum as a subprocess.,others,23,False,242.0,28.0,72.0,16056.0,42.0,14.0,38.0,72.0,7.0,10.0,365.0,12.0,2016-06-28 17:26:30.000,2022-01-10 16:43:14.000,2022-01-10 16:39:28.000,2021-12-01 21:59:39.000,2,,,,ethereum/py-geth,,,https://github.com/ethereum/py-geth,MIT,3.7.0,260.0,,,,,,,,,,,,py-geth,https://pypi.org/project/py-geth,2021-12-01 21:59:39.000,16056.0,,,,,,,,,105.0,,,,
1015,,hbar,hedera-mirror-node,https://github.com/hashgraph/hedera-mirror-node,Hedera Mirror Node mirrors data from Hedera nodes and serves it via an API.,others,23,False,2244.0,269.0,70.0,256.0,53.0,19.0,128.0,2231.0,133.0,776.0,,23.0,2019-07-17 10:04:38.000,2022-01-19 18:25:45.000,2022-01-18 15:43:48.000,2022-01-17 01:31:00.000,2,,,,hashgraph/hedera-mirror-node,,,https://github.com/hashgraph/hedera-mirror-node,Apache-2.0,0.48.0,,,,,,,,github.com/hashgraph/hedera-mirror-node/hedera-mirror-rosetta,3072.0,https://pkg.go.dev/github.com/hashgraph/hedera-mirror-node/hedera-mirror-rosetta,2021-04-23 23:12:50.000,,,,,,,,,,,,,,,,,,
1016,,erowan,sifnode,https://github.com/Sifchain/sifnode,SifNode - The future of Defi.,others,23,False,5890.0,478.0,70.0,698.0,84.0,35.0,125.0,1909.0,140.0,340.0,,65.0,2020-09-15 21:49:17.000,2022-01-19 17:36:54.000,2022-01-18 18:59:44.000,2021-11-19 04:12:01.241,2,,,,Sifchain/sifnode,,,https://github.com/Sifchain/sifnode,Apache-2.0,v0.9.14,,,,,,,,github.com/Sifchain/sifnode,7686.0,https://pkg.go.dev/github.com/Sifchain/sifnode,2022-01-06 09:42:00.638,,,,,,,,,,,,,,,,,,
1017,,vet,thorify,https://github.com/vechain/thorify,A web3 adaptor for VeChain Thor RESTful HTTP API.,others,23,False,344.0,3.0,66.0,7892.0,40.0,21.0,37.0,107.0,11.0,26.0,229.0,12.0,2018-04-25 09:59:32.000,2021-11-11 03:21:46.163,2021-11-11 03:15:38.000,2021-11-11 03:21:46.163,2,,,,vechain/thorify,thorify,,https://github.com/vechain/thorify,MIT,1.5.7,179.0,https://www.npmjs.com/package/thorify,2021-11-11 03:21:46.163,50.0,7892.0,,,,,,,,,,,,,,,,,,,,,,,,
1018,,btc,bolt11,https://github.com/bitcoinjs/bolt11,A library for encoding and decoding lightning network payment requests as defined in BOLT #11.,others,23,False,149.0,13.0,58.0,9040.0,39.0,12.0,15.0,32.0,4.0,19.0,200.0,9.0,2017-12-06 05:52:29.000,2021-11-18 12:15:38.204,2021-11-18 12:15:00.000,2021-11-18 12:15:38.204,2,,,,bitcoinjs/bolt11,bolt11,,https://github.com/bitcoinjs/bolt11,MIT,1.3.4,180.0,https://www.npmjs.com/package/bolt11,2021-11-18 12:15:38.204,20.0,9040.0,,,,,,,,,,,,,,,,,,,,,,,,
1019,,cfx,js-conflux-sdk,https://github.com/Conflux-Chain/js-conflux-sdk,The JavaScript SDK for Conflux Chain.,others,23,False,353.0,43.0,57.0,2772.0,38.0,17.0,115.0,120.0,14.0,52.0,524.0,13.0,2020-02-05 07:11:43.000,2022-01-19 11:10:36.000,2022-01-11 07:53:14.000,2021-11-17 02:52:58.000,2,,,,Conflux-Chain/js-conflux-sdk,js-conflux-sdk,,https://github.com/Conflux-Chain/js-conflux-sdk,LGPL-3.0,1.7.3,507.0,https://www.npmjs.com/package/js-conflux-sdk,2022-01-19 03:14:59.481,17.0,2772.0,,,,,,,,,,,,,,,,,,,,,,,,
1020,,eth,ethashjs,https://github.com/ethereumjs/ethashjs,Project is in active development and has been moved to the EthereumJS VM monorepo.,others,23,False,72.0,,54.0,245482.0,25.0,31.0,9.0,18.0,3.0,6.0,13552.0,12.0,2015-07-10 12:47:53.000,2020-12-10 09:27:05.000,2020-12-10 09:27:04.000,2020-06-10 09:18:24.000,2,,,,ethereumjs/ethashjs,ethashjs,,https://github.com/ethereumjs/ethashjs,MPL-2.0,0.0.8,13429.0,https://www.npmjs.com/package/ethashjs,2020-06-10 09:14:49.581,123.0,245482.0,,,,,,,,,,,,,,,,,,,,,,,,
1021,,sc,skynet-js,https://github.com/SkynetLabs/skynet-js,A Javascript module made to simplify communication with Sia Skynet portals from the browser.,others,23,False,1802.0,136.0,54.0,3599.0,4.0,4.0,55.0,317.0,29.0,34.0,364.0,15.0,2021-03-31 14:32:44.000,2022-01-17 21:02:28.000,2022-01-17 15:24:52.000,2021-03-27 11:59:52.989,2,,,True,SkynetLabs/skynet-js,skynet-js,,https://github.com/SkynetLabs/skynet-js,MIT,3.0.2,357.0,https://www.npmjs.com/package/skynet-js,2021-12-21 16:30:48.492,7.0,3599.0,,,,,,,,,,,,,,,,,,,,,,,,
1022,,mngo,mango-client-v3,https://github.com/blockworks-foundation/mango-client-v3,Mango Markets V3 TypeScript Client Library.,others,23,False,1019.0,193.0,49.0,5180.0,35.0,5.0,76.0,50.0,4.0,4.0,96.0,15.0,2021-04-19 19:50:46.000,2022-01-19 18:32:46.000,2022-01-19 02:44:07.000,2022-01-17 01:34:12.388,2,,,,blockworks-foundation/mango-client-v3,@blockworks-foundation/mango-client,,https://github.com/blockworks-foundation/mango-client-v3,MIT,3.3.1,96.0,https://www.npmjs.com/package/@blockworks-foundation/mango-client,2022-01-17 01:34:12.388,,5180.0,,,,,,,,,,,,,,,,,,,,,,,,
1023,,ain,ain-blockchain,https://github.com/ainblockchain/ain-blockchain,Official Javascript implementation of AI Network Blockchain.,others,23,False,4968.0,1381.0,49.0,,28.0,21.0,29.0,642.0,21.0,262.0,,32.0,2020-05-27 06:37:30.000,2022-01-19 16:46:47.000,2022-01-14 10:02:46.000,2022-01-12 09:40:28.000,2,,,,ainblockchain/ain-blockchain,,,https://github.com/ainblockchain/ain-blockchain,MIT,1.0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,,xdata,network-monorepo,https://github.com/streamr-dev/network-monorepo,A monorepo containing all the main components of Streamr Network.,others,23,False,5181.0,283.0,35.0,2712.0,9.0,3.0,159.0,357.0,19.0,4.0,25.0,30.0,2021-04-07 18:23:22.000,2022-01-19 18:41:36.000,2022-01-19 13:00:33.000,2022-01-17 20:16:46.529,2,,,,streamr-dev/network-monorepo,streamr-client,,https://github.com/streamr-dev/network-monorepo,Apache-2.0,5.5.8,5.0,https://www.npmjs.com/package/streamr-client,2022-01-17 12:13:19.485,20.0,2712.0,,,,,,,,,,,,,,,,,,,,,,,,
1025,,gbx,gobyte,https://github.com/gobytecoin/gobyte,GoByte Core - GBX.,others,23,False,18043.0,16.0,35.0,17890.0,51.0,20.0,7.0,18.0,9.0,21.0,,502.0,2017-11-15 16:05:48.000,2021-12-05 16:41:45.000,2021-12-05 16:33:00.000,2021-12-06 09:38:43.000,2,,,,gobytecoin/gobyte,,,https://github.com/gobytecoin/gobyte,MIT,0.16.2.1,,,,,,,,,894519.0,,,,,,,,,,,,,,,,,,,,
1026,,eth,wiki,https://github.com/ethereum/wiki,The Ethereum Wiki.,others,22,True,3258.0,,14143.0,,2513.0,1261.0,,100.0,34.0,309.0,,203.0,2014-02-14 23:05:17.000,2022-01-10 22:47:29.000,2021-09-04 17:02:34.000,,2,,,,ethereum/wiki,,,https://github.com/ethereum/wiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,,ada,cardano-sl,https://github.com/input-output-hk/cardano-sl,Cryptographic currency implementing Ouroboros PoS protocol.,others,22,False,17004.0,,3741.0,,593.0,458.0,19.0,3434.0,189.0,665.0,,115.0,2016-10-14 13:44:38.000,2020-07-30 15:22:04.000,2020-06-25 09:44:17.000,2019-12-03 14:51:29.000,2,,,,input-output-hk/cardano-sl,,,https://github.com/input-output-hk/cardano-sl,Apache-2.0,3.2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,,lbc,lbrycrd,https://github.com/lbryio/lbrycrd,The blockchain that provides the digital content namespace for the LBRY protocol.,others,22,True,18248.0,2.0,2744.0,495.0,155.0,53.0,32.0,239.0,24.0,145.0,,718.0,2015-08-20 15:56:35.000,2021-11-26 23:37:08.000,2021-11-26 23:37:08.000,2021-05-01 00:32:47.000,2,,,,lbryio/lbrycrd,,,https://github.com/lbryio/lbrycrd,MIT,0.17.3.3,,,,,,,,,36681.0,,,,,,,,,,,,,,,,,,,,
1029,,miota,legacy-wallet-use-trinity-wallet-instead,https://github.com/iotaledger/legacy-wallet-use-trinity-wallet-instead,IOTA Wallet.,others,22,False,412.0,,2120.0,17717.0,389.0,259.0,32.0,85.0,547.0,633.0,,12.0,2016-07-20 15:44:50.000,2021-02-25 15:21:34.000,2018-10-08 11:53:14.000,2018-01-29 00:05:13.000,2,,,,iotaledger/legacy-wallet-use-trinity-wallet-instead,,,https://github.com/iotaledger/legacy-wallet-use-trinity-wallet-instead,GPL-3.0,2.5.7,,,,,,,,,1151635.0,,,,,,,,,,,,,,,,,,,,
1030,,grt,graph-node,https://github.com/graphprotocol/graph-node,Graph Node indexes data from blockchains such as Ethereum and serves it over GraphQL.,others,22,True,5183.0,179.0,1609.0,14.0,391.0,79.0,38.0,2016.0,195.0,941.0,,58.0,2018-04-19 07:13:50.000,2022-01-19 17:28:26.000,2022-01-18 21:45:50.000,2021-11-30 18:36:16.000,2,,,,graphprotocol/graph-node,,,https://github.com/graphprotocol/graph-node,,0.25.0,,,,,,,,,596.0,,,,,,,,,,,,,,,,,,,,
1031,,cake,pancake-frontend,https://github.com/pancakeswap/pancake-frontend,"Pancake main features (farms, pools, IFO, lottery, profiles).",others,22,True,2571.0,400.0,1432.0,,2023.0,73.0,,2778.0,40.0,280.0,2.0,71.0,2020-09-14 05:26:25.000,2022-01-19 15:47:26.000,2022-01-19 15:14:27.000,,2,,,,pancakeswap/pancake-frontend,,,https://github.com/pancakeswap/pancake-frontend,GPL-3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,,miota,iri,https://github.com/iotaledger/iri,IOTA Reference Implementation.,others,22,False,2701.0,,1179.0,6940.0,397.0,132.0,62.0,754.0,384.0,669.0,,72.0,2016-10-24 22:06:06.000,2020-08-18 11:14:04.000,2020-08-18 11:14:03.000,2020-05-27 12:36:06.000,2,,,,iotaledger/iri,,,https://github.com/iotaledger/iri,GPL-3.0,1.8.6-RELEASE,,,,,,,,,430299.0,,,,,,,,,,,,,,,,,,,,
1033,,zil,Zilliqa,https://github.com/Zilliqa/Zilliqa,Zilliqa is the worlds first high-throughput public blockchain platform - designed to scale to thousands of..,others,22,True,9201.0,24.0,1065.0,,244.0,120.0,100.0,2418.0,114.0,262.0,,60.0,2017-12-27 07:42:33.000,2022-01-19 12:34:40.000,2022-01-19 09:49:23.000,2021-09-06 10:34:01.000,2,,,,Zilliqa/Zilliqa,,,https://github.com/Zilliqa/Zilliqa,GPL-3.0,8.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,rgt,solmate,https://github.com/Rari-Capital/solmate,"Modern, opinionated, and gas optimized building blocks for smart contract development.",others,22,True,247.0,108.0,942.0,1811.0,86.0,18.0,24.0,43.0,2.0,65.0,39.0,8.0,2021-07-17 20:25:46.000,2022-01-19 06:27:24.000,2022-01-17 08:24:26.000,2022-01-02 19:15:36.740,2,,,,Rari-Capital/solmate,@rari-capital/solmate,,https://github.com/Rari-Capital/solmate,AGPL-3.0,6.2.0,39.0,https://www.npmjs.com/package/@rari-capital/solmate,2022-01-02 19:15:36.740,,1811.0,,,,,,,,,,,,,,,,,,,,,,,,
1035,,xlm,kelp,https://github.com/stellar/kelp,Kelp is a free and open-source trading bot for the Stellar DEX and 100+ centralized exchanges.,others,22,True,833.0,8.0,835.0,1917.0,188.0,53.0,28.0,315.0,160.0,289.0,,15.0,2018-08-08 23:31:18.000,2021-11-26 23:52:55.000,2021-11-26 23:51:20.000,2021-11-05 20:56:13.000,2,,,,stellar/kelp,,,https://github.com/stellar/kelp,Apache-2.0,1.12.0,,,,,,,,github.com/lightyeario/kelp,78597.0,https://pkg.go.dev/github.com/lightyeario/kelp,2021-11-26 23:51:20.000,,,,,,,,,,,,,,,,,,
1036,,vet,thor,https://github.com/vechain/thor,A general purpose blockchain highly compatible with Ethereums ecosystem.,others,22,True,3024.0,25.0,729.0,,202.0,157.0,30.0,403.0,14.0,87.0,9.0,21.0,2018-06-08 06:01:09.000,2022-01-19 06:46:18.000,2022-01-19 06:03:36.000,2021-10-29 09:17:56.000,2,,,,vechain/thor,,,https://github.com/vechain/thor,LGPL-3.0,1.6.0,9.0,,,,,,,github.com/vechain/thor,,https://pkg.go.dev/github.com/vechain/thor,2021-10-29 08:57:42.000,,,,,,,,,,,,,,,,,,
1037,,rbtc,rskj,https://github.com/rsksmart/rskj,RSKj is a Java implementation of the RSK protocol.,others,22,True,5071.0,127.0,643.0,125.0,222.0,74.0,33.0,1338.0,249.0,219.0,,69.0,2017-05-16 14:47:56.000,2022-01-19 17:01:59.000,2021-12-14 16:42:29.000,2021-10-15 16:41:33.000,2,,,,rsksmart/rskj,,,https://github.com/rsksmart/rskj,LGPL-3.0,IRIS-3.1.0,,,,,,,,,7030.0,,,,,,,,,,,,,,,,,,,,
1038,,ogn,OriginProtocol/origin,https://github.com/OriginProtocol/origin,Monorepo for our developer tools and decentralized marketplace application.,others,22,True,14919.0,1.0,630.0,9.0,197.0,69.0,4.0,3262.0,393.0,1097.0,,191.0,2017-08-01 22:06:57.000,2022-01-11 15:32:42.000,2021-11-14 01:21:48.000,2019-02-05 01:23:48.260,2,,,,OriginProtocol/origin,nick-origin-graphql,,https://github.com/OriginProtocol/origin,MIT,0.2.1,,https://www.npmjs.com/package/nick-origin-graphql,2019-02-05 01:23:48.260,,9.0,,,,,,,,,,,,,,,,,,,,,,,,
1039,,lon,token-profile,https://github.com/consenlabs/token-profile,Blockchain coin and token profile collection.,others,22,True,5493.0,37.0,608.0,,3501.0,105.0,,6406.0,2.0,615.0,,1652.0,2018-04-13 03:56:46.000,2022-01-19 17:54:45.000,2022-01-17 07:01:16.000,,2,,,,consenlabs/token-profile,,,https://github.com/consenlabs/token-profile,MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,,eth,ethereumjs-util,https://github.com/ethereumjs/ethereumjs-util,Project is in active development and has been moved to the EthereumJS monorepo.,others,22,True,651.0,,575.0,5742.0,269.0,37.0,20.0,186.0,,102.0,30.0,41.0,2015-01-25 01:46:27.000,2021-06-17 09:47:50.000,2021-06-17 09:47:50.000,2021-03-04 18:07:49.000,2,,,,ethereumjs/ethereumjs-util,ethereumjs-utils,,https://github.com/ethereumjs/ethereumjs-util,MPL-2.0,7.0.9,,https://www.npmjs.com/package/ethereumjs-utils,2018-10-17 15:29:01.971,30.0,5742.0,,,,,,,,,,,,,,,,,,,,,,,,
1041,,sol,wallet-adapter,https://github.com/solana-labs/wallet-adapter,Modular TypeScript wallet adapters and components for Solana applications.,others,22,True,896.0,401.0,499.0,,248.0,26.0,,138.0,13.0,116.0,89.0,40.0,2021-03-26 14:37:54.000,2022-01-19 06:57:54.000,2022-01-15 02:12:57.000,,2,,,,solana-labs/wallet-adapter,,,https://github.com/solana-labs/wallet-adapter,Apache-2.0,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,,btc,btcutil,https://github.com/btcsuite/btcutil,Provides bitcoin-specific convenience functions and types.,others,22,True,319.0,1.0,454.0,,401.0,29.0,12.0,156.0,23.0,32.0,9379.0,37.0,2013-05-28 23:25:26.000,2022-01-04 13:36:21.000,2021-11-29 18:29:20.000,2020-04-11 00:06:09.000,2,,,,btcsuite/btcutil,,,https://github.com/btcsuite/btcutil,ISC,v1.0.2,6900.0,,,,,,,github.com/btcsuite/btcutil,,https://pkg.go.dev/github.com/btcsuite/btcutil,2021-11-29 18:29:20.000,2479.0,,,,,,,,,,,,,,,,,
1043,,rep,augur-ui,https://github.com/AugurProject/augur-ui,Augur UI.,others,22,False,16656.0,,413.0,144.0,106.0,80.0,120.0,2379.0,12.0,766.0,9.0,63.0,2015-02-02 20:56:19.000,2022-01-15 01:26:41.000,2020-02-07 22:19:31.000,2020-03-30 23:12:14.233,2,,,,AugurProject/augur-ui,augur-ui,,https://github.com/AugurProject/augur-ui,MIT,6.9.16,7.0,https://www.npmjs.com/package/augur-ui,2020-03-30 23:12:14.233,2.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,
1044,,oac,community-platform,https://github.com/ONEARMY/community-platform,A platform to build useful communities that aim to tackle global problems.,others,22,True,3695.0,236.0,393.0,,129.0,37.0,23.0,779.0,69.0,541.0,,58.0,2018-09-27 12:14:10.000,2022-01-19 06:47:34.000,2022-01-19 04:18:32.000,2021-07-27 20:58:28.000,2,,,,ONEARMY/community-platform,,,https://github.com/ONEARMY/community-platform,MIT,1.6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,,xin,android-app,https://github.com/MixinNetwork/android-app,"Android private messenger, crypto wallet and light node to the Mixin Network.",others,22,True,7708.0,252.0,375.0,417.0,76.0,22.0,100.0,2717.0,42.0,36.0,,12.0,2018-04-27 04:33:24.000,2022-01-19 14:53:02.000,2022-01-19 12:22:24.000,2022-01-19 12:26:00.000,2,,,,MixinNetwork/android-app,,,https://github.com/MixinNetwork/android-app,GPL-3.0,0.34.2,,,,,,,,,10850.0,,,,,,,,,,,,,,,,,,,,
1046,,miota,iota.py,https://github.com/iotaledger/iota.py,PyOTA: The IOTA Python API Library.,others,22,False,992.0,,351.0,1470.0,136.0,52.0,33.0,169.0,39.0,143.0,107.0,36.0,2016-11-27 15:37:47.000,2021-10-22 19:30:28.000,2020-06-04 09:46:38.000,2019-10-21 10:07:31.000,2,,,,iotaledger/iota.py,,,https://github.com/iotaledger/iota.py,MIT,2.1.0,,,,,,,,,813.0,,,,PyOTA,https://pypi.org/project/PyOTA,2020-06-04 10:10:52.000,1457.0,,,,,,,,,107.0,,,,
1047,,vtc,vertcoin-core,https://github.com/vertcoin-project/vertcoin-core,A digital currency with mining decentralisation and ASIC resistance as a key focus.,others,22,True,27091.0,,333.0,5818.0,120.0,90.0,25.0,86.0,16.0,63.0,,945.0,2017-02-07 21:38:35.000,2021-06-20 23:18:16.000,2021-06-20 23:16:51.000,2021-01-09 00:01:58.000,2,,,,vertcoin-project/vertcoin-core,,,https://github.com/vertcoin-project/vertcoin-core,MIT,0.17.1,,,,,,,,,343268.0,,,,,,,,,,,,,,,,,,,,
1048,,vtc,vertcoin-project/vertcoin-core,https://github.com/vertcoin-project/vertcoin-core,A digital currency with mining decentralisation and ASIC resistance as a key focus.,others,22,True,27091.0,,333.0,5818.0,120.0,90.0,25.0,86.0,16.0,63.0,,945.0,2017-02-07 21:38:35.000,2021-06-20 23:18:16.000,2021-06-20 23:16:51.000,2021-01-09 00:01:58.000,2,,,,vertcoin-project/vertcoin-core,,,https://github.com/vertcoin-project/vertcoin-core,MIT,0.17.1,,,,,,,,,343268.0,,,,,,,,,,,,,,,,,,,,
1049,,zxc,framework,https://github.com/0xcert/framework,0xcert Framework - JavaScript framework for building decentralized applications - build something unique.,others,22,True,2668.0,1.0,310.0,1396.0,54.0,25.0,77.0,605.0,6.0,105.0,64.0,14.0,2018-08-18 10:20:57.000,2021-12-07 10:32:26.000,2021-12-07 10:31:19.000,2021-03-15 14:17:16.202,2,,,,0xcert/framework,@0xcert/cert,,https://github.com/0xcert/framework,MIT,2.1.1,55.0,https://www.npmjs.com/package/@0xcert/cert,2021-03-15 14:17:16.202,9.0,1396.0,,,,,,,,,,,,,,,,,,,,,,,,
1050,,lyl,NanoWallet,https://github.com/NemProject/NanoWallet,Cross-platform lite wallet written in JavaScript.,others,22,True,1098.0,,285.0,14439.0,201.0,1.0,24.0,184.0,107.0,386.0,,38.0,2016-10-29 02:46:14.000,2021-11-08 20:36:17.000,2021-06-14 08:01:18.000,2021-06-14 08:01:59.000,2,,,,NemProject/NanoWallet,snapwallet,,https://github.com/NemProject/NanoWallet,MIT,2.6.1,,https://www.npmjs.com/package/snapwallet,2017-07-23 20:04:53.337,,5.0,,,,779489.0,,,,,,,,,,,,,,,,,,,,
1051,,rdd,reddcoin,https://github.com/reddcoin-project/reddcoin,Reddcoin: the digital social currency.,others,22,False,11025.0,,282.0,5362.0,114.0,135.0,25.0,32.0,51.0,104.0,,351.0,2014-03-18 20:29:50.000,2020-09-23 21:06:58.000,2020-07-14 01:21:05.000,2020-09-23 22:05:38.000,2,,,,reddcoin-project/reddcoin,,,https://github.com/reddcoin-project/reddcoin,MIT,3.10.3,,,,,,,,,504076.0,,,,,,,,,,,,,,,,,,,,
1052,,maid,sn_routing,https://github.com/maidsafe/sn_routing,Routing - specialised storage DHT.,others,22,True,7750.0,,273.0,316.3333333333333,85.0,34.0,117.0,2216.0,,382.0,70.0,63.0,2015-02-24 16:52:53.000,2021-06-25 14:37:11.000,2021-06-25 14:34:07.000,2021-06-25 14:32:05.000,2,,,,maidsafe/sn_routing,,,https://github.com/maidsafe/sn_routing,GPL-3.0,0.77.10,,,,,,,,,,,,,,,,,routing,https://crates.io/crates/routing,2020-12-01 11:09:09.234,70.0,316.3333333333333,75458.0,,,,,,,
1053,,bnb,javascript-sdk,https://github.com/binance-chain/javascript-sdk,Javascript SDK to communicate with Binance Chain.,others,22,True,446.0,,267.0,,142.0,28.0,21.0,185.0,46.0,114.0,368.0,28.0,2018-08-30 09:38:20.000,2022-01-15 21:49:21.000,2021-08-31 03:19:11.000,2021-08-31 03:37:07.000,2,,,,binance-chain/javascript-sdk,,,https://github.com/binance-chain/javascript-sdk,Apache-2.0,4.2.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,,deso,deso-protocol/core,https://github.com/deso-protocol/core,DeSo core node.,others,22,True,180.0,52.0,259.0,,74.0,40.0,41.0,144.0,21.0,42.0,12.0,22.0,2021-05-18 15:12:24.000,2022-01-19 15:26:31.000,2022-01-19 03:10:23.000,2022-01-18 02:15:12.000,2,,,,deso-protocol/core,,,https://github.com/deso-protocol/core,MIT,2.0.1,9.0,,,,,,,github.com/bitclout/core,,https://pkg.go.dev/github.com/bitclout/core,2021-12-21 17:59:39.000,3.0,,,,,,,,,,,,,,,,,
1055,,dydx,solo,https://github.com/dydxprotocol/solo,dYdX V2 Margin Trading Protocol.,others,22,True,501.0,1.0,254.0,1461.0,80.0,26.0,165.0,387.0,8.0,117.0,45.0,13.0,2018-12-04 01:09:30.000,2022-01-13 17:11:35.000,2021-10-26 20:29:51.000,2021-10-26 20:37:46.828,2,,,True,dydxprotocol/solo,@dydxprotocol/solo,,https://github.com/dydxprotocol/solo,Apache-2.0,0.41.0,41.0,https://www.npmjs.com/package/@dydxprotocol/solo,2021-10-26 20:37:46.828,4.0,1461.0,,,,,,,,,,,,,,,,,,,,,,,,
1056,,bch,bchd,https://github.com/gcash/bchd,An alternative full node bitcoin cash implementation written in Go (golang).,others,22,True,4384.0,,248.0,300.0,93.0,21.0,33.0,324.0,27.0,142.0,163.0,128.0,2018-09-13 00:25:36.000,2021-09-02 19:47:41.000,2021-09-02 19:47:41.000,2021-05-24 11:36:03.000,2,,,,gcash/bchd,,,https://github.com/gcash/bchd,ISC,0.18.1,137.0,,,,,,,github.com/gcash/bchd,11417.0,https://pkg.go.dev/github.com/gcash/bchd,2021-09-02 19:47:41.000,26.0,,,,,,,,,,,,,,,,,
1057,,pha,phala-blockchain,https://github.com/Phala-Network/phala-blockchain,"The Phala Network Blockchain, pRuntime and the bridge.",others,22,True,2624.0,286.0,238.0,151.0,103.0,31.0,2.0,439.0,52.0,131.0,,23.0,2020-01-08 02:14:13.000,2022-01-19 11:39:31.000,2022-01-19 11:39:30.000,2020-07-19 18:11:57.000,2,,,,Phala-Network/phala-blockchain,,,https://github.com/Phala-Network/phala-blockchain,Apache-2.0,poc2-3.0-alpha1,,,,,,,,,2719.0,,,,,,,,,,,,,,,,,,,,
1058,,atom,go-amino,https://github.com/tendermint/go-amino,"Protobuf3 with Interface support - Designed for blockchains (deterministic, upgradeable, fast, and compact).",others,22,False,390.0,,232.0,,73.0,34.0,32.0,192.0,55.0,90.0,4588.0,23.0,2015-10-21 19:16:59.000,2021-10-19 22:27:30.000,2020-06-03 08:28:29.000,2020-09-11 15:39:50.000,2,,,,tendermint/go-amino,,,https://github.com/tendermint/go-amino,Apache-2.0,0.16.0,3718.0,,,,,,,github.com/tendermint/go-amino,,https://pkg.go.dev/github.com/tendermint/go-amino,2020-09-11 15:32:42.000,870.0,,,,,,,,,,,,,,,,,
1059,,klay,klaytn,https://github.com/klaytn/klaytn,Official Go implementation of the Klaytn protocol.,others,22,True,2902.0,155.0,224.0,,88.0,35.0,24.0,1059.0,13.0,49.0,24.0,25.0,2019-06-11 01:22:29.000,2022-01-19 14:25:48.000,2022-01-19 12:05:49.000,2021-12-27 08:35:19.000,2,,,,klaytn/klaytn,,,https://github.com/klaytn/klaytn,LGPL-3.0,1.7.3,24.0,,,,,,,github.com/Klaytn/Klaytn,,https://pkg.go.dev/github.com/Klaytn/Klaytn,2021-07-07 17:27:00.882,,,,,,,,,,,,,,,,,,
1060,,ablock,blocknet,https://github.com/blocknetdx/blocknet,Official Blocknet cryptocurrency wallet.,others,22,True,20562.0,,211.0,1321.0,78.0,40.0,100.0,563.0,47.0,8.0,,758.0,2017-07-20 16:55:22.000,2021-12-23 16:11:49.000,2021-08-20 11:18:33.000,2021-07-21 13:17:34.000,2,,,,blocknetdx/blocknet,,,https://github.com/blocknetdx/blocknet,MIT,4.3.3,,,,,,,,,68723.0,,,,,,,,,,,,,,,,,,,,
1061,,near,near-sdk-rs,https://github.com/near/near-sdk-rs,Rust library for writing NEAR smart contracts.,others,22,True,932.0,36.0,192.0,3105.6666666666665,86.0,15.0,26.0,394.0,159.0,172.0,10.0,39.0,2019-06-07 22:08:29.000,2022-01-19 12:53:59.000,2022-01-18 19:46:00.000,2021-04-07 01:43:46.000,2,,,True,near/near-sdk-rs,,,https://github.com/near/near-sdk-rs,GPL-3.0,3.1.0,,,,,,,,,,,,,,,,,near-sdk,https://crates.io/crates/near-sdk,2021-12-24 00:05:16.030,10.0,3105.6666666666665,46613.0,,,,,,,
1062,,grin,grin-wallet,https://github.com/mimblewimble/grin-wallet,Grin Wallet.,others,22,True,314.0,7.0,158.0,1571.6666666666667,105.0,28.0,39.0,337.0,78.0,226.0,8.0,26.0,2019-02-13 14:59:14.000,2022-01-17 09:33:08.000,2022-01-17 09:33:08.000,2021-01-14 22:46:40.000,2,,,,mimblewimble/grin-wallet,,,https://github.com/mimblewimble/grin-wallet,Apache-2.0,5.0.3,,,,,,,,,52770.0,,,,,,,,grin_wallet_libwallet,https://crates.io/crates/grin_wallet_libwallet,2021-01-11 01:14:30.583,8.0,19.666666666666668,1928.0,,,,,,,
