,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,labels,trending,github_id,npm_id,maven_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,maven_url,maven_latest_release_published_at,go_id,github_release_downloads,go_url,go_latest_release_published_at,go_dependent_project_count,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,maven_dependent_project_count,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,updated_github_id
406,True,trac,TRAC - OriginTrail,https://github.com/origintrail,"OriginTrail enables seamless data sharing along any supply chain. Decentralized, blockchain-supported platform ensures..",smart-contract-platform,14,False,2973.0,3.0,145.0,,41.0,33.0,87.0,1713.0,41.0,70.0,,38.0,2018-02-01 18:29:15,2022-03-16 13:07:06.000,2021-12-29 12:59:48,2022-03-09 14:58:31.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,True,btdx,BTDX - Bitcloud,https://github.com/limxtec,BITCLOUD - DIGITAL CURRENCY.,others,14,False,986.0,,138.0,678.0,145.0,66.0,8.0,104.0,5.0,65.0,,34.0,2015-07-30 16:54:11,2022-02-08 15:33:09.000,2021-03-08 14:29:49,2021-02-26 10:22:54.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,True,sero,SERO - SERO,https://github.com/sero-cash,World-leading blockchain technology based on Zero Knowledge Proof that truly implements blockchain privacy protection..,privacy-coins,14,False,1010.0,6.0,137.0,796.0,41.0,15.0,71.0,22.0,34.0,3.0,10.0,19.0,2018-09-30 18:08:21,2022-01-21 06:11:08.000,2022-01-21 06:10:46,2021-12-15 03:55:09.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,True,bond,BOND - BarnBridge,https://github.com/BarnBridge,A Cross Platform Protocol for Tokenizing Risk.,defi,14,False,1620.0,97.0,122.0,,51.0,31.0,83.0,541.0,6.0,2.0,,27.0,2020-08-26 16:41:52,2022-02-25 20:44:25.000,2022-02-21 16:08:44,2022-02-03 14:20:17.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,True,stake,STAKE - STAKE,https://github.com/xdaichain,New ERC20-type (implemented as an ERC677) token designed to secure the on-chain payment layer and provide a mechanism..,smart-contract-platform,14,False,2036.0,57.0,117.0,,55.0,14.0,2.0,41.0,2.0,34.0,,23.0,2019-09-26 15:28:10,2022-03-14 18:18:59.000,2022-03-14 18:18:57,2020-08-04 15:18:11.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,True,haus,HAUS - DAOhaus,https://github.com/HausDAO,"This HAUS doesnt build itself It takes a community, and HausDAO is the community of contributors working together..",others,14,False,3173.0,297.0,100.0,,60.0,11.0,,1641.0,16.0,73.0,,36.0,2019-11-22 21:56:43,2022-03-13 19:44:28.000,2022-03-13 19:44:07,,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,True,hc,HC - HyperCash,https://github.com/HcashOrg,The Hcash platform is designed to be a sidechain for both block-based and blockless-based blockchains. Hcash will be a..,cryptocurrency,14,False,2578.0,,92.0,106.0,113.0,36.0,40.0,24.0,15.0,37.0,8.0,44.0,2018-06-15 03:17:04,2021-10-26 06:07:12.000,2021-01-12 09:45:03,2021-01-12 10:45:42.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,True,smart,SMART - SmartCash,https://github.com/SmartCash,"Self-funded cryptocurrency focused on daily payments, fast transactions and worldwide adoption.",others,14,False,1935.0,,85.0,2782.0,48.0,25.0,30.0,97.0,,7.0,,29.0,2018-01-17 06:57:44,2021-11-14 08:05:43.000,2021-11-14 08:03:36,2021-09-16 06:38:02.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,True,snow,SNOW - SnowBlossom,https://github.com/snowblossomcoin,No description.,defi,14,False,860.0,28.0,66.0,154.0,25.0,9.0,27.0,35.0,51.0,131.0,,11.0,2018-04-25 20:41:32,2022-03-15 20:35:36.000,2022-03-01 04:52:52,2022-02-22 18:57:54.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,True,pai,PAI - Project Pai,https://github.com/projectpai,"A persons Personal Artificial Intelligence (PAI), is a verified intelligent 3D avatar that looks like you, sounds like..",web3,14,False,15411.0,,66.0,,33.0,20.0,12.0,337.0,26.0,46.0,,598.0,2017-10-20 02:11:52,2022-02-10 06:50:57.000,2021-09-15 16:49:49,2021-09-15 19:09:43.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,True,boson,BOSON - Boson Protocol,https://github.com/bosonprotocol,Trust minimised and cost minimised protocol that automates digital to physical redemptions using NFTs encoded with..,metaverse,14,False,1620.0,158.0,63.0,,14.0,19.0,8.0,272.0,,79.0,,23.0,2020-06-07 18:16:19,2022-03-15 16:00:58.000,2022-03-15 13:43:44,2021-11-04 12:21:09.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,True,lif,LIF - Lif,https://github.com/windingtree,Blockchain-based distribution platform for the travel industry.,others,14,False,747.0,,59.0,48.0,22.0,29.0,3.0,253.0,2.0,86.0,47.0,12.0,2016-12-02 23:41:12,2021-05-12 12:15:41.000,2021-05-12 12:15:41,2018-02-21 08:37:40.896,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,True,ssv,SSV - SSV Network,https://github.com/bloxapp,"SSV promotes decentralization, security, and liveness across the Ethereum consensus layer and forms the foundation of..",others,14,False,1627.0,89.0,49.0,,22.0,3.0,30.0,329.0,75.0,134.0,,15.0,2020-12-13 12:35:20,2022-03-16 16:58:47.000,2022-02-23 10:06:51,2022-01-31 16:00:22.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,True,wow,WOW - Wownero,https://github.com/wownero,"Privacy-centric memecoin that was fairly launched on April 1, 2018 with no pre-mine, stealth-mine or ICO. Wownero has..",privacy-coins,14,False,9590.0,,46.0,294.0,25.0,16.0,19.0,232.0,2.0,,,318.0,2018-04-11 14:09:08,2020-06-29 17:36:20.000,2020-06-29 17:36:19,2020-05-19 21:29:40.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,True,noia,NOIA - Syntropy,https://github.com/SyntropyNet,"Next-generation, Content Delivery Network, designed to utilize the vast available bandwidth (and storage) from..",iot,14,False,145.0,,38.0,1185448.0,20.0,29.0,21.0,5.0,31.0,48.0,,7.0,2018-06-04 15:52:03,2021-10-12 22:08:33.000,2020-02-11 07:05:00,2020-02-11 08:40:42.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,True,dvt,DVT - DeVault,https://github.com/devaultcrypto,"The overarching goal of DeVault is to simply be social digital economy for everyone, with the spirit of..",cryptocurrency,14,False,17179.0,,34.0,340.0,17.0,10.0,21.0,292.0,6.0,28.0,,613.0,2019-02-20 00:10:56,2021-10-29 18:52:32.000,2020-10-27 15:59:53,2020-09-18 03:07:25.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,True,evx,EVX - Everex,https://github.com/EverexIO,"Financial technology company specializing in applying blockchain solutions to cross-border payments, trading and..",defi,13,False,2262.0,,785.0,,340.0,92.0,,74.0,23.0,109.0,,20.0,2016-07-22 09:20:55,2022-02-13 16:47:23.000,2021-02-05 11:43:56,,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,True,drgn,DRGN - Dragonchain,https://github.com/dragonchain,"Platform, that stores and secures business-client data, create smart contracts, crowd-scaled incubator, and..",others,13,True,419.0,,698.0,,158.0,107.0,12.0,208.0,55.0,117.0,,25.0,2016-08-22 06:08:34,2021-11-30 23:40:16.000,2021-11-30 23:38:36,2020-02-05 20:59:30.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,True,gel,GEL - Gelato,https://github.com/gelatodigital,Automate your Ethereum smart contracts. Outsource your web3 DevOps needs and enjoy the perks of Ethereums most..,defi,13,True,1730.0,5.0,463.0,,64.0,35.0,5.0,236.0,50.0,95.0,,13.0,2020-02-14 17:04:14,2022-03-09 08:01:06.000,2022-02-04 15:57:02,2021-07-31 21:23:43.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,True,usdc,USDC - USD Coin,https://github.com/centrehq,True financial interoperability requires a price stable means of value exchange. CENTREs technology for fiat-backed..,stablecoins,13,True,854.0,,323.0,,172.0,28.0,1.0,319.0,8.0,30.0,2.0,22.0,2018-02-05 15:05:54,2022-02-11 23:17:21.000,2021-06-03 11:58:39,2018-08-03 19:46:55.000,1.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,True,cru,CRU - Crust Network,https://github.com/crustio,Crust Network developing decentralized cloud blockchain technology on Polkadot. CRUST implements the incentive layer..,web3,13,True,434.0,14.0,310.0,2.0,30.0,13.0,20.0,543.0,31.0,235.0,,7.0,2020-01-06 03:13:58,2022-03-07 08:20:34.000,2022-03-02 05:45:50,2021-12-09 05:58:28.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,True,seele,SEELE - Seele,https://github.com/seeleteam,"Seele created Neural Consensus Algorithm. It transforms the consensus problem into an asynchronous request, processing..",web3,13,False,910.0,,236.0,224.0,104.0,58.0,26.0,1028.0,40.0,,,30.0,2018-01-30 07:18:42,2020-12-09 06:22:32.000,2020-12-09 06:22:31,2020-03-02 22:31:55.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,True,bnc,BNC - Bifrost Native Coin,https://github.com/bifrost-finance,Decentralize ethereum token. Bionic is an incubator for companies using blockchain tech to provide innovative new..,defi,13,True,886.0,35.0,162.0,96.0,48.0,17.0,35.0,487.0,3.0,19.0,,15.0,2019-07-29 10:11:20,2022-03-16 15:24:10.000,2022-02-24 12:04:26,2022-02-24 11:50:38.000,3.0,['dot'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,True,teer,TEER - Integritee,https://github.com/integritee-network,The Integritee platform enables firms and dApps to process their users data in a privacy-preserving manner that aids..,others,13,False,912.0,24.0,124.0,,36.0,19.0,10.0,296.0,122.0,288.0,,20.0,2019-03-17 16:51:14,2022-03-16 11:31:45.000,2022-03-16 08:23:29,2022-03-14 10:31:08.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,True,sdl,SDL - Saddle Finance,https://github.com/saddle-finance,"Decentralized automated market maker (AMM) on the Ethereum blockchain, optimized for trading pegged value crypto..",others,13,False,812.0,117.0,117.0,,74.0,11.0,,1025.0,83.0,319.0,,26.0,2020-07-04 00:46:37,2022-03-16 18:50:05.000,2022-03-16 14:33:29,,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,True,alpaca,ALPACA - Alpaca Finance,https://github.com/alpaca-finance,"First leveraged yield farming protocol on Binance Smart Chain. We are a fair launch project with no pre-sale, no..",defi,13,False,1508.0,550.0,116.0,,55.0,16.0,,238.0,2.0,9.0,8.0,14.0,2021-04-09 08:26:09,2022-03-16 16:22:54.000,2022-03-16 14:45:23,,3.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,True,fnd,FND - Fundum,https://github.com/fundrequest,FundRequest introduces an easy and secure way to reward bugfixes and feature builds on any project. FundRequest is a..,others,13,False,1758.0,,107.0,,24.0,23.0,2.0,231.0,42.0,322.0,,16.0,2017-09-29 06:43:24,2022-03-16 06:05:45.000,2020-10-07 10:08:32,2018-06-04 09:52:58.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,True,ptn,PTN - PalletOneToken,https://github.com/PalletOne,Cross-chain project which is also the widely discussed area of blockchain technology. With the continuously emergency..,others,13,False,10692.0,2.0,86.0,46.0,23.0,23.0,22.0,21.0,6.0,2.0,5.0,32.0,2018-06-29 05:09:54,2022-02-28 02:24:09.000,2022-02-28 02:24:00,2020-09-10 14:58:45.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,True,orbs,ORBS - Orbs,https://github.com/orbs-network,Blockchain infrastructure-as-a-service built for large scale consumer applications to meet their business and..,web3,13,False,6491.0,2.0,79.0,,11.0,20.0,65.0,1093.0,101.0,574.0,22.0,36.0,2018-06-24 09:47:23,2022-01-09 11:18:06.000,2022-01-09 11:18:06,2021-06-03 16:25:24.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,True,sem,SEM - Semux,https://github.com/semuxproject,"Innovative high-performance blockchain platform, powered by Semux BFT consensus algorithm.",others,13,False,2814.0,,76.0,208.0,32.0,21.0,7.0,162.0,38.0,117.0,,20.0,2018-06-11 01:05:23,2021-05-06 13:03:16.000,2021-05-06 13:02:45,2021-05-06 09:44:26.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,True,lit,LIT - LIT,https://github.com/litentry,"Second layer protocol and infrastructure based on Substrate. It focuses on Identity of person and IoT devices, and the..",others,13,False,1565.0,259.0,67.0,,9.0,17.0,,626.0,32.0,346.0,,11.0,2020-11-23 23:11:15,2022-03-16 15:46:58.000,2022-03-16 09:03:55,,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,True,exp,EXP - Expanse,https://github.com/expanse-org,Ethereum based blockchain platform for smart contracts.,smart-contract-platform,13,False,12495.0,,53.0,378.0,18.0,16.0,13.0,39.0,11.0,3.0,,542.0,2015-08-05 21:17:59,2021-10-20 17:18:46.000,2021-08-25 21:53:56,2020-02-05 19:00:20.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,True,ares,ARES - Ares Protocol,https://github.com/aresprotocols,On-chain-verified oracle protocol that provides secure and reliable data services for the Polkadot DeFi ecosystem.,smart-contract-platform,13,False,253.0,93.0,49.0,130.0,30.0,6.0,8.0,2.0,1.0,,,8.0,2020-10-11 15:13:21,2022-03-07 10:56:56.000,2022-02-25 13:29:08,2022-02-25 12:37:59.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,True,marks,MARKS - Bitmark,https://github.com/project-bitmark,"Initiative to create an every day use alternative currency. Its main project is Marking, an adoption program which..",others,13,False,746.0,,48.0,326.0,33.0,22.0,8.0,85.0,17.0,19.0,,28.0,2014-06-23 22:19:43,2022-02-23 18:13:26.000,2021-05-04 00:54:37,2018-07-05 13:38:44.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,True,arq,ARQ - ArQmA,https://github.com/arqma,"Decentralized public project of block chains, crypto currencies, and is fully open source. The team of programmers..",cryptocurrency,13,False,1670.0,,46.0,376.0,41.0,15.0,23.0,303.0,1.0,3.0,,21.0,2018-07-01 18:38:08,2022-02-22 06:41:43.000,2021-07-20 11:13:42,2020-08-21 19:36:42.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,True,dapp,DAPP - LiquidApps,https://github.com/liquidapps-io,LiquidApps mission is to promote the adoption of decentralized applications (dApps) at scale by introducing a new..,web3,13,False,401.0,11.0,45.0,5408.0,28.0,12.0,1385.0,20.0,2.0,3.0,,2.0,2019-04-07 05:22:19,2022-03-15 08:07:30.000,2022-02-24 15:47:48,2022-02-03 18:38:20.086,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,True,peg,PEG - PegNet,https://github.com/pegnet,Fully decentralized stablecoin / synthetic asset platform. Users can convert between any listed asset for just $.001..,others,13,False,925.0,,43.0,230.0,31.0,15.0,17.0,253.0,61.0,120.0,8.0,15.0,2019-03-02 18:56:29,2022-02-12 10:58:30.000,2021-02-25 21:33:41,2021-02-25 21:49:00.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,True,rbc,RBC - Rubic,https://github.com/Cryptorubic,"Multi-Chain protocol that allows to complete swaps between 10.000 tokens on Ethereum, Binance Smart Chain, Polygon,..",defi,13,False,5507.0,892.0,38.0,,15.0,6.0,27.0,1267.0,4.0,7.0,,18.0,2020-09-11 09:41:35,2022-03-16 15:36:31.000,2022-03-16 15:36:31,2021-08-27 14:28:04.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,True,vitae,VITAE - Vitae,https://github.com/vitaeteam,Growing Global Prosperity! Premine: 1 000 000 coins.,others,13,False,329.0,8.0,36.0,1446.0,29.0,13.0,19.0,100.0,23.0,25.0,,19.0,2018-06-02 01:06:24,2022-03-14 19:28:13.000,2022-03-14 19:27:31,2021-08-02 21:24:09.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,True,air,AIR - AirCoin,https://github.com/Aircoin-official,"The Air Coin(AIR) project was issued to mock the madness of the cryptocurrency market. After buying Air Coin, you get..",others,12,True,19.0,6.0,2876.0,,629.0,1127.0,,10.0,,109.0,,2.0,2021-05-22 03:29:50,2022-01-25 18:25:50.000,2022-01-25 18:25:50,,3.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,True,gram,GRAM - OpenGram,https://github.com/ton-blockchain,The GRAM team is not the telegram official team. The goal of the project is to provide all the functions of the block..,others,12,False,86.0,,1402.0,,367.0,131.0,,54.0,139.0,155.0,,2.0,2019-09-07 09:33:40,2022-02-22 06:32:36.000,2021-01-07 19:48:04,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,True,ldxg,LDXG,https://github.com/mosaicnetworks,No description.,others,12,True,947.0,,419.0,84.0,86.0,47.0,33.0,73.0,6.0,76.0,1.0,14.0,2017-10-24 16:14:40,2021-07-10 17:44:28.000,2021-07-10 17:05:55,2021-07-10 17:27:58.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,True,farm,FARM - Harvest Finance,https://github.com/harvest-finance,Harvest automatically farms the highest yields in DeFi.,defi,12,True,376.0,33.0,346.0,,145.0,32.0,,129.0,16.0,5.0,,21.0,2020-08-31 15:45:57,2022-03-08 07:53:06.000,2022-03-08 07:52:37,,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,True,dos,DOS - DOS Network,https://github.com/DOSNetwork,A Decentralized Oracle Service Network to Boost Blockchain Usability with Real World Data and Computation Power.,others,12,True,1250.0,,267.0,8.0,25.0,26.0,28.0,151.0,6.0,16.0,,25.0,2018-05-22 06:22:10,2021-10-12 09:11:26.000,2021-10-12 09:11:26,2021-06-04 14:36:22.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,True,bmh,BMH - BlockMesh,https://github.com/servalproject,"BlockMesh, a software company based in Mauritius - utilizes the latest innovations in mesh networking technology to..",others,12,False,4541.0,,210.0,,92.0,36.0,,28.0,42.0,90.0,,23.0,2011-02-14 03:01:55,2021-06-04 04:38:04.000,2020-11-11 07:18:11,,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,True,juld,JULD - JulSwap,https://github.com/JustLiquidity,Community Token from JulSwap which allows you to participate in special events on JulSwap. JulD is built to introduce..,exchange-tokens,12,True,47.0,,168.0,15288.0,45.0,25.0,30.0,5.0,9.0,1.0,,6.0,2020-09-15 14:50:03,2021-07-02 13:35:22.000,2021-05-30 12:43:03,2021-05-30 12:34:52.173,3.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,True,kin,KIN - Kin,https://github.com/kinecosystem,Cryptocurrency designed to bring people together in a new shared economy. KIN is swapping token from ERC-20 Ethereum..,smart-contract-platform,12,False,379.0,41.0,140.0,,53.0,69.0,,104.0,8.0,54.0,,23.0,2017-09-05 15:25:38,2022-03-16 00:41:47.000,2022-03-16 00:41:46,,3.0,['sol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,True,masq,MASQ - MASQ,https://github.com/MASQ-Project,Foundation for the internet of the future. MASQ is much more than just another blockchain VPN - its a leading-edge..,others,12,False,2274.0,9.0,134.0,,27.0,16.0,,200.0,483.0,168.0,,39.0,2019-09-06 03:28:19,2022-03-16 18:49:58.000,2022-03-03 14:29:42,,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,True,tup,TUP - Tenup,https://github.com/tenup-coin,"For Progress, Investment & Success.",cryptocurrency,12,False,11796.0,,130.0,,19.0,52.0,,,,,,392.0,2018-03-31 08:39:33,2022-02-15 16:14:43.000,2018-11-22 12:55:40,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,True,math,MATH - MATH,https://github.com/mathwallet,"One stop crypto solution platform which contains MathWallet, MATH VPOS Pool, MathDEX, MATH dApp Store, MATH Staking,..",web3,12,False,157.0,,127.0,86.0,184.0,23.0,14.0,18.0,7.0,13.0,,4.0,2020-08-20 06:41:31,2022-02-07 21:43:39.000,2021-07-01 07:17:36,2021-04-01 04:03:20.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,True,webd,WEBD - webdollar,https://github.com/webdollar,"Cryptocurrency fully native to the World Wide Web, entirely written in JavaScript, built around the concepts of..",defi,12,False,5491.0,4.0,122.0,10.0,61.0,39.0,6.0,317.0,6.0,33.0,,37.0,2017-10-16 18:33:50,2021-12-18 17:55:42.000,2021-12-18 17:55:39,2020-07-24 14:20:17.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,True,mesg,MESG - MESG,https://github.com/mesg-foundation,Decentralized building platform for apps and businesses where developers can build solutions from a Marketplace of..,others,12,False,6148.0,,115.0,60.0,13.0,12.0,40.0,1220.0,44.0,597.0,4.0,10.0,2018-02-16 09:13:42,2020-09-28 05:36:46.000,2020-06-09 09:46:08,2020-06-09 09:47:00.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,True,nxm,NXM - Nexus Mutual,https://github.com/NexusMutual,Decentralized insurance protocol built on Ethereum that currently offers cover for smart contracts on the Ethereum..,defi,12,False,2285.0,22.0,99.0,,31.0,6.0,3.0,186.0,3.0,3.0,,18.0,2019-11-20 20:58:07,2022-03-16 14:16:58.000,2022-02-11 15:46:44,2022-02-11 16:06:03.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,True,ryo,RYO - Ryo Currency,https://github.com/ryo-currency,"Ryo is created with a high level of privacy in mind, setting Ring Confidential Transactions (RingCT) with minimum..",privacy-coins,12,False,516.0,,78.0,544.0,45.0,26.0,15.0,241.0,9.0,30.0,,16.0,2018-06-24 19:49:24,2021-12-14 14:33:18.000,2020-10-03 13:23:30,2020-10-03 15:38:52.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,True,ctsi,CTSI - Cartesi,https://github.com/cartesi,What is Cartesi? Ease of Adoption: Developers can work in a familiar environment with no artificial limitations and..,web3,12,False,592.0,,76.0,592.0,6.0,12.0,18.0,25.0,9.0,5.0,15.0,10.0,2019-07-16 06:09:01,2022-02-13 20:22:27.000,2021-03-19 15:08:32,2021-03-19 17:11:34.448,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,True,msr,MSR - Masari,https://github.com/masari-project,"Scalability-focused, untraceable, secure, and fungible cryptocurrency using the RingCT protocol.",privacy-coins,12,False,481.0,,73.0,836.0,50.0,32.0,21.0,144.0,8.0,36.0,,19.0,2017-09-05 08:40:47,2021-04-24 22:06:22.000,2021-02-08 12:00:17,2019-07-16 23:56:34.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,True,sny,SNY - Synthetify Token,https://github.com/Synthetify,Synthetify (SNY) is anticipated to hold the following utility: Collateral for creation of synthetic assets on..,exchange-tokens,12,False,1248.0,89.0,71.0,,15.0,4.0,2.0,124.0,2.0,9.0,,9.0,2021-03-18 16:26:21,2022-03-15 15:10:46.000,2022-03-15 15:10:35,2021-11-25 15:57:52.000,3.0,['sol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,True,xhv,XHV - Haven,https://github.com/haven-protocol-org,Untraceable cryptocurrency with a mix of standard market pricing and stable fiat value storage without an..,privacy-coins,12,False,135.0,,61.0,1996.0,36.0,22.0,6.0,13.0,8.0,24.0,,3.0,2018-01-25 08:46:17,2021-04-27 10:53:47.000,2019-01-10 11:01:54,2018-09-25 18:31:41.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,True,alias,ALIAS - Alias,https://github.com/aliascash,"Innovative privacy focused cryptocurrency, featuring an energy-efficient proof-of-stake algorithm that provides rapid..",privacy-coins,12,False,2756.0,,58.0,514.0,26.0,19.0,30.0,179.0,,83.0,,19.0,2018-03-06 19:47:42,2021-04-13 21:11:52.000,2021-04-01 21:22:24,2020-12-08 22:24:46.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,True,aleph,ALEPH - Aleph.im,https://github.com/aleph-im,"Decentralized cloud storage, database, and computing platform. It aims to be the infrastructure layer for all DeFI..",web3,12,False,1004.0,91.0,56.0,,12.0,16.0,5.0,161.0,19.0,31.0,,11.0,2019-03-11 15:46:15,2022-03-11 11:11:48.000,2022-03-10 12:01:55,2022-02-22 13:35:03.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,True,wdgld,WDGLD - Wrapped-DGLD,https://github.com/commerceblock,"First ERC-20 token pegged one-to-one with DGLD, the worlds most advanced and trusted gold-backed stablecoin built on..",others,12,False,1116.0,94.0,56.0,,9.0,8.0,2.0,261.0,23.0,44.0,,9.0,2020-03-26 21:06:57,2022-02-25 14:51:40.000,2022-02-25 14:51:39,,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,True,aph,APH - APHolding Coin,https://github.com/aphtoken,Aphelion is supposed to be P2P trading platform (DEX) built on the NEO blockchain that brings a wallet based peer-to-..,others,12,False,781.0,,56.0,2796.0,22.0,15.0,42.0,237.0,6.0,13.0,,13.0,2018-01-16 02:45:31,2022-03-02 12:49:26.000,2019-09-02 17:45:27,2019-09-02 18:17:59.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,True,daps,DAPS - DAPS Coin,https://github.com/DAPSCoin,"Fully private blockchain with a focus on security, scalability and total privacy. The goal of DAPS protocol is to..",privacy-coins,12,False,771.0,,55.0,2326.0,37.0,14.0,16.0,242.0,6.0,16.0,,13.0,2019-09-30 23:58:53,2022-02-09 19:55:02.000,2021-10-26 20:34:38,2021-09-01 17:30:52.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
