,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,labels,trending,github_id,npm_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_monthly_downloads,maven_id,npm_dependent_project_count,maven_url,maven_latest_release_published_at,cargo_id,github_release_downloads,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,maven_dependent_project_count,conda_id,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,updated_github_id
206,True,vrsc,VRSC - Verus Coin,https://github.com/veruscoin,"Verus introduces a new consensus algorithm called Proof of Power, a 50% PoW / 50% PoS algorithm, which solves..",privacy-coins,22,True,25497.0,194.0,181.0,7054.0,99.0,43.0,119.0,490.0,25.0,10.0,,553.0,2018-05-04 03:42:12,2022-05-30 08:16:06.000,2022-05-20 16:10:04,2022-05-20 22:08:23.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,True,btrst,BTRST - Braintrust,https://github.com/snowfork,"First decentralized talent network that connects skilled, vetted knowledge workers with the worlds most reputable..",web3,22,True,513.0,30.0,178.0,13646.0,71.0,26.0,32.0,509.0,24.0,110.0,193.0,20.0,2020-06-29 15:46:44,2022-06-01 17:50:14.000,2022-06-01 11:19:46,2022-01-31 21:14:04.932,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,True,flux,FLUX - Flux,https://github.com/runonflux,Cryptocurrency that holds a central role in the Zel Ecosystem. It gives the incentive for ZelNode ownership to enable..,privacy-coins,22,True,15628.0,546.0,172.0,452.0,127.0,49.0,122.0,738.0,15.0,44.0,,571.0,2018-02-22 02:54:57,2022-06-01 15:34:15.000,2022-05-31 04:54:09,2022-05-30 04:21:57.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,True,nlg,NLG - Gulden,https://github.com/Gulden,With Gulden you send money to each other.,cryptocurrency,22,False,20483.0,131.0,134.0,4698.0,47.0,39.0,87.0,74.0,52.0,153.0,,560.0,2015-08-13 10:46:44,2022-04-21 07:10:45.000,2022-04-21 07:10:31,2022-04-18 14:43:49.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,True,dev,DEV - Dev Protocol,https://github.com/dev-protocol,Well decentralized network of Masternodes without superfluous control and intermediaries/gatekeepers with more than..,others,22,False,5151.0,304.0,126.0,1738.0,39.0,14.0,10.0,3381.0,37.0,296.0,13.0,36.0,2019-04-25 05:49:03,2022-06-01 17:59:41.000,2022-06-01 14:31:31,2022-03-10 00:13:35.913,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,True,chai,CHAI - Chai,https://github.com/dapphub,Accrue interest on your Dai by turning it into Chai.,others,21,True,6039.0,31.0,3016.0,102.0,600.0,163.0,43.0,973.0,255.0,373.0,,200.0,2015-09-15 14:40:54,2022-05-31 15:48:57.000,2022-05-31 15:48:57,2021-11-15 16:13:22.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,True,sff,SFF - Sunflower Farm,https://github.com/sunflower-farmers,"This Project is Play To Earn ,with Great Community Developer.",others,21,True,1636.0,544.0,1304.0,,381.0,60.0,100.0,504.0,9.0,528.0,,51.0,2021-05-07 22:29:16,2022-06-01 04:41:50.000,2022-06-01 00:39:10,2022-05-29 21:45:27.000,2.0,['matic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,True,trtl,TRTL - TurtleCoin,https://github.com/turtlecoin,"Fun, fast, and easy way to send money to friends and businesses.",privacy-coins,21,True,2176.0,11.0,827.0,2054.0,872.0,169.0,42.0,1147.0,29.0,272.0,,103.0,2018-01-01 00:11:32,2022-04-28 19:06:36.000,2022-04-11 12:48:28,2021-12-02 02:53:45.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,True,okt,OKT - OEC Token,https://github.com/okex,"OKExChain is open-source, public blockchain technology developed by OKEx for building blockchain-based trading..",others,21,True,1234.0,181.0,723.0,,429.0,69.0,119.0,1988.0,99.0,180.0,37.0,56.0,2019-12-06 09:31:22,2022-06-01 15:55:24.000,2022-06-01 09:04:33,2022-05-27 02:54:05.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,True,btg,BTG - Bitcoin Gold,https://github.com/BTCGPU,"Hard Fork of Bitcoin, that allows you to mine Bitcoin Gold with GPU. BTG implements a new PoW algorithm, Equihash,..",cryptocurrency,21,False,18578.0,,618.0,9870.0,321.0,145.0,9.0,141.0,16.0,250.0,,732.0,2017-07-23 05:59:24,2022-02-11 04:40:18.000,2021-04-11 19:49:25,2020-08-01 05:39:54.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,True,pay,PAY - TenX,https://github.com/comit-network,"TenX connects your blockchain assets to real world payment platforms. With our app, the TenX card and our forthcoming..",defi,21,True,10573.0,56.0,608.0,932.0,81.0,34.0,27.0,3261.0,146.0,1177.0,,48.0,2018-04-18 04:56:19,2022-06-01 11:55:07.000,2022-04-25 11:59:28,2021-12-25 22:08:11.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,True,rlc,RLC - iExec RLC,https://github.com/iExecBlockchainComputing,The First Decentralized Marketplace for Cloud Resources.,web3,21,True,2428.0,38.0,453.0,5404.0,82.0,64.0,230.0,222.0,44.0,49.0,22.0,28.0,2017-07-20 12:48:58,2022-06-01 12:14:44.000,2022-04-11 11:06:21,2022-04-11 12:12:10.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,True,gen,GEN - DAOstack,https://github.com/daostack,"DAOstack powers decentralized companies, funds and markets to make fast and innovative decisions at scale. In..",web3,21,True,6362.0,2.0,388.0,756.0,196.0,59.0,182.0,2442.0,134.0,1506.0,153.0,100.0,2016-09-21 10:22:23,2022-05-31 23:34:36.000,2022-05-31 13:04:58,2021-02-04 18:00:45.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,True,etn,ETN - Electroneum,https://github.com/electroneum,"UK-based cryptocurrency consisting of around 50 employees. Launched in 2017 with a $40 million ICO, their platform..",defi,21,True,9247.0,1.0,383.0,22756.0,192.0,93.0,17.0,83.0,97.0,284.0,,287.0,2017-10-31 22:55:17,2022-04-01 14:16:16.000,2022-04-01 11:32:11,2021-10-01 16:21:31.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,True,mintme,MINTME - MintMe.com Coin,https://github.com/mintme-com,"Transparent web-mineable blockchain platform made to support Decentralized Applications (DApps), where websites can..",cryptocurrency,21,True,14292.0,1.0,241.0,98570.0,148.0,53.0,25.0,53.0,33.0,232.0,2.0,285.0,2018-04-17 11:58:28,2022-04-29 16:53:34.000,2022-04-04 13:25:36,2021-06-15 13:19:21.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,True,san,SAN - Santiment Network Token,https://github.com/santiment,"A Better Way to Trade Crypto-Markets Market Datafeeds, Newswires, and Crowd Sentiment Insights for the Blockchain World.",web3,21,False,10760.0,188.0,135.0,3846.0,34.0,23.0,57.0,3386.0,11.0,16.0,18.0,60.0,2017-10-12 15:42:11,2022-06-01 15:40:26.000,2022-06-01 09:47:44,2022-01-13 09:57:22.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,True,kilt,KILT - KILT Protocol,https://github.com/KILTprotocol,"Open-source blockchain protocol for issuing verifiable, revocable, and anonymous claims-based credentials in Web 3.0...",web3,21,False,1592.0,94.0,113.0,5104.0,37.0,22.0,173.0,764.0,20.0,88.0,42.0,44.0,2018-11-14 13:29:09,2022-06-01 17:40:37.000,2022-06-01 16:32:12,2022-04-11 12:41:42.000,2.0,['dot'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,True,ubi,UBI - Universal Basic Income,https://github.com/DemocracyEarth,"First application to be built on top of the Proof of Humanity registry, an anti-Sybil attack tool designed by Kleros...",others,20,True,6141.0,148.0,2279.0,,437.0,218.0,52.0,684.0,160.0,333.0,1.0,123.0,2015-12-24 06:22:20,2022-05-31 17:04:59.000,2022-05-23 13:41:57,2021-02-24 17:17:54.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,True,pnt,PNT - pNetwork,https://github.com/provable-things,"A Provable, portable, and pegged solution for the DeFi ecosystem.",web3,20,True,1025.0,,1341.0,256.0,647.0,91.0,16.0,223.0,58.0,117.0,168.0,43.0,2015-12-14 15:42:59,2022-04-30 21:48:51.000,2021-10-19 16:20:58,2020-05-22 15:04:28.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,True,btm,BTM - Bytom,https://github.com/Bytom,"Interactive protocol of multiple byte assets. Heterogeneous byte-assets (indigenous digital currency, digital assets)..",smart-contract-platform,20,True,2271.0,,1255.0,2114.0,383.0,138.0,59.0,1701.0,20.0,395.0,4.0,51.0,2017-07-14 01:47:33,2021-11-23 09:08:27.000,2021-10-27 09:55:03,2021-09-15 03:24:34.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,True,dtube,DTUBE - Dtube Coin,https://github.com/dtube,"DTube Coin: a utility token for video, it enables people to earn rewards by voting, commenting, or promoting content..",others,20,True,2142.0,24.0,1237.0,,342.0,120.0,4.0,134.0,153.0,252.0,5.0,43.0,2017-09-25 02:27:35,2022-05-30 11:50:33.000,2022-05-27 01:18:36,2022-02-09 14:43:14.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,True,minds,MINDS - Minds,https://github.com/Minds,Token used to promote content on the Minds social media platform.,web3,20,True,33350.0,676.0,1041.0,,387.0,142.0,6.0,98.0,76.0,133.0,,181.0,2015-11-25 17:44:10,2022-06-01 16:27:28.000,2022-05-31 13:56:14,,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,True,dero,DERO - Dero,https://github.com/deroproject,"New, experimental blockchain technology written in Golang with a focus on enhanced Privacy and Smart Contracts while..",privacy-coins,20,True,159.0,10.0,810.0,4506.0,152.0,87.0,70.0,16.0,34.0,65.0,24.0,6.0,2018-01-18 09:44:34,2022-05-30 18:30:56.000,2022-05-23 04:29:06,2022-05-23 04:40:06.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,True,elf,ELF - aelf,https://github.com/aelfProject,Customizable operating system (OS) specifically for blockchains. The team is aiming for it to be the Linux system of..,web3,20,True,20492.0,1.0,767.0,98.0,207.0,157.0,24.0,2575.0,41.0,721.0,30.0,64.0,2017-11-25 07:59:31,2022-06-01 16:12:03.000,2022-05-24 03:47:17,2021-08-30 11:19:56.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,True,aurora,AURORA - Aurora,https://github.com/aurora-is-near,"EVM built on the NEAR Protocol, delivering a turn-key solution for developers to operate their apps on an Ethereum-..",others,20,True,1836.0,35.0,694.0,170.0,143.0,132.0,111.0,1137.0,234.0,422.0,5.0,76.0,2019-09-02 07:59:53,2022-06-01 14:55:05.000,2022-06-01 14:55:03,2022-04-07 21:01:09.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,True,sdn,SDN - Shiden Network,https://github.com/AstarNetwork,Multi-chain decentralized application layer on Kusama Network. Kusama Relaychain does not support smart contract..,smart-contract-platform,20,True,637.0,51.0,599.0,444.0,129.0,62.0,57.0,475.0,23.0,2054.0,,22.0,2019-03-24 03:51:39,2022-06-01 17:07:44.000,2022-06-01 04:27:01,2022-05-25 07:45:34.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,True,iost,IOST - IOST,https://github.com/iost-official,"The IOS (Internet of Services) offers a solid infrastructure for online service providers. Its high TPS, scalable and..",iot,20,True,9104.0,24.0,581.0,,130.0,127.0,70.0,1168.0,59.0,44.0,70.0,63.0,2018-04-08 15:24:01,2022-05-31 12:08:39.000,2022-05-31 11:57:18,2022-05-31 12:08:39.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,True,bsv,BSV - Bitcoin SV,https://github.com/bitcoin-sv,New coin splitted of Bitcoin Cash blockchain on 15 November 2018. Four fundamental pillars form the basis of Bitcoin..,others,20,True,18053.0,35.0,545.0,,229.0,103.0,22.0,41.0,52.0,204.0,,618.0,2018-08-29 16:02:13,2022-04-21 08:11:25.000,2022-04-14 15:52:21,2022-04-21 08:18:07.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,True,neu,NEU - Neumark,https://github.com/Neufund,Neumarks (NEU) are Neufunds protocol tokens which participants earn by investing into ETOs. The NEU tokens entitle..,others,20,True,3600.0,,438.0,474.0,138.0,69.0,68.0,581.0,41.0,171.0,166.0,51.0,2017-01-30 08:31:31,2022-05-16 18:01:14.000,2021-10-19 13:54:31,2020-09-16 11:31:53.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,True,tnt,TNT - Tierion,https://github.com/tierion,"Use the blockchain as a global platform to verify any data, file, or business process. Developer tools & API to anchor..",others,20,True,607.0,,394.0,25978.0,106.0,62.0,123.0,73.0,16.0,15.0,432.0,37.0,2016-02-18 16:40:47,2022-02-22 03:37:15.547,2022-02-22 03:36:34,2022-02-22 03:37:15.547,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,True,stc,STC - Starcoin,https://github.com/starcoinorg,Student Coin aims to change the future of the digital economy. Student Coin is the first platform that allows users to..,others,20,True,3470.0,102.0,339.0,554.0,95.0,30.0,74.0,2525.0,121.0,721.0,,41.0,2020-02-06 20:26:56,2022-06-01 12:28:44.000,2022-05-31 14:18:15,2022-05-27 14:00:19.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,True,rdd,RDD - Reddcoin,https://github.com/reddcoin-project,Social currency that enriches peoples social lives and makes digital currency easy for the general public. Reddcoin..,defi,20,False,11025.0,,284.0,10190.0,114.0,136.0,26.0,32.0,51.0,104.0,,351.0,2014-03-18 20:29:50,2022-02-01 04:45:51.000,2020-07-14 01:21:05,2022-02-21 23:29:46.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,True,pha,PHA - Phala Network,https://github.com/Phala-Network,No description.,web3,20,True,3294.0,500.0,273.0,236.0,121.0,37.0,2.0,586.0,72.0,157.0,,26.0,2020-01-08 02:14:13,2022-06-01 11:53:53.000,2022-06-01 04:46:40,2020-07-19 18:11:57.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,True,api3,API3 - API3,https://github.com/api3dao,"API3 builds blockchain-native, decentralized APIs with DAO-governance and quantifiable security.",defi,20,True,6699.0,1018.0,204.0,,89.0,43.0,12.0,1775.0,58.0,425.0,,57.0,2020-06-08 17:16:55,2022-06-01 13:14:47.000,2022-06-01 13:14:46,2022-05-28 11:56:03.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,True,jbx,JBX - JBOX,https://github.com/jbx-protocol,Our vision is to be the company that decentralizes the video market using Block Chain Technology that targets..,others,20,True,2640.0,347.0,198.0,40.0,134.0,11.0,4.0,908.0,108.0,366.0,16.0,47.0,2021-01-26 02:37:46,2022-06-01 12:33:04.000,2022-06-01 00:46:25,2021-11-16 03:28:49.176,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,True,adx,ADX - Ambire AdEx,https://github.com/AmbireTech,Decentralized ad serving network based on blockchain and smart contracts technology.,smart-contract-platform,20,True,11019.0,516.0,195.0,,55.0,31.0,6.0,376.0,62.0,408.0,8.0,47.0,2017-11-29 14:47:15,2022-06-01 06:15:14.000,2022-05-31 07:27:30,2020-02-19 17:50:49.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,True,lthn,LTHN - Lethean,https://github.com/letheanvpn,Fuel and operating currency for our peer-to-peer (P2P) decentralized VPN. It is based on the CryptoNote technology and..,privacy-coins,20,True,3125.0,36.0,181.0,1332.0,70.0,51.0,28.0,270.0,36.0,262.0,,135.0,2017-07-15 15:04:18,2022-05-30 10:06:57.000,2022-05-30 10:06:52,2022-05-25 20:46:58.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,True,mft,MFT - Hifi Finance,https://github.com/MainframeHQ,"Platform for decentralized applications. Resistant to censorship, surveillance, and disruption, the Mainframe network..",smart-contract-platform,20,True,2648.0,68.0,175.0,938.0,26.0,31.0,60.0,398.0,61.0,186.0,,30.0,2018-04-13 13:19:25,2022-05-18 15:22:42.000,2022-05-18 15:22:42,2022-05-06 20:33:32.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,True,sov,SOV - Sovryn,https://github.com/DistributedCollective,X16r GPU minable crypto with masternodes. Premine: 850 000 SOV.,others,20,True,4788.0,292.0,152.0,78.0,80.0,34.0,107.0,1699.0,178.0,888.0,,57.0,2020-08-10 09:08:01,2022-06-01 07:20:09.000,2022-05-31 14:04:59,2022-05-24 14:53:19.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,True,sys,SYS - Syscoin,https://github.com/syscoin,"Syscoin Platform (SYS) is presented as a decentralized scalable blockchain for enterprise, a development platform, and..",metaverse,20,True,38767.0,,151.0,4850.0,64.0,52.0,68.0,211.0,5.0,263.0,,569.0,2016-02-29 03:47:32,2022-06-01 16:31:32.000,2021-11-24 15:23:42,2021-11-24 15:58:03.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,True,rmrk,RMRK - RMRK,https://github.com/rmrk-team,"Most advanced nft system in the world, adding eternal liquidity and multi chain forward compatibility to all NFT..",metaverse,20,False,2475.0,137.0,147.0,5526.0,49.0,29.0,193.0,109.0,31.0,25.0,30.0,11.0,2020-08-26 13:32:37,2022-05-30 06:46:35.000,2022-05-26 16:28:18,2022-05-26 16:26:45.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,True,arrr,ARRR - Pirate Chain,https://github.com/PirateNetwork,"On 29 August 2018, several developers from the Komodo community piloted an independent asset chain with the technology..",privacy-coins,20,False,32933.0,34.0,109.0,5698.0,28.0,24.0,18.0,31.0,13.0,42.0,,551.0,2019-10-11 19:16:30,2022-05-26 01:33:19.000,2022-04-05 18:06:15,2022-03-12 00:50:16.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,True,erowan,EROWAN - Sifchain,https://github.com/Sifchain,"Brainchild of Sif, the Norse goddess of earth, agriculture, fertility, family, and marriage. She brings abundance,..",exchange-tokens,20,False,6429.0,410.0,85.0,624.0,102.0,36.0,143.0,2219.0,208.0,471.0,,70.0,2020-09-15 21:49:17,2022-06-01 16:24:03.000,2022-05-25 14:13:49,2022-05-19 18:34:06.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,True,ewt,EWT - Energy Web Token,https://github.com/energywebfoundation,"Native token of the Energy Web Chain, a public, Proof-of-Authority Ethereum Virtual Machine blockchain specifically..",others,20,False,7744.0,30.0,81.0,14186.0,42.0,19.0,1347.0,3290.0,41.0,41.0,24.0,39.0,2019-08-14 14:06:18,2022-06-01 10:34:44.000,2022-05-02 10:59:24,2022-03-16 12:20:48.834,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,True,chn,CHN - Chain,https://github.com/chain,Cloud blockchain infrastructure that enables organizations to build better financial services from the ground up...,others,19,True,3361.0,2.0,1772.0,114.0,355.0,165.0,32.0,1377.0,1.0,121.0,26.0,28.0,2016-10-24 01:12:26,2022-05-20 21:22:34.000,2022-05-05 16:46:34,2017-11-30 22:56:19.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,True,crv,CRV - Curve DAO Token,https://github.com/curvefi,"Similar to Uniswap, Curve Finance is an Automated Market Maker (AMM) based Decentralised Exchange (DEX). Unlike..",exchange-tokens,19,True,3633.0,210.0,1397.0,,530.0,127.0,5.0,522.0,49.0,34.0,,57.0,2020-01-15 21:49:06,2022-05-31 16:18:29.000,2022-05-31 16:18:29,2021-06-16 22:15:51.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,True,ctk,CTK - CertiK,https://github.com/ShentuChain,A Cross-Chain Protocol with Security Scoring and Decentralized Reimbursements for Building Secure dApps.,smart-contract-platform,19,True,530.0,6.0,1157.0,706.0,178.0,77.0,49.0,419.0,26.0,103.0,4.0,38.0,2019-07-23 16:35:31,2022-06-01 14:41:05.000,2022-05-02 02:39:40,2022-05-02 02:52:35.000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,True,ohm,OHM - Olympus,https://github.com/OlympusDAO,No description.,defi,19,True,2442.0,261.0,992.0,,1583.0,57.0,1.0,1955.0,113.0,191.0,,79.0,2021-02-23 00:18:58,2022-06-01 10:34:29.000,2022-06-01 10:21:00,2021-12-18 22:47:46.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,True,xrt,XRT - Robonomics Network,https://github.com/airalab,No description.,iot,19,True,1277.0,28.0,364.0,878.0,105.0,21.0,50.0,198.0,29.0,189.0,,56.0,2016-10-03 13:56:19,2022-05-24 05:37:01.000,2022-05-24 03:17:47,2022-04-12 13:30:01.000,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,True,mona,MONA - Monavale,https://github.com/monacoinproject,First cryptocurrency in Japan that was born in December 2013. Monacoin community is the most active cryptocurrency..,metaverse,19,True,23691.0,3.0,320.0,3936.0,89.0,92.0,17.0,32.0,4.0,37.0,,865.0,2013-12-31 23:43:01,2022-05-21 21:14:29.000,2022-05-21 21:00:28,2021-11-14 08:56:15.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,True,bat,BAT - Basic Attention Token,https://github.com/brave-intl,Basic Attention Token radically improves the efficiency of digital advertising by creating a new token that can be..,defi,19,True,4779.0,147.0,316.0,22.0,109.0,71.0,23.0,3130.0,151.0,1513.0,,58.0,2016-09-30 04:47:29,2022-06-01 18:15:07.000,2022-05-31 19:15:46,2019-10-25 22:01:00.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,True,music,MUSIC - NFTMusic.ai,https://github.com/musicoin,"Music streaming platform built on the blockchain that supports the creation, distribution and consumption of music in..",others,19,False,9825.0,,274.0,2984.0,124.0,62.0,39.0,155.0,28.0,232.0,,238.0,2016-10-31 15:04:15,2020-12-11 07:34:31.000,2020-11-19 13:49:44,2020-03-25 07:44:23.000,2.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,True,pnk,PNK - Kleros,https://github.com/kleros,"Blockchain Dispute Resolution Layer that provides fast, secure and affordable arbitration for virtually everything.",others,19,True,1834.0,2.0,271.0,2756.0,111.0,31.0,23.0,407.0,29.0,137.0,124.0,47.0,2017-07-26 12:43:16,2022-05-16 17:49:14.000,2022-03-16 10:32:51,2020-05-10 20:55:49.922,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,True,psp,PSP - ParaSwap,https://github.com/paraswap,Governance token for ParaSwap with the aim toprovide a decentralized exchange aggregator that is decentralized and..,exchange-tokens,19,True,559.0,,249.0,13592.0,120.0,32.0,123.0,109.0,19.0,5.0,118.0,20.0,2019-10-08 13:28:44,2022-05-23 04:49:14.000,2022-02-21 14:05:19,2022-02-21 14:05:53.622,3.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,True,like,LIKE - LikeCoin,https://github.com/likecoin,LikeCoin aims to reinvent the Like by realigning creativity and reward. We enable attribution and cross-application..,others,19,True,6018.0,152.0,232.0,312.0,76.0,31.0,38.0,1799.0,208.0,134.0,2.0,43.0,2014-04-26 09:29:43,2022-06-01 13:11:36.000,2022-05-27 08:03:54,2022-05-27 08:13:14.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,True,ring,RING - Darwinia Network Native Token,https://github.com/darwinia-network,Native token of Darwinia Network. Its used to pay for the GAS fee of the on-chain transactions and cross-chain..,metaverse,19,True,1537.0,28.0,204.0,300.0,49.0,21.0,85.0,435.0,24.0,370.0,,24.0,2019-04-26 11:27:49,2022-06-01 04:12:59.000,2022-05-31 10:47:58,2022-05-31 13:12:35.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,True,nuum,NUUM,https://github.com/bit-country,No description.,others,19,True,1347.0,349.0,203.0,62.0,76.0,30.0,2.0,179.0,13903.0,153.0,,12.0,2020-09-14 23:10:17,2022-06-01 03:39:00.000,2022-05-31 12:01:45,2022-01-18 02:17:18.000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,True,iov,IOV - Starname,https://github.com/iov-one,Vertical application of blockchain technology in the field of automotive social network . CarLive Chain is committed..,others,19,False,5836.0,,200.0,646.0,18.0,45.0,69.0,982.0,38.0,444.0,70.0,29.0,2018-04-17 18:46:16,2022-04-28 19:07:15.000,2020-09-14 08:09:52,2020-06-04 18:07:56.691,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,True,dia,DIA - DIA,https://github.com/diadata-org,"DIA (Decentralised Information Asset) is an open-source, data and oracle platform for the DeFi ecosystem. DIA..",defi,19,True,2645.0,280.0,173.0,,108.0,24.0,742.0,346.0,58.0,209.0,2.0,59.0,2018-08-08 13:21:11,2022-05-31 15:13:36.000,2022-05-31 13:16:09,2022-05-27 09:34:16.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,True,tau,TAU - Lamden,https://github.com/lamden,The token at the heart of the Lamden blockchain ecosystem is the Tau token. The Lamden blockchain is open-sourced and..,smart-contract-platform,19,True,8238.0,8.0,172.0,286.0,69.0,38.0,27.0,656.0,36.0,103.0,22.0,35.0,2017-12-12 05:25:53,2022-05-31 16:55:28.000,2022-05-02 16:57:50,2020-12-21 21:44:03.000,3.0,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,True,tribe,TRIBE - Tribe,https://github.com/fei-protocol,Governance token which will allow community members to vote on the future direction / upgrades for the platform and..,defi,19,True,4759.0,953.0,164.0,,74.0,23.0,8.0,728.0,113.0,23.0,,23.0,2020-12-29 00:25:16,2022-06-01 18:30:26.000,2022-06-01 18:09:16,2022-05-20 13:53:58.000,2.0,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
