,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,labels,trending,github_id,github_url,license,latest_stable_release_number,github_dependent_project_count,github_release_downloads
485,True,tkl,TKL - Tokel,https://github.com/tokelplatform,The future of tokenization.,others,14,False,700.0,10.0,38.0,364.0,17.0,7.0,14.0,109.0,55.0,149.0,,8.0,2021-02-09 04:34:36,2022-12-20 12:03:00,2022-11-12 08:19:17,2022-11-15 10:09:28,3.0,,,,,,,,
486,True,ldoge,LDOGE - LiteDoge,https://github.com/ldoge,What Is LiteDoge? LiteDoge (LDOGE) is an open-source peer to peer cryptocurrency and was forked from bitcoin in 2015...,cryptocurrency,14,False,706.0,103.0,38.0,404.0,23.0,8.0,3.0,58.0,9.0,13.0,,24.0,2017-07-02 13:25:09,2023-02-08 18:59:47,2023-02-08 18:59:47,2022-06-19 08:24:37,3.0,,,,,,,,
487,True,xkr,XKR - Kryptokrona,https://github.com/kryptokrona,"Decentralized blockchain based on CryptoNote, which forms the basis for Monero, among others. CryptoNote is a so-..",others,14,False,1591.0,107.0,37.0,38.0,10.0,3.0,6.0,29.0,23.0,18.0,,73.0,2019-04-14 12:29:15,2023-02-08 17:43:12,2023-02-08 17:43:08,2022-12-28 20:22:41,3.0,,,,,,,,
488,True,noia,NOIA - Syntropy,https://github.com/SyntropyNet,Syntropy is transforming the public internet into a secure and user-centric internet through a unifying layer where..,others,14,False,145.0,,36.0,952826.0,19.0,27.0,21.0,8.0,31.0,48.0,,7.0,2018-06-04 15:52:03,2022-11-10 15:22:15,2020-02-11 07:05:00,2020-02-11 08:40:42,3.0,['eth'],,,,,,,
489,True,xprt,XPRT - Persistence,https://github.com/persistenceOne,Interoperable protocol that provides sovereign environments to facilitate the creation of next-gen financial products...,others,14,False,557.0,16.0,33.0,148.0,28.0,5.0,14.0,160.0,13.0,13.0,3.0,24.0,2020-04-13 23:50:54,2023-02-05 04:02:27,2023-01-31 15:06:36,2023-01-11 16:57:18,3.0,,,,,,,,
490,True,dvt,DVT - DeVault,https://github.com/devaultcrypto,Community governed and driven digital economy designed around the end user. DeVault offers a custom Cold Rewards..,cryptocurrency,14,False,17179.0,,33.0,286.0,16.0,10.0,21.0,292.0,5.0,29.0,,616.0,2019-02-20 00:10:56,2021-10-29 18:52:32,2020-10-27 15:59:53,2020-09-18 03:07:25,3.0,,,,,,,,
491,True,kai,KAI - KardiaChain,https://github.com/kardiachain,"We believe Blockchain can create equal opportunities for people, a world where people have access to opportunity to..",web3,14,False,2742.0,22.0,32.0,,14.0,10.0,19.0,179.0,14.0,52.0,20.0,25.0,2020-06-19 09:20:25,2023-01-12 09:21:39,2023-01-12 09:21:39,2021-12-29 03:56:18,3.0,['eth'],,,,,,,
492,True,ppo,PPO - prePO,https://github.com/prepo-io,Decentralized trading platform allowing anyone to gain synthetic exposure to any pre-IPO stock or pre-IDO token...,others,13,False,585.0,216.0,1125.0,,42.0,12.0,,855.0,24.0,,,14.0,2022-04-05 13:07:30,2023-02-08 19:41:13,2023-02-08 19:41:12,,3.0,['arbitrum'],,,,,,,
493,True,nest,NEST - Nest Protocol,https://github.com/NEST-Protocol,Decentralized price fact Oracle protocol network based on Ethereum network.,defi,13,False,937.0,288.0,976.0,,7.0,56.0,,1.0,90.0,27.0,,6.0,2021-10-09 07:49:43,2023-02-08 09:50:29,2023-02-08 09:50:17,,3.0,['eth'],,,,,,,
494,True,evx,EVX - Everex,https://github.com/EverexIO,"Everex enables you to transfer, borrow, and trade in any fiat currency, anywhere. No Bank account required. With..",defi,13,False,2267.0,,841.0,,391.0,95.0,,77.0,27.0,115.0,,20.0,2016-07-22 09:20:55,2023-01-16 20:44:17,2022-11-04 18:16:39,,3.0,['eth'],,,,,,,
495,True,drgn,DRGN - Dragonchain,https://github.com/dragonchain,"Cryptocurrency and operates on the Ethereum platform. Dragonchain has a current supply of 433,494,437 with..",others,13,False,420.0,,704.0,,163.0,105.0,12.0,210.0,55.0,117.0,,26.0,2016-08-22 06:08:34,2022-08-25 05:17:45,2022-07-26 19:56:26,2020-02-05 20:59:30,3.0,['eth'],,,,,,,
496,True,mpl,MPL - Maple,https://github.com/maple-labs,"Cryptocurrency launched in 2021and operates on the Ethereum platform. Maple has a current supply of 10,000,000 with..",defi,13,False,1036.0,86.0,380.0,,48.0,18.0,13.0,559.0,5.0,7.0,,32.0,2020-10-19 02:51:21,2023-01-17 23:20:06,2023-01-17 23:19:58,2022-04-12 14:28:13,3.0,['eth'],,,,,,,
497,True,nex,NEX - Nash,https://github.com/nash-io,Easiest place to grow your wealth. Manage your money alongside crypto services that feel just like the digital banking..,defi,13,False,550.0,,357.0,,94.0,52.0,,143.0,33.0,69.0,15.0,25.0,2017-12-12 00:14:41,2022-07-16 16:22:54,2022-07-16 16:22:48,,3.0,,,,,,,,
498,True,hbn,HBN - HoboNickels,https://github.com/crypto-expert,Digital cryptocurrency that was cloned from the NovaCoin source code; which was also a clone of PeerCoin. Due to it..,others,13,False,306.0,,348.0,,335.0,71.0,,78.0,11.0,324.0,,26.0,2013-11-20 11:30:39,2022-02-03 12:26:20,2018-12-02 17:47:10,,3.0,"['bsc', 'matic']",,,,,,,
499,True,radar,RADAR - DappRadar,https://github.com/dappradar,"The Worlds Dapp Store - tracking and ranking all decentralized applications, across all protocols and verticals.",others,13,False,207.0,16.0,241.0,,279.0,16.0,,99.0,78.0,23.0,,21.0,2021-09-05 16:30:13,2023-02-04 04:37:21,2023-01-04 08:08:10,,3.0,['eth'],,,,,,,
500,True,yoyow,YOYOW,https://github.com/yoyow-org,Blockchain-based social media platform developed by senior members of China Bitshares community. yoyow intends to..,others,13,False,2641.0,,238.0,54.0,79.0,76.0,13.0,1.0,1.0,,,43.0,2018-09-05 09:58:48,2021-12-12 06:56:53,2021-12-12 06:54:44,2021-11-14 09:40:11,3.0,['eth'],,,,,,,
501,True,math,MATH,https://github.com/mathwallet,"One stop crypto solution platform which contains MathWallet, MATH VPOS Pool, MathDEX, MATH dApp Store, MATH Staking,..",web3,13,False,174.0,,194.0,58.0,220.0,31.0,14.0,18.0,16.0,13.0,,5.0,2019-06-20 04:13:52,2022-12-29 14:42:10,2022-06-22 04:40:28,2021-04-01 04:03:20,3.0,['eth'],,,,,,,
502,True,haus,HAUS - DAOhaus,https://github.com/HausDAO,"This HAUS doesnt build itself It takes a community, and HausDAO is the community of contributors working together..",others,13,False,3608.0,,183.0,,92.0,13.0,,1834.0,44.0,173.0,,45.0,2019-11-22 21:56:43,2023-02-04 02:29:10,2022-10-20 19:07:27,,3.0,['eth'],,,,,,,
503,True,stsol,STSOL - Lido Staked SOL,https://github.com/ChorusOne,Lido-DAO governed liquid staking protocol for the Solana blockchain. Anyone who stakes their SOL tokens with Lido will..,others,13,False,3753.0,,178.0,,42.0,57.0,,576.0,31.0,167.0,,16.0,2020-03-25 15:10:20,2022-12-05 10:39:41,2022-09-29 13:53:22,,3.0,['sol'],,,,,,,
504,True,mailchain,MAILCHAIN,https://github.com/mailchain,Mailchain claims to be a Multi-Blockchain Messaging Application. Send and receive messages between blockchain..,others,13,False,1073.0,,169.0,86.0,62.0,11.0,88.0,454.0,46.0,259.0,,28.0,2019-04-11 17:37:31,2022-04-01 17:33:18,2022-04-01 17:33:18,2021-06-03 19:23:36,3.0,,,,,,,,
505,True,sero,SERO - Super Zero,https://github.com/sero-cash,Worlds first privacy protection platform for decentralised applications based on Zero Knowledge Proof that also..,privacy-coins,13,False,1010.0,,140.0,790.0,41.0,16.0,66.0,27.0,34.0,6.0,13.0,19.0,2018-09-30 18:08:21,2022-12-07 17:24:12,2022-01-21 06:10:46,2021-12-15 03:55:09,3.0,,,,,,,,
506,True,banana,BANANA - ApeSwap,https://github.com/apeswapfinance,Decentralized finance (DeFi) platform offering a full suite of tools to explore and engage with the future of wealth..,amm,13,False,3251.0,43.0,127.0,,179.0,12.0,,636.0,13.0,4.0,2.0,90.0,2021-02-06 17:19:43,2023-02-08 13:38:21,2023-02-08 13:38:20,,3.0,"['eth', 'bsc']",,,,,,,
507,True,shm,SHM - Shardeum,https://github.com/shardeum,"EVM-based, linearly scalable smart contract platform that provides low gas fees forever while maintaining true..",others,13,False,992.0,398.0,127.0,,92.0,21.0,,343.0,34.0,7.0,,36.0,2022-02-04 05:29:00,2023-02-08 14:04:26,2023-02-08 14:04:26,,3.0,,,,,,,,
508,True,vs,VS - Vision Metaverse,https://github.com/vision-consensus,Vision has a complete incentive and promotion mechanism to ensure that the number of people in the community continues..,others,13,False,775.0,9.0,122.0,10.0,33.0,33.0,8.0,189.0,4.0,5.0,9.0,25.0,2020-12-06 07:10:28,2022-12-02 06:57:36,2022-12-02 06:57:36,2022-10-26 15:32:41,3.0,"['eth', 'bsc']",,,,,,,
509,True,vsys,VSYS - V Systems,https://github.com/virtualeconomy,Blockchain infrastructure provider with a focus on database and cloud services. Powered by the Supernode Proof-of-..,web3,13,False,6848.0,,114.0,76.0,41.0,24.0,12.0,245.0,24.0,49.0,,59.0,2018-11-26 09:44:48,2022-01-21 02:50:39,2022-01-21 02:46:13,2022-01-21 03:20:53,3.0,,,,,,,,
510,True,fnd,FND - Rare FND,https://github.com/fundrequest,The first end-to-end crowdfunding platform in blockchain. Rare FND provides a platform for charities and startups to..,others,13,False,1758.0,,107.0,,24.0,23.0,2.0,238.0,42.0,322.0,,16.0,2017-09-29 06:43:24,2022-12-06 16:56:58,2020-10-07 10:08:32,2018-06-04 09:52:58,3.0,['bsc'],,,,,,,
511,True,fidu,FIDU,https://github.com/goldfinch-eng,No description.,others,13,False,7372.0,668.0,90.0,,49.0,17.0,,26.0,13.0,6.0,,33.0,2021-02-25 06:25:01,2023-02-08 16:52:52,2023-01-31 18:36:11,,3.0,['eth'],,,,,,,
512,True,rsr,RSR - Reserve Rights,https://github.com/reserve-protocol,"Reserve aims to build a stable, decentralized, asset-backed cryptocurrency and a digital payment system that scales..",defi,13,False,3852.0,547.0,87.0,,71.0,11.0,,508.0,77.0,59.0,,13.0,2021-06-08 17:57:51,2023-02-08 18:45:18,2023-02-08 00:13:29,,3.0,['eth'],,,,,,,
513,True,ptn,PTN - PalletOne,https://github.com/PalletOne,"Cryptocurrency and operates on the Ethereum platform. PalletOne has a current supply of 1,000,000,000 with 0 in..",others,13,False,10696.0,,86.0,38.0,23.0,23.0,17.0,21.0,6.0,2.0,4.0,32.0,2018-06-29 05:09:54,2022-05-28 06:09:37,2022-05-28 06:09:29,2020-09-10 14:58:45,3.0,['eth'],,,,,,,
514,True,ubq,UBQ - Ubiq,https://github.com/ubiq,Decentralized platform which allows the creation and implementation of smart contracts and decentralized applications...,smart-contract-platform,13,False,13479.0,,83.0,520.0,20.0,18.0,27.0,14.0,1.0,13.0,,673.0,2016-11-19 03:00:31,2022-06-21 04:45:22,2022-06-21 04:45:21,2022-01-28 19:32:25,3.0,['matic'],,,,,,,
515,True,sem,SEM - Semux,https://github.com/semuxproject,Cryptocurrency . Users are able to generate SEM through the process of mining. Semux has a current supply of..,others,13,False,2814.0,,77.0,172.0,32.0,21.0,7.0,162.0,38.0,118.0,,20.0,2018-06-11 01:05:23,2021-05-06 13:03:16,2021-05-06 13:02:45,2021-05-06 09:44:26,3.0,,,,,,,,
516,True,boson,BOSON - Boson Protocol,https://github.com/bosonprotocol,Trust minimised and cost minimised protocol that automates digital to physical redemptions using NFTs encoded with..,metaverse,13,False,1623.0,,66.0,,16.0,22.0,9.0,281.0,2.0,80.0,3.0,23.0,2020-06-07 18:16:19,2023-02-03 18:16:15,2022-09-30 14:03:28,2022-03-17 10:11:03,3.0,['eth'],,,,,,,
517,True,nxs,NXS - Nexus,https://github.com/Nexusoft,"Community-driven project with the common vision of a world inspired by innovative and responsible values, expansive..",others,13,False,5994.0,86.0,56.0,14.0,26.0,18.0,25.0,24.0,7.0,82.0,,15.0,2018-01-06 09:51:38,2023-02-04 04:28:55,2023-02-04 04:28:55,2021-09-14 02:00:47,3.0,,,,,,,,
518,True,pmeer,PMEER - Qitmeer,https://github.com/qitmeer,"Cryptocurrency launched in 2019. Qitmeer has a current supply of 200,287,810 with 200,551,810.04366633 in circulation...",others,13,False,3045.0,,52.0,192.0,29.0,9.0,34.0,610.0,5.0,93.0,,22.0,2019-03-22 03:19:13,2022-08-27 07:49:52,2022-08-27 07:49:52,2021-09-29 11:03:52,3.0,,,,,,,,
519,True,vcash,VCASH - void.cash,https://github.com/vcashorg,VoidCash provides transaction privacy on the blockchain by eliminating the on-chain link between the recipient and..,others,13,False,2550.0,,48.0,64.0,24.0,11.0,8.0,26.0,4.0,9.0,,171.0,2019-03-28 07:03:22,2023-02-04 00:41:57,2021-05-06 09:23:19,2021-06-28 07:05:30,3.0,['eth'],,,,,,,
520,True,joystream,JOYSTREAM,https://github.com/joystream,No description.,others,13,False,1263.0,10.0,48.0,,47.0,9.0,,317.0,78.0,126.0,10.0,13.0,2020-08-17 09:05:13,2023-02-08 11:05:54,2023-02-08 11:05:54,,3.0,,,,,,,,
521,True,etz,ETZ - Ether Zero,https://github.com/etherzero-org,Cryptocurrency launched in 2019. Users are able to generate ETZ through the process of mining. Ether Zero has a..,others,13,False,10031.0,,45.0,4.0,40.0,15.0,16.0,47.0,24.0,12.0,,279.0,2018-01-05 07:13:54,2023-01-25 23:15:43,2022-04-03 10:15:32,2022-04-03 10:40:04,3.0,,,,,,,,
522,True,arq,ARQ - ArQmA,https://github.com/arqma,"Decentralized public project of block chains, crypto currencies, and is fully open source. The team of programmers..",cryptocurrency,13,False,1674.0,,43.0,310.0,41.0,13.0,23.0,312.0,1.0,4.0,,21.0,2018-07-01 18:38:08,2023-02-08 18:49:57,2022-07-29 00:09:28,2020-08-21 19:36:42,3.0,,,,,,,,
523,True,peg,PEG - PegNet,https://github.com/pegnet,"Decentralized/DAO, noncustodial, stable coin and crypto token exchange with fixed fees at $0.001. Already $5bn of..",others,13,False,925.0,,41.0,172.0,31.0,15.0,17.0,259.0,61.0,122.0,4.0,15.0,2019-03-02 18:56:29,2022-12-09 20:45:07,2021-02-25 21:33:41,2021-02-25 21:49:00,3.0,,,,,,,,
524,True,wkcs,WKCS - Wrapped KCS,https://github.com/kcc-community,KRC-20 wrapped version of the Kucoin Token (KCS) used in Kucoin Community Chain (KCC).,others,13,False,12442.0,6.0,41.0,38.0,20.0,5.0,7.0,43.0,11.0,6.0,,595.0,2021-03-30 05:49:43,2023-02-08 09:33:39,2022-12-23 03:39:39,2022-06-18 09:26:35,3.0,,,,,,,,
525,True,mntl,MNTL - AssetMantle,https://github.com/assetmantle,"Multi-tenant NFT marketplace framework that enables creators and collectors to securely mint, own, and trade digital..",metaverse,13,False,500.0,59.0,41.0,68.0,13.0,5.0,4.0,36.0,,3.0,,24.0,2022-01-21 14:35:04,2023-02-08 09:12:48,2023-02-08 09:12:47,2023-01-30 11:57:02,3.0,['eth'],,,,,,,
526,True,pgn,PGN - Pigeoncoin,https://github.com/pigeoncoin,"Pigeoncoin was launched on March 21, 2018 with an immediate goal to prove the power & hashrate consistency of our new..",others,13,False,173.0,,39.0,1530.0,50.0,23.0,13.0,18.0,2.0,13.0,,17.0,2018-03-22 13:10:10,2022-09-22 18:50:26,2022-09-22 18:50:26,2022-09-07 02:17:10,3.0,,,,,,,,
527,True,ads,ADS - Adshares,https://github.com/adshares,"Web3 protocol for monetization space in the Metaverse. Adserver platforms allow users to rent space inside Metaverse,..",metaverse,13,False,2585.0,88.0,36.0,,12.0,12.0,100.0,1260.0,4.0,62.0,,12.0,2017-03-07 10:50:19,2023-02-08 17:53:46,2023-01-31 16:18:39,2023-01-31 16:19:47,3.0,['eth'],,,,,,,
528,True,mwc,MWC - MimbleWimbleCoin,https://github.com/mwcproject,Mimblewimble applied in the base layer.,privacy-coins,13,False,3181.0,,31.0,316.0,24.0,10.0,36.0,37.0,3.0,7.0,,185.0,2019-06-23 22:05:57,2022-07-15 06:33:32,2022-05-16 09:41:37,2021-12-28 19:18:20,3.0,,,,,,,,
529,True,sft,SFT - Safex Token,https://github.com/safex,"New digital asset for sport lovers, designed to be used for transactions on and outside the Scorefam Platform. Our..",others,13,False,1253.0,,31.0,290.0,28.0,17.0,38.0,241.0,1.0,22.0,,27.0,2018-07-06 15:16:24,2022-03-15 03:04:01,2021-08-30 14:39:50,2021-07-12 16:45:18,3.0,['bsc'],,,,,,,
530,True,num,NUM - Numbers Protocol,https://github.com/numbersprotocol,Native protocol token of Numbers Protocol. Numbers Protocol is building a Decentralized Photo Network for Web 3.0 For..,others,12,False,113.0,18.0,4902.0,,5.0,19.0,1.0,2.0,88.0,158.0,3.0,4.0,2021-11-01 06:50:26,2023-02-08 07:23:17,2023-01-28 13:24:32,,3.0,['eth'],,,,,,,
531,True,ampt,AMPT - Amplify Protocol,https://github.com/quillhash,Cryptocurrency launched in 2020and operates on the Ethereum platform. Amplify Protocol has a current supply of..,others,12,False,746.0,54.0,657.0,,101.0,25.0,,6.0,1.0,4.0,,13.0,2019-01-21 08:28:18,2023-02-08 04:20:38,2023-02-08 04:20:38,,3.0,['eth'],,,,,,,
532,True,ldxg,LDXG - LondonCoinGold,https://github.com/mosaicnetworks,Cryptocurrency launched in 2021and operates on the Ethereum platform. LondonCoinGold has a current supply of 0. The..,others,12,False,947.0,,451.0,70.0,90.0,49.0,26.0,73.0,6.0,77.0,,14.0,2017-10-24 16:14:40,2021-07-10 17:44:28,2021-07-10 17:05:55,2021-07-10 17:27:58,3.0,['eth'],,,,,,,
533,True,fxs,FXS - Frax Share,https://github.com/fraxfinance,Governance and value accrual token of the Frax Stablecoin Protocol.,defi,12,False,641.0,77.0,382.0,,123.0,28.0,,178.0,3.0,15.0,,15.0,2020-06-16 07:08:24,2023-02-04 21:41:49,2023-02-03 01:21:17,,3.0,['eth'],,,,,,,
534,True,farm,FARM - Harvest Finance,https://github.com/harvest-finance,Harvest automatically farms the highest yields in DeFi.,defi,12,False,376.0,,371.0,,159.0,33.0,,138.0,18.0,5.0,,21.0,2020-08-31 15:45:57,2022-12-22 17:15:26,2022-03-08 07:52:37,,3.0,['eth'],,,,,,,
535,True,exzo,EXZO - ExzoCoin 2.0,https://github.com/exzonetwork,Cryptocurrency launched in 2021and operates on the BNB Smart Chain (BEP20) platform. ExzoCoin 2.0 has a current supply..,others,12,False,60.0,18.0,328.0,,245.0,247.0,,,,,,5.0,2022-08-11 18:11:52,2023-01-25 03:24:49,2023-01-25 03:24:49,,3.0,['bsc'],,,,,,,
536,True,ampl,AMPL - Ampleforth,https://github.com/ampleforth,Digital-asset-protocol for smart commodity-money. The smart commodity money with a unique elastic supply protocol...,defi,12,False,378.0,,316.0,,190.0,26.0,11.0,224.0,11.0,12.0,,14.0,2018-06-01 21:12:18,2023-02-04 15:38:35,2022-10-03 14:25:01,2021-12-22 16:21:12,3.0,['eth'],,,,,,,
537,True,fo,FO - FIBOS,https://github.com/fibosio,Platform for creating and developing blockchain application ecosystems Makes it easy for you to create your own value..,others,12,False,141.0,7.0,309.0,2.0,42.0,33.0,2.0,35.0,7.0,10.0,95.0,17.0,2018-05-24 06:30:36,2022-12-21 10:22:10,2022-12-21 10:21:56,2022-04-28 06:36:35,3.0,,,,,,,,
538,True,dos,DOS - DOS Network,https://github.com/DOSNetwork,DOS Network - A Decentralized Oracle Service supporting multiple heterogeneous blockchains. DOS Network brings real..,others,12,False,1250.0,,270.0,6.0,26.0,25.0,28.0,152.0,6.0,16.0,,25.0,2018-05-22 06:22:10,2022-05-24 20:56:33,2021-10-12 09:11:26,2021-06-04 14:36:22,3.0,['eth'],,,,,,,
539,True,yak,YAK - Yield Yak,https://github.com/yieldyak,Easy-to-use tool to earn more yield from DeFi farming on the Avalanche network. It is a community-driven project. Our..,others,12,False,548.0,27.0,209.0,,71.0,8.0,,183.0,21.0,50.0,,21.0,2021-03-11 20:47:54,2023-02-08 10:23:04,2023-02-08 10:20:35,,3.0,['avax'],,,,,,,
540,True,man,MAN - Matrix AI Network,https://github.com/MatrixAINetwork,"Global open-source, public, intelligent blockchain-based distributed computing platform and operating system that..",others,12,False,2815.0,,196.0,12.0,156.0,123.0,3.0,19.0,9.0,2.0,1.0,13.0,2018-09-29 03:57:10,2022-12-07 17:28:42,2020-05-21 08:04:43,2020-05-21 08:01:39,3.0,,,,,,,,
541,True,geth,GETH - Guarded Ether,https://github.com/guardaco,Guarded Ethers ($GETH) are ERC20 tokens issued by Guarda Wallet. The tokens are sent by Guardas smart-contract to..,others,12,False,209.0,,180.0,,73.0,16.0,4.0,26.0,32.0,14.0,114.0,8.0,2018-03-18 10:04:22,2022-04-18 14:42:23,2021-05-12 17:20:10,2018-11-27 00:22:53,3.0,['eth'],,,,,,,
542,True,bond,BOND - BarnBridge,https://github.com/BarnBridge,A Cross Platform Protocol for Tokenizing Risk.,defi,12,False,1799.0,4.0,163.0,,85.0,48.0,83.0,584.0,7.0,2.0,2.0,39.0,2020-08-26 16:41:52,2022-12-30 05:28:18,2022-12-28 22:31:58,2022-02-03 14:20:17,3.0,['eth'],,,,,,,
543,True,pre,PRE - Presearch,https://github.com/presearchofficial,"Open, decentralized search engine that rewards community members with Presearch Tokens for their usage, contribution..",others,12,False,327.0,4.0,162.0,,49.0,26.0,2.0,158.0,30.0,32.0,2.0,14.0,2017-10-12 15:10:51,2023-02-04 00:43:30,2022-12-02 10:34:44,2020-11-02 06:55:13,3.0,['eth'],,,,,,,
544,True,cs,CS - Credits,https://github.com/CREDITSCOM,CREDITS platform offers a new and unique technical implementation of blockchain technology with autonomous smart..,iot,12,False,5970.0,,150.0,100.0,18.0,16.0,10.0,4.0,25.0,37.0,,30.0,2019-05-16 13:52:40,2022-02-11 14:20:36,2021-08-31 16:18:54,2022-02-11 14:20:36,3.0,,,,,,,,
545,True,mft,MFT - Mainframe,https://github.com/hifi-finance,"Platform for decentralized applications. Resistant to censorship, surveillance, and disruption, the Mainframe network..",others,12,False,1422.0,23.0,148.0,,20.0,19.0,60.0,50.0,20.0,69.0,2.0,10.0,2020-07-13 20:32:30,2023-01-20 19:14:19,2023-01-20 19:14:04,2023-01-04 23:36:27,3.0,['eth'],,,,,,,
546,True,tup,TUP - Tenup,https://github.com/tenup-coin,Masternode based POS coin. TenUp believes that every individual is blessed with some great skill set and some of those..,cryptocurrency,12,False,11819.0,,132.0,,22.0,55.0,,1.0,,,,393.0,2018-04-04 10:23:55,2022-05-31 16:36:29,2022-05-31 16:29:40,,3.0,['eth'],,,,,,,
547,True,webd,WEBD - WebDollar,https://github.com/webdollar,"Cryptocurrency fully native to the World Wide Web, entirely written in JavaScript, built around the concepts of..",defi,12,False,5491.0,,124.0,,60.0,40.0,6.0,317.0,6.0,34.0,,37.0,2017-10-16 18:33:50,2021-12-18 17:55:42,2021-12-18 17:55:39,2020-07-24 14:20:17,3.0,,,,,,,,
548,True,oct,OCT - Octopus Network,https://github.com/octopus-network,"Cryptocurrency . OracleChain has a current supply of 200,000,000 with 30,000,000 in circulation. The last known price..",others,12,False,761.0,65.0,116.0,,36.0,17.0,,70.0,22.0,18.0,14.0,14.0,2020-08-23 22:46:25,2023-02-06 05:55:09,2023-02-06 05:55:04,,3.0,['eth'],,,,,,,
549,True,agrs,AGRS - Agoras: Currency of Tau,https://github.com/idni,"Application over Tau-Chain, being first and foremost a smart currency offering predictable and verifiable contracts,..",smart-contract-platform,12,False,1295.0,60.0,114.0,,26.0,36.0,,48.0,2.0,9.0,,14.0,2017-09-29 15:05:05,2023-02-06 07:10:25,2023-02-06 06:44:01,,3.0,['eth'],,,,,,,
550,True,saito,SAITO,https://github.com/saitotech,Web3 Foundation grant recipient that runs blockchain applications directly in your browser. The network pays ISPs..,others,12,False,6737.0,,100.0,,32.0,18.0,,574.0,29.0,125.0,4.0,33.0,2019-10-11 09:05:42,2023-02-06 20:02:12,2022-02-07 05:54:56,,3.0,['eth'],,,,,,,
551,True,bean,BEAN,https://github.com/beanstalkfarms,"The practicality of using Decentralized Finance is limited by the lack of a decentralized, collateral-free stablecoin...",stablecoins,12,False,628.0,264.0,88.0,,44.0,3.0,1.0,222.0,82.0,37.0,,19.0,2021-08-06 23:35:46,2023-02-08 19:29:56,2023-02-08 14:53:31,2022-08-05 18:22:10,3.0,['eth'],,,,,,,
552,True,ryo,RYO - Ryo Currency,https://github.com/ryo-currency,"Ryo is one of very few cryptonote currencies that does actual, rapid development. Its team is led by fireice_uk and..",privacy-coins,12,False,516.0,,78.0,464.0,46.0,26.0,15.0,243.0,10.0,30.0,,16.0,2018-06-24 19:49:24,2022-10-16 01:13:57,2020-10-03 13:23:30,2020-10-03 15:38:52,3.0,,,,,,,,
553,True,msr,MSR - Masari,https://github.com/masari-project,"Masari describes itself as a fungible, secure, and private cryptocurrency based on Monero that was launched on 7..",privacy-coins,12,False,487.0,,71.0,704.0,52.0,32.0,21.0,146.0,8.0,36.0,,20.0,2017-09-05 08:40:47,2022-10-09 23:32:17,2022-10-08 23:05:32,2019-07-16 23:56:34,3.0,,,,,,,,
554,True,acx,ACX - Across Protocol,https://github.com/across-protocol,Optimistic cross-chain bridge secured by UMAs optimistic oracle. It is optimized for capital efficiency with a single..,others,12,False,257.0,26.0,71.0,,13.0,12.0,9.0,280.0,11.0,,15.0,10.0,2022-01-24 16:49:00,2023-02-08 16:18:42,2023-02-07 09:11:11,2022-12-22 14:55:37,3.0,['eth'],,,,,,,
555,True,chsb,CHSB - SwissBorg,https://github.com/SwissBorg,"SwissBorg is decentralising wealth management by making it fun, fair, and community-centric. Headquartered in..",defi,12,False,1238.0,,64.0,,10.0,8.0,16.0,279.0,4.0,42.0,,59.0,2020-05-13 16:34:54,2023-02-04 20:39:47,2022-10-10 13:28:39,2022-10-10 16:02:36,3.0,['eth'],,,,,,,
556,True,wrkz,WRKZ - WrkzCoin,https://github.com/wrkzcoin,"Cryptocurrency based on CryptoNote technology. The teams goal is to build, create, and lead the next generation..",others,12,False,1076.0,124.0,64.0,,26.0,8.0,4.0,9.0,2.0,10.0,,4.0,2019-03-16 02:25:38,2023-02-08 10:28:18,2023-02-07 03:09:41,2022-10-05 21:53:17,3.0,,,,,,,,
557,True,pasc,PASC - Pascal,https://github.com/PascalCoin,Cryptocurrency launched in 2016. Users are able to generate PASC through the process of mining. Pascal has a current..,others,12,False,1704.0,,60.0,434.0,27.0,7.0,9.0,66.0,,,,26.0,2019-05-31 09:18:31,2022-11-10 04:15:27,2022-11-10 04:15:20,2021-12-23 08:28:04,3.0,,,,,,,,
558,True,alias,ALIAS,https://github.com/aliascash,"Cryptocurrency . Alias has a current supply of 27,174,521.61 with 0 in circulation. The last known price of Alias is..",privacy-coins,12,False,2756.0,,58.0,420.0,26.0,19.0,30.0,179.0,,83.0,,19.0,2018-03-06 19:47:42,2021-04-13 21:11:52,2021-04-01 21:22:24,2020-12-08 22:24:46,3.0,,,,,,,,
559,True,aph,APH - Aphroditecoin,https://github.com/aphtoken,Aphelion is used to pay transaction fees on the Aphelion P2P Decentralized Exchange. There is a limited supply and all..,others,12,False,781.0,,55.0,2294.0,23.0,14.0,42.0,249.0,6.0,13.0,,13.0,2018-01-16 02:45:31,2023-01-04 14:36:50,2019-09-02 17:45:27,2019-09-02 18:17:59,3.0,,,,,,,,
560,True,rvp,RVP - Revolution Populi,https://github.com/Revolution-Populi,A decentralized user-controlled layer 1 blockchain database maintained by a DAO. On top of layer 1 will be built an..,others,12,False,306.0,13.0,54.0,,16.0,36.0,15.0,64.0,12.0,79.0,,5.0,2020-08-07 10:11:51,2023-02-06 16:20:10,2022-12-09 17:31:14,2022-12-09 17:32:37,3.0,['eth'],,,,,,,
