,group,group_id,name,homepage,description,category,projectrank,show,commit_count,recent_commit_count,star_count,monthly_downloads,fork_count,watchers_count,release_count,pr_count,open_issue_count,closed_issue_count,dependent_project_count,contributor_count,created_at,updated_at,last_commit_pushed_at,latest_stable_release_published_at,projectrank_placing,labels,trending,github_id,npm_id,github_url,license,latest_stable_release_number,github_dependent_project_count,npm_url,npm_latest_release_published_at,npm_monthly_downloads,go_id,maven_id,github_release_downloads,maven_url,maven_latest_release_published_at,go_url,go_latest_release_published_at,go_dependent_project_count,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,pypi_id,conda_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_dependent_project_count,maven_dependent_project_count
233,True,rdd,RDD - Reddcoin,https://github.com/reddcoin-project,Decentralized cryptocurrency used to tip or send payments for social content. the reddcoin api supports social..,defi,19,False,11025,,282,10724.0,114.0,135,25.0,32.0,51.0,104.0,,350.0,2014-03-18 20:29:50.000,2020-09-23 21:06:58.000,2020-07-14 01:21:05.000,2020-09-23 22:05:38.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,True,music,MUSIC - NFTMusic.ai,https://github.com/musicoin,Deflationary and community-driven bep-20 token built on the binance smart chain (bsc). our goal is to safeguard all..,others,19,False,9825,,275,3220.0,124.0,62,39.0,155.0,28.0,232.0,,237.0,2016-10-31 15:04:15.000,2020-12-11 07:34:31.000,2020-11-19 13:49:44.000,2020-03-25 07:44:23.000,2,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,True,pnk,PNK - Kleros,https://github.com/kleros,"The Blockchain Dispute Resolution Layer Kleros provides fast, secure and affordable arbitration for virtually..",others,19,True,1831,4.0,245,218.0,102.0,32,23.0,399.0,29.0,136.0,115.0,41.0,2017-07-26 12:43:16.000,2021-12-07 15:38:37.000,2021-12-07 15:37:57.000,2020-05-10 20:55:49.922,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,True,pha,PHA - Phala Network,https://github.com/Phala-Network,No description.,others,19,True,2597,327.0,234,300.0,102.0,30,2.0,435.0,51.0,131.0,,23.0,2020-01-08 02:14:13.000,2022-01-07 09:52:03.000,2022-01-06 21:40:03.000,2020-07-19 18:11:57.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,True,sov,SOV - Sovryn,https://github.com/DistributedCollective,"Non-custodial and permission-less smart contract based system for bitcoin lending, borrowing and margin trading.",others,19,True,4050,195.0,127,34.0,68.0,35,90.0,1416.0,178.0,883.0,,51.0,2020-08-10 09:08:01.000,2022-01-07 16:12:27.000,2021-12-23 11:16:14.000,2021-12-23 11:16:45.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,True,dag,DAG - Constellation,https://github.com/Constellation-Labs,An Unbounded Blockchain with Microservices.,others,19,True,1719,24.0,125,3068.0,30.0,42,100.0,994.0,145.0,486.0,,24.0,2017-12-05 23:29:26.000,2022-01-03 17:11:11.000,2022-01-03 17:02:49.000,2022-01-03 17:23:00.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,True,html,HTML - HTMLCOIN,https://github.com/HTMLCOIN,"Wallet providing the ability to tip, airdrop, send or receive various tokens globally or room specific within the..",others,19,True,25013,3.0,119,4860.0,80.0,53,22.0,29.0,8.0,69.0,,855.0,2014-09-25 15:37:00.000,2022-01-03 15:35:25.000,2021-11-24 09:39:13.000,2021-11-24 09:40:18.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,True,xcash,XCASH - X-CASH,https://github.com/X-CASH-official,X-cash is an open-source private cryptocurrency with unique features developed for the web 3.0.,defi,19,True,8583,21.0,118,3244.0,37.0,38,16.0,44.0,6.0,39.0,,236.0,2018-07-20 23:14:51.000,2022-01-08 17:21:08.000,2021-12-09 18:12:21.000,2021-03-26 13:41:46.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,True,dock,DOCK - Dock,https://github.com/docknetwork,"dock.io is a decentralized data exchange protocol that lets people connect their profiles, reputations and experiences..",web3,19,True,1829,55.0,116,1080.0,29.0,23,83.0,312.0,36.0,50.0,17.0,17.0,2020-03-02 20:44:57.000,2022-01-07 18:30:41.000,2022-01-07 18:29:01.000,2022-01-05 00:04:33.761,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,True,veil,VEIL - VEIL,https://github.com/Veil-Project,"Veil is an open source cryptocurrency with a world-first combination of stealth addressing, confidential transactions,..",privacy-coins,19,True,19661,7.0,103,3118.0,83.0,29,27.0,501.0,93.0,388.0,,739.0,2018-12-13 06:48:16.000,2021-12-02 01:51:15.000,2021-11-28 05:29:06.000,2021-05-19 20:17:22.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,True,dev,DEV - Dev Protocol,https://github.com/dev-protocol,Dev protocol lets github users tokenize their oss projects in a few clicks. creating an oss token allows projects to..,others,19,True,4561,431.0,101,722.0,29.0,17,9.0,2795.0,44.0,259.0,9.0,32.0,2019-04-25 05:49:03.000,2022-01-09 01:07:29.000,2022-01-09 01:05:57.000,2021-07-30 04:45:12.964,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,True,divi,DIVI - Divi,https://github.com/Divicoin,Divi is a new blockchain and Smart Wallet created to bridge the gap between the crypto world and the masses.,others,19,False,4461,303.0,66,298.0,44.0,32,17.0,86.0,13.0,135.0,,26.0,2018-01-24 18:34:01.000,2021-12-24 18:07:58.000,2021-12-22 22:59:59.000,2021-08-06 06:21:03.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,True,grs,GRS - Groestlcoin,https://github.com/Groestlcoin,"Proof of work cryptocurrency created in 2014. designed for everyday use, groestlcoin features an average block time of..",privacy-coins,19,False,34052,1177.0,40,472.0,18.0,15,11.0,25.0,1.0,18.0,,1046.0,2015-07-17 15:10:36.000,2022-01-07 13:31:43.000,2022-01-07 13:30:18.000,2021-09-11 07:45:25.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,True,ubi,UBI - Universal Basic Income,https://github.com/DemocracyEarth,"Ubi is the first application to be built on top of the proof of humanity registry, an anti-sybil attack tool designed..",others,18,True,5968,7.0,2217,,422.0,218,52.0,632.0,160.0,331.0,,118.0,2015-12-24 06:22:20.000,2022-01-07 15:34:02.000,2022-01-07 14:41:54.000,2021-02-24 17:17:54.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,True,aergo,AERGO - Aergo,https://github.com/aergoio,Blockchain fuel for autonomous business.,smart-contract-platform,18,True,3388,,1630,100.0,75.0,76,64.0,105.0,31.0,33.0,4.0,27.0,2018-07-31 00:51:43.000,2021-11-24 06:23:56.000,2021-10-06 12:48:13.000,2021-10-06 13:02:20.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,True,1inch,1INCH - 1inch,https://github.com/1inch,No description.,amm,18,True,2388,163.0,1454,,598.0,155,,334.0,134.0,122.0,,87.0,2018-11-05 05:41:50.000,2021-12-28 09:26:48.000,2021-12-28 09:26:45.000,,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,True,crv,CRV - Curve DAO Token,https://github.com/curvefi,"Stablecoin pool consisting of dai, usdt, and usdc. their ratio in the pool will be based on the supply and demand of..",exchange-tokens,18,True,3294,267.0,1092,,376.0,119,5.0,387.0,42.0,27.0,,54.0,2020-01-15 21:49:06.000,2022-01-07 20:38:38.000,2022-01-07 20:38:37.000,2021-06-16 22:15:51.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,True,torn,TORN - Tornado Cash,https://github.com/tornadocash,No description.,defi,18,True,731,41.0,815,340.0,294.0,63,20.0,135.0,36.0,55.0,,25.0,2019-07-09 13:07:46.000,2021-12-23 12:20:53.000,2021-12-23 12:20:46.000,2021-12-07 19:30:08.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,True,adm,ADM - ADAMANT Messenger,https://github.com/adamant-im,Anonymous messenger encrypted with Blockchain.,others,18,True,5850,44.0,756,224.0,100.0,66,67.0,456.0,8.0,20.0,1.0,61.0,2017-09-21 08:25:56.000,2021-12-22 06:06:21.000,2021-11-24 13:10:42.000,2021-11-24 13:11:19.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,True,oxt,OXT - Orchid Protocol,https://github.com/OrchidTechnologies,Enabling Decentralized Network Formation and Probabilistic Micro-Payments.,others,18,True,3506,96.0,498,404.0,68.0,57,31.0,55.0,8.0,47.0,,18.0,2019-08-20 17:04:55.000,2022-01-07 02:57:41.000,2022-01-07 02:49:34.000,2021-11-13 05:14:41.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,True,gxc,GXC - GXChain,https://github.com/gxchain,"Blockchain that supports the development of a great number of applications. unlike other public chains, gxchain does..",web3,18,True,3146,23.0,468,796.0,193.0,94,38.0,229.0,23.0,110.0,,59.0,2017-07-25 08:49:02.000,2021-12-13 09:46:44.000,2021-12-13 09:42:17.000,2020-12-17 01:33:13.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,True,ban,BAN - Banano,https://github.com/bananocoin,"Banano was forked in april 2018 from nano. banano offers instant, feeless and rich in potassium transactions, thanks..",meme-tokens,18,True,6621,16.0,436,668.0,207.0,36,28.0,86.0,35.0,17.0,,124.0,2018-02-27 07:42:49.000,2022-01-02 14:28:12.000,2021-11-30 20:05:26.000,2021-11-30 21:03:35.000,3,['matic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,True,neu,NEU - Neumark,https://github.com/Neufund,Community-owned fundraising platform bridging the worlds of venture capital and blockchain space. any company in the..,others,18,True,3600,1.0,397,144.0,121.0,69,68.0,557.0,41.0,171.0,154.0,50.0,2017-01-30 08:31:31.000,2021-12-15 22:02:33.000,2021-10-19 13:54:31.000,2020-09-16 11:31:53.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,True,bat,BAT - Basic Attention Token,https://github.com/brave-intl,Introducing blockchain-based advertising.,others,18,True,4538,59.0,292,16.0,103.0,69,23.0,2938.0,154.0,1484.0,,53.0,2016-09-30 04:47:29.000,2022-01-07 22:35:45.000,2022-01-05 14:26:55.000,2019-10-25 22:01:00.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,True,ablock,ABLOCK - ANY Blocknet,https://github.com/BlocknetDX,No description.,others,18,True,21657,,257,6254.0,111.0,53,122.0,860.0,55.0,11.0,,766.0,2017-07-20 16:55:22.000,2021-12-23 16:11:49.000,2021-09-20 15:38:17.000,2021-07-21 13:17:34.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,True,fevr,FEVR - RealFevr,https://github.com/bepronetwork,"Portuguese fantasy leagues startup realfevr, the official partner of liga portugal and the portuguese football..",others,18,True,458,52.0,191,66.0,353.0,21,20.0,96.0,3229.0,22.0,8.0,13.0,2020-12-20 23:09:24.000,2022-01-03 19:06:34.000,2021-12-20 18:29:59.000,2021-08-06 12:35:54.649,2,['bsc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,True,psp,PSP - ParaSwap,https://github.com/paraswap,Psp is the governance token for paraswap with the aim toprovide a decentralized exchange aggregator that is..,exchange-tokens,18,True,546,,182,8540.0,74.0,30,122.0,87.0,9.0,4.0,79.0,19.0,2019-10-08 13:28:44.000,2021-09-21 13:45:05.000,2021-09-10 14:28:21.000,2021-09-10 14:28:59.196,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,True,dia,DIA - DIA,https://github.com/diadata-org,No description.,defi,18,True,1522,57.0,152,,87.0,24,402.0,295.0,49.0,186.0,,39.0,2018-08-08 13:21:11.000,2022-01-07 15:06:20.000,2022-01-06 17:07:33.000,2021-12-16 11:06:53.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,True,emc,EMC - EmerCoin,https://github.com/emercoin,"Emercoin (emc) is an open-source cryptocurrency which originated from bitcoin, peercoin and namecoin. other than being..",others,18,True,23833,12.0,114,70.0,37.0,37,5.0,37.0,14.0,56.0,,829.0,2016-02-20 20:14:54.000,2022-01-02 20:17:11.000,2021-11-09 05:28:23.000,2022-01-03 02:54:06.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,True,rmrk,RMRK - RMRK,https://github.com/rmrk-team,Part of kusamas broader nft strategy and a way to abuse kusamas system.remark extrinsic to write custom notes onto the..,metaverse,18,True,2239,38.0,105,3380.0,37.0,27,133.0,74.0,25.0,19.0,21.0,10.0,2020-08-26 13:32:37.000,2022-01-09 00:47:19.000,2022-01-09 00:40:06.000,2022-01-05 10:06:53.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,True,apl,APL - Apollo,https://github.com/ApolloFoundation,"Utilizing a community of world-class developers, managers, marketers and researchers, the apollo community, backed by..",privacy-coins,18,False,8454,175.0,93,2852.0,36.0,39,54.0,1201.0,2.0,2.0,,47.0,2018-02-22 03:39:12.000,2021-12-29 15:53:36.000,2021-12-22 13:32:32.000,2021-12-23 18:13:06.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,True,ubq,UBQ - Ubiq,https://github.com/ubiq,Decentralized platform which allows the creation and implementation of smart contracts and decentralized applications...,smart-contract-platform,18,False,13401,124.0,82,580.0,19.0,19,41.0,14.0,1.0,11.0,7.0,659.0,2016-11-19 03:00:31.000,2022-01-05 19:04:26.000,2021-12-21 23:05:21.000,2021-12-22 00:04:15.000,3,['matic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,True,grft,GRFT - Graft Blockchain,https://github.com/graft-project,"A first global, open sourced, payment gateway blockchain designed for the Point-of-Sale.",others,18,False,8140,,79,462.0,40.0,46,21.0,274.0,43.0,54.0,,248.0,2017-08-02 11:36:18.000,2021-12-20 16:26:23.000,2021-08-11 16:32:41.000,2021-08-11 17:42:01.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,True,key,KEY - SelfKey,https://github.com/SelfKeyFoundation,"Self-Sovereign Identity to instantly buy Passports, Residency and Financial Services.",others,18,False,5953,5.0,49,6018.0,21.0,28,42.0,1494.0,171.0,976.0,,24.0,2017-10-03 14:57:43.000,2021-11-26 16:24:58.000,2021-11-26 11:29:18.000,2021-11-26 15:38:55.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,True,cocos,COCOS - COCOS BCX,https://github.com/cocos-bcx,Cocos-BCX is a decentralized gaming and digital assets development platform built with the Cocos engine.,metaverse,17,True,2475,,8544,,799.0,664,19.0,376.0,121.0,10.0,,138.0,2019-03-07 06:14:27.000,2021-11-03 18:32:19.000,2021-01-25 03:16:49.000,2020-09-10 10:57:22.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,True,brd,BRD - Bread,https://github.com/breadwallet,Bread is the simple and secure bitcoin wallet.,others,17,True,21274,,1297,,875.0,137,,572.0,88.0,236.0,,104.0,2015-06-16 01:22:12.000,2021-11-07 18:38:17.000,2021-09-30 18:02:32.000,,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,True,dero,DERO - Dero,https://github.com/deroproject,Dero is the first crypto project to combine a proof of work blockchain with a dag block structure and private..,privacy-coins,17,True,135,26.0,744,1718.0,126.0,85,51.0,8.0,23.0,33.0,4.0,6.0,2018-01-18 09:44:34.000,2022-01-06 04:15:01.000,2022-01-06 04:11:51.000,2022-01-06 04:15:01.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,True,knc,KNC - Kyber Network Crystal,https://github.com/kybernetwork,"Following kyberdaos approval of kip-6, the knc token will undergo a migration to make knc more dynamic and flexible..",others,17,True,7550,,705,,269.0,91,33.0,2443.0,58.0,287.0,11.0,47.0,2017-07-02 08:39:01.000,2021-09-10 16:58:33.000,2021-04-09 09:41:00.000,2020-08-28 07:54:44.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,True,theta,THETA - Theta Network,https://github.com/thetatoken,Next generation video delivery powered by you.,metaverse,17,True,3191,29.0,610,,146.0,161,26.0,189.0,211.0,65.0,,31.0,2018-03-05 18:39:22.000,2022-01-07 20:28:26.000,2022-01-07 20:28:26.000,2021-11-22 01:23:13.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,True,xcp,XCP - Counterparty,https://github.com/CounterpartyXCP,"Platform for user-created assets on bitcoin. its a protocol, set of specifications, and an api. taken together, it..",smart-contract-platform,17,True,6022,8.0,477,,435.0,126,32.0,936.0,311.0,1004.0,,112.0,2013-12-15 11:44:46.000,2022-01-01 18:12:31.000,2022-01-01 18:12:31.000,2021-09-01 01:46:21.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,True,node,NODE - DAppNode,https://github.com/dappnode,The dappnode dao will be an inclusive hub in which dappnodes community will carry on its mission to keep the web..,others,17,True,255,3.0,392,1206.0,41.0,44,38.0,55.0,64.0,246.0,,12.0,2018-02-27 18:59:48.000,2022-01-06 11:44:52.000,2021-11-11 10:16:04.000,2021-11-23 14:20:43.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,True,xdag,XDAG - Dagger,https://github.com/XDagger,Novel application of directed acyclic graph (dag) technology that solves the issues currently facing blockchain..,cryptocurrency,17,True,2266,26.0,376,10.0,173.0,89,15.0,503.0,48.0,113.0,,57.0,2018-01-17 23:55:56.000,2022-01-07 14:37:06.000,2022-01-07 14:37:06.000,2021-08-31 10:07:42.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,True,blt,BLT - Bloom,https://github.com/portto,Decentralized credit scoring.,defi,17,True,651,101.0,257,,56.0,45,58.0,101.0,10.0,24.0,36.0,14.0,2017-12-10 04:16:13.000,2022-01-06 01:26:23.000,2022-01-06 01:26:19.000,2021-12-09 01:53:05.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,True,tru,TRU - TrueFi,https://github.com/trusttoken,Defiuncollateralized lending protocol developed by the trusttoken team. lenders can borrow cryptocurrencies with..,defi,17,True,1467,82.0,256,,85.0,33,3.0,1131.0,,26.0,,25.0,2017-12-26 05:27:49.000,2021-12-29 23:45:34.000,2021-12-10 16:46:45.000,2021-09-02 23:12:58.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,True,qkc,QKC - QuarkChain,https://github.com/QuarkChain,QuarkChain is a high-capacity peer-to-peer transaction system.,others,17,True,2147,13.0,239,6.0,147.0,56,38.0,1223.0,67.0,303.0,2.0,33.0,2018-08-02 23:28:47.000,2021-12-16 08:13:59.000,2021-12-16 08:13:59.000,2021-11-19 04:31:52.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,True,any,ANY - Anyswap,https://github.com/anyswap,"Fully decentralized cross chain swap protocol, based on fusion dcrm technology, with automated pricing and liquidity..",exchange-tokens,17,True,1961,47.0,167,,106.0,19,32.0,24.0,9.0,6.0,16.0,58.0,2020-06-22 04:10:51.000,2022-01-09 08:24:45.000,2022-01-07 09:35:57.000,2021-09-15 22:52:01.161,3,['ftm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,True,ldo,LDO - Lido DAO,https://github.com/lidofinance,No description.,web3,17,True,2035,159.0,154,26.0,55.0,52,13.0,377.0,36.0,147.0,,36.0,2020-07-16 13:19:00.000,2022-01-05 17:23:03.000,2021-12-14 09:44:51.000,2021-07-28 09:35:29.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,True,ring,RING - Darwinia Network Native Token,https://github.com/darwinia-network,"Decentralized heterogeneous cross-chain bridge protocol built on substrate, serves as critical infrastructure for..",metaverse,17,True,1506,42.0,152,212.0,39.0,18,79.0,397.0,19.0,353.0,,20.0,2019-04-26 11:27:49.000,2022-01-06 09:09:11.000,2022-01-06 09:09:10.000,2021-12-20 09:24:38.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,True,ftc,FTC - Feathercoin,https://github.com/FeatherCoin,"Feathercoin (ftc or ) is an open source cryptocurrency, published under the license of mit / x11.1, based on the..",others,17,True,21656,,129,1434.0,121.0,64,25.0,264.0,10.0,127.0,,808.0,2013-10-26 16:52:25.000,2021-07-02 12:13:04.000,2021-07-02 12:13:01.000,2020-08-06 09:30:41.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,True,go,GO - GoChain,https://github.com/gochain-io,"GoChain is a scalable, Ethereum based smart contract blockchain that enables DApp and smart contract developers to..",others,17,True,10113,,120,,33.0,18,159.0,338.0,32.0,73.0,12.0,269.0,2017-12-24 01:03:09.000,2022-01-04 18:37:22.000,2021-09-11 13:44:37.000,2021-09-13 16:51:25.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,True,qlc,QLC - QLC Chain,https://github.com/qlcchain,The worlds first decentralized mobile network.,others,17,False,1863,,98,428.0,30.0,37,80.0,858.0,32.0,644.0,5.0,30.0,2017-12-28 09:44:54.000,2021-12-20 01:20:55.000,2021-05-11 03:27:03.000,2021-05-11 03:41:36.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,True,krb,KRB - Karbo,https://github.com/seredat,"Decentralized peer-to-peer exchange network and stable exchange medium, designed to be used by customers and merchants..",privacy-coins,17,False,1146,32.0,98,418.0,63.0,36,47.0,113.0,14.0,44.0,,29.0,2016-03-25 15:41:19.000,2022-01-03 11:09:59.000,2022-01-03 09:01:34.000,2022-01-03 09:24:09.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,True,xsn,XSN - Stakenet,https://github.com/X9Developers,Lightning network-ready open-source platform for decentralized applications (dapps) with its native cryptocurrency..,cryptocurrency,17,False,31762,,90,2480.0,41.0,32,19.0,86.0,30.0,60.0,,697.0,2018-01-02 11:27:06.000,2021-09-23 22:49:18.000,2021-09-23 22:49:17.000,2021-05-31 15:36:31.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,True,plr,PLR - Pillar,https://github.com/pillarwallet,"Next generation, open-source wallet.",defi,17,False,8636,249.0,75,64.0,37.0,13,100.0,2888.0,66.0,,,46.0,2018-04-05 15:46:34.000,2022-01-07 13:41:08.000,2022-01-06 16:35:41.000,2021-12-07 11:00:00.000,2,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,True,dgb,DGB - DigiByte,https://github.com/DigiByte-Core,Rapidly growing open-source blockchain created in late 2013 and released in early 2014. after 6 years of forward..,iot,17,False,19066,,64,3854.0,33.0,35,2.0,65.0,7.0,9.0,,743.0,2018-09-04 13:59:57.000,2022-01-04 14:15:30.000,2021-07-29 19:39:46.000,2021-05-13 02:38:06.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,True,onion,ONION - DeepOnion,https://github.com/deeponion,"Deeponion (onion) describes itself as a decentralized, open-source, community-driven cryptocurrency that offers multi-..",privacy-coins,17,False,16973,3.0,57,1268.0,35.0,19,14.0,67.0,,15.0,,637.0,2018-07-13 20:56:29.000,2021-12-06 17:38:57.000,2021-10-27 10:08:13.000,2021-11-12 09:20:29.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,True,zcn,ZCN - 0chain,https://github.com/0chain,"High performance decentralized storage network designed to eliminate business threats such as censorship, privacy..",web3,17,False,4988,426.0,46,,23.0,27,89.0,473.0,166.0,214.0,,55.0,2017-12-21 02:03:56.000,2022-01-09 11:54:59.000,2022-01-08 16:17:22.000,2021-04-01 08:04:41.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,True,inxt,INXT - Internxt,https://github.com/internxt,Welcome To A New Internet.,iot,17,False,1369,237.0,39,43310.0,4.0,5,39.0,35.0,13.0,12.0,,16.0,2019-08-20 06:33:22.000,2022-01-07 15:40:15.000,2022-01-07 15:25:53.000,2022-01-07 15:40:16.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,True,fio,FIO - FIO Protocol,https://github.com/fioprotocol,Decentralized usability layer for the entire blockchain ecosystem that is integrated into existing crypto products..,others,17,False,13556,14.0,34,118.0,10.0,26,28.0,265.0,18.0,52.0,,242.0,2020-03-03 20:02:06.000,2022-01-08 01:39:46.000,2021-12-29 19:00:09.000,2021-12-29 19:03:31.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,True,btt,BTT - BitTorrent,https://github.com/bittorrent,Tokenizing the worlds largest decentralized file sharing protocol.,web3,16,False,1217,,1690,,378.0,341,,180.0,89.0,66.0,,94.0,2010-05-20 22:32:57.000,2021-12-07 19:21:59.000,2020-05-01 21:48:22.000,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,True,wicc,WICC - WaykiChain,https://github.com/WaykiChain,Blockchain Platform.,cryptocurrency,16,True,6120,3.0,1130,4.0,257.0,194,17.0,270.0,2.0,16.0,,23.0,2018-01-08 05:34:30.000,2021-12-11 11:32:51.000,2021-11-03 12:00:13.000,2021-05-10 08:34:50.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,True,ftm,FTM - Fantom,https://github.com/Fantom-Foundation,Beyond Blockchain.,web3,16,True,5547,25.0,351,,231.0,76,12.0,748.0,45.0,99.0,,91.0,2018-05-16 16:45:47.000,2022-01-06 12:22:13.000,2022-01-06 12:22:08.000,2021-06-10 08:35:57.000,3,['eth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,True,xpm,XPM - Primecoin,https://github.com/primecoin,"Rather interesting digital currency. it was developed by sunny king, one of the same developers that created ppcoin..",others,16,True,4257,,317,748.0,80.0,61,11.0,107.0,5.0,6.0,,181.0,2013-03-10 06:00:05.000,2022-01-03 13:25:13.000,2021-03-18 23:30:52.000,2021-01-26 04:38:16.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,True,ok,OK - OKCash,https://github.com/okcashpro,Okcash was initially launched in november 2014 with the name positive innovation for multi payment cash solutions. it..,others,16,True,3831,,286,134.0,182.0,235,28.0,9.0,,20.0,,158.0,2016-11-30 03:52:02.000,2021-07-01 16:19:26.000,2021-07-01 16:19:26.000,2021-02-01 22:30:49.000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,True,btcp,BTCP - Bitcoin Private,https://github.com/BTCPrivate,Bitcoin private is fork from bitcoin (btc). this coin is also a copy of zclassic as they use the same technology. when..,privacy-coins,16,False,11051,,280,136.0,113.0,110,12.0,134.0,11.0,101.0,,464.0,2017-12-24 14:19:12.000,2020-10-08 08:28:54.000,2020-10-08 08:28:52.000,2019-10-17 22:25:18.000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
